Iteration No,Rb,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_s11,loss_region,Rd1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_s11,loss_region,Rd2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_s11,loss_region,Rbias3,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_s11,loss_region,Rbias4,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_s11,loss_region,Cload,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_s11,loss_region,len2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_s11,loss_region,Ibias1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_s11,loss_region,Ibias2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_s11,loss_region,W1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_s11,loss_region,W2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_s11,loss_region,W3,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_s11,loss_region,Alo,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_s11,loss_region,
11,Rb,7.10754076366552e-05,0.00017815129072417838,0.0,0.0,0.0,-0.0001070758830875275,0.0,0.0,0.0,Rd1,0.00011629637525660404,-0.0005346905551371221,0.0,0.0,0.0,-5.278272408597848e-05,0.0,0.0007037696544796917,0.0,Rd2,-0.0006775696129989065,-0.0006594855247737719,0.0,0.0,0.0,-1.8084088225134526e-05,0.0,0.0,0.0,Rbias3,-2.309792330850301e-06,1.5114893353408755e-06,0.0,0.0,0.0,-3.8212816661911765e-06,0.0,0.0,0.0,Rbias4,2.5539957981304124e-06,-1.4167476307953024e-06,0.0,0.0,0.0,3.970743428925508e-06,0.0,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,len2,-1139072.2499852995,-2380173.836084384,0.0,0.0,0.0,1241101.5860990842,0.0,0.0,0.0,Ibias1,61.8517274533181,-74.71513649400981,0.0,0.0,0.0,136.5668639473248,0.0,0.0,0.0,Ibias2,-0.027579217328719884,-99.88562443074336,0.0,0.0,0.0,99.85804521341167,0.0,0.0,0.0,W1,-124.43880102394544,-153.9710529956035,0.0,0.0,0.0,29.532251971649252,0.0,0.0,0.0,W2,-1142.7970337847048,-1221.0697206906807,0.0,0.0,0.0,78.27268690595598,0.0,0.0,0.0,W3,-238.32255822526787,-670.5454893640976,0.0,0.0,0.0,432.2229311388298,0.0,0.0,0.0,Alo,-0.07220325087556088,-0.07220325087556373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,Rb,7.107857335813759e-05,0.00017877438526031088,0.0,0.0,0.0,-0.00010769581190217329,0.0,0.0,0.0,Rd1,-0.00023297229012133895,-0.0005348212733446903,0.0,0.0,0.0,-5.309817645452568e-05,0.0,0.00035494715967787036,0.0,Rd2,-0.0006515815548283732,-0.0006335715882628751,0.0,0.0,0.0,-1.8009966565497938e-05,0.0,0.0,0.0,Rbias3,-2.6499749147748538e-06,1.1840483630580732e-06,0.0,0.0,0.0,-3.834023277833046e-06,0.0,0.0,0.0,Rbias4,2.9280076847006776e-06,-1.047043043958957e-06,0.0,0.0,0.0,3.975050728659717e-06,0.0,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,len2,-1104938.1781741783,-2352629.8085308056,0.0,0.0,0.0,1247691.630356627,0.0,0.0,0.0,Ibias1,62.254954687559376,-74.23198706712586,0.0,0.0,0.0,136.4869417546834,0.0,0.0,0.0,Ibias2,5.3996234084944446,-95.00048240032558,0.0,0.0,0.0,100.40010580882003,0.0,0.0,0.0,W1,-124.04075268323672,-153.6709571204089,0.0,0.0,0.0,29.63020443718098,0.0,0.0,0.0,W2,-1036.011684134625,-1061.890219649403,0.0,0.0,0.0,25.878535514797566,0.0,0.0,0.0,W3,-203.31313087247125,-634.7291495344552,0.0,0.0,0.0,431.41601866192826,0.0,0.0,0.0,Alo,-0.04907495196160598,-0.04907495196161024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Rb,7.111951249355556e-05,0.0001791879651632738,0.0,0.0,0.0,-0.00010806845266972257,0.0,0.0,0.0,Rd1,-5.4756665378344675e-05,-0.0005303699546421837,0.0,0.0,0.0,-5.335121643445548e-05,0.0,0.0005289645056982847,0.0,Rd2,-0.0006253134674166782,-0.0006073846894964292,0.0,0.0,0.0,-1.7928777920253024e-05,0.0,0.0,0.0,Rbias3,-2.9779755295206375e-06,8.709027308090116e-07,0.0,0.0,0.0,-3.848878260329728e-06,0.0,0.0,0.0,Rbias4,3.2653234973894872e-06,-7.179786996143231e-07,0.0,0.0,0.0,3.98330219700381e-06,0.0,0.0,0.0,Cload,35235.6889319753,35235.68881739514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,len2,-1072705.357865882,-2325300.1519942926,0.0,0.0,0.0,1252594.7941284108,0.0,0.0,0.0,Ibias1,62.94760191680172,-73.442086411631,0.0,0.0,0.0,136.38968832843148,0.0,0.0,0.0,Ibias2,10.75758740532006,-90.10331964063482,0.0,0.0,0.0,100.86090704595487,0.0,0.0,0.0,W1,-39.93368745193712,-75.48074601299025,0.0,0.0,0.0,35.547058561053134,0.0,0.0,0.0,W2,-1025.4739168752453,-1050.3368690147654,0.0,0.0,0.0,24.86295213950037,0.0,0.0,0.0,W3,-166.39359493838984,-597.4012856482192,0.0,0.0,0.0,431.0076907097365,0.0,0.0,0.0,Alo,-0.029165688092729916,-0.02916568809273275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Rb,7.18947909197754e-05,0.00018046225412041977,0.0,0.0,0.0,-0.00010856746320065087,0.0,0.0,0.0,Rd1,-0.00011942608752911975,-0.0005277276354472132,0.0,0.0,0.0,-5.363759709740669e-05,0.0,0.0004619391450155144,0.0,Rd2,-0.0006024644451123708,-0.0005846117695831656,0.0,0.0,0.0,-1.7852675529201104e-05,0.0,0.0,0.0,Rbias3,-3.285285435601411e-06,5.778502734852222e-07,0.0,0.0,0.0,-3.863135709086633e-06,0.0,0.0,0.0,Rbias4,3.550814832459148e-06,-4.4196348866281246e-07,0.0,0.0,0.0,3.992778321122043e-06,0.0,0.0,0.0,Cload,35361.26435095108,35361.26435095108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,len2,-1053962.6516578142,-2310295.2782462896,0.0,0.0,0.0,1256332.6265884433,0.0,0.0,0.0,Ibias1,64.02663599583526,-72.26826435999106,0.0,0.0,0.0,136.29490035582631,0.0,0.0,0.0,Ibias2,15.64546386241344,-85.64927220621473,0.0,0.0,0.0,101.29473606862817,0.0,0.0,0.0,W1,-40.87389731333802,-76.53043753037291,0.0,0.0,0.0,35.65654021702172,0.0,0.0,0.0,W2,-1008.0187851363852,-1031.9008809133525,0.0,0.0,0.0,23.88209577698688,0.0,0.0,0.0,W3,-148.21790070349527,-578.8947560310195,0.0,0.0,0.0,430.6768553275242,0.0,0.0,0.0,Alo,-0.008681097460729304,-0.008681097460733554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Rb,7.188284827891215e-05,0.00018088949437734003,0.0,0.0,0.0,-0.00010900664609843333,0.0,0.0,0.0,Rd1,-6.760443714623395e-05,-0.0005254741648928176,0.0,0.0,0.0,-5.395706779127933e-05,0.0,0.0005118267955378585,0.0,Rd2,-0.0005790287375679479,-0.0005612594419831079,0.0,0.0,0.0,-1.7769295584839925e-05,0.0,0.0,0.0,Rbias3,-3.5397274121632415e-06,3.3734480032047473e-07,0.0,0.0,0.0,-3.8770722124839354e-06,0.0,0.0,0.0,Rbias4,3.8128916633676194e-06,-1.9045185984361115e-07,0.0,0.0,0.0,4.00334352321123e-06,0.0,0.0,0.0,Cload,35505.1877274007,35505.18741230525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,len2,-1005082.8028287285,-2264030.967059561,0.0,0.0,0.0,1258948.1642308324,0.0,0.0,0.0,Ibias1,64.59149121539613,-71.59581362982422,0.0,0.0,0.0,136.18730484522035,0.0,0.0,0.0,Ibias2,20.17730254700751,-81.53002944753091,0.0,0.0,0.0,101.70733199453842,0.0,0.0,0.0,W1,-39.42158678105098,-75.06087008736519,0.0,0.0,0.0,35.63928330629008,0.0,0.0,0.0,W2,-988.1996003714094,-1011.1356711514054,0.0,0.0,0.0,22.936070779971498,0.0,0.0,0.0,W3,-102.18655922943412,-532.6512906470828,0.0,0.0,0.0,430.46473141764864,0.0,0.0,0.0,Alo,0.009357243384232975,0.009357243384232975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Rb,7.175197741791276e-05,0.00018132507224721565,0.0,0.0,0.0,-0.00010957309482930287,0.0,0.0,0.0,Rd1,-0.00010376464137350345,-0.0005230161450008148,0.0,0.0,0.0,-5.4235820797792254e-05,0.0,0.0004734873244251151,0.0,Rd2,-0.0005598410928857022,-0.0005421504521561079,0.0,0.0,0.0,-1.7690640729594308e-05,0.0,0.0,0.0,Rbias3,-3.791281371439497e-06,9.965705568382662e-08,0.0,0.0,0.0,-3.890938427123442e-06,0.0,0.0,0.0,Rbias4,4.050056601063246e-06,3.499986288019002e-08,0.0,0.0,0.0,4.015056738183056e-06,0.0,0.0,0.0,Cload,-770272.3768934732,-770272.376750248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,len2,-972373.6144296499,-2232937.7967296275,0.0,0.0,0.0,1260564.1822999776,0.0,0.0,0.0,Ibias1,65.08006310109681,-71.01919871662432,0.0,0.0,0.0,136.09926181772266,0.0,0.0,0.0,Ibias2,24.221653805102612,-77.87302711899628,0.0,0.0,0.0,102.09468092410035,0.0,0.0,0.0,W1,-42.178397401040826,-77.92707543421126,0.0,0.0,0.0,35.74867803315728,0.0,0.0,0.0,W2,-981.7043996287846,-1003.7572387453943,0.0,0.0,0.0,22.052839116609672,0.0,0.0,0.0,W3,-56.844649516329284,-487.180144526369,0.0,0.0,0.0,430.3354950100397,0.0,0.0,0.0,Alo,0.02255108743004136,0.022551087430037108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Rb,7.39982203296872e-05,0.0001840767784391494,0.0,0.0,0.0,-0.0001100785581094622,0.0,0.0,0.0,Rd1,-6.964367352151852e-05,-0.0005217656644895945,0.0,0.0,0.0,-5.456438681503578e-05,0.0,0.0005066863777831113,0.0,Rd2,-0.0005437525082202527,-0.0005261424909270482,0.0,0.0,0.0,-1.7610017293198455e-05,0.0,0.0,0.0,Rbias3,-3.977381048894673e-06,-7.264491794133799e-08,0.0,0.0,0.0,-3.904736130953335e-06,0.0,0.0,0.0,Rbias4,4.24197479119869e-06,2.140025929463739e-07,0.0,0.0,0.0,4.027972198252316e-06,0.0,0.0,0.0,Cload,-764643.1937086373,-764643.1937086373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,len2,-947829.5116646287,-2209011.724123894,0.0,0.0,0.0,1261182.2124593225,0.0,0.0,0.0,Ibias1,66.4771718658483,-69.51776985988086,0.0,0.0,0.0,135.994941725731,0.0,0.0,0.0,Ibias2,28.46987557249497,-73.98890214893773,0.0,0.0,0.0,102.4587777214327,0.0,0.0,0.0,W1,-43.16047741715237,-78.89152146317974,0.0,0.0,0.0,35.73104404604051,0.0,0.0,0.0,W2,-976.05777417513,-997.288743336942,0.0,0.0,0.0,21.230969161841298,0.0,0.0,0.0,W3,-37.6236477699746,-467.96558952631034,0.0,0.0,0.0,430.3419417564376,0.0,0.0,0.0,Alo,0.036330616401494875,0.036330616401502674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Rb,7.286518576301666e-05,0.00018339104552741455,0.0,0.0,0.0,-0.00011052585976439132,0.0,0.0,0.0,Rd1,-9.152896871471394e-05,-0.000517002240740516,0.0,0.0,0.0,-5.48419634540516e-05,0.0,0.0004803152354798686,0.0,Rd2,-0.0005270926635411156,-0.0005095658216261504,0.0,0.0,0.0,-1.752684191496513e-05,0.0,0.0,0.0,Rbias3,-4.251973042983009e-06,-3.334499566388347e-07,0.0,0.0,0.0,-3.918523086344174e-06,0.0,0.0,0.0,Rbias4,4.477641750820081e-06,4.357910487402731e-07,0.0,0.0,0.0,4.041850702079808e-06,0.0,0.0,0.0,Cload,-795226.6823212652,-795226.6821493951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,len2,-932290.295753129,-2193148.0995850335,0.0,0.0,0.0,1260857.8038319356,0.0,0.0,0.0,Ibias1,66.88662124290374,-69.02861847037067,0.0,0.0,0.0,135.91523971327774,0.0,0.0,0.0,Ibias2,30.986068882988143,-71.81877802720544,0.0,0.0,0.0,102.80484691019531,0.0,0.0,0.0,W1,-100.08892201232686,-130.2495328643819,0.0,0.0,0.0,30.160610852055047,0.0,0.0,0.0,W2,-1023.3286622256628,-1095.8425112807688,0.0,0.0,0.0,72.51384905515955,0.0,0.0,0.0,W3,-25.027571679994622,-455.54788371071436,0.0,0.0,0.0,430.52031203077524,0.0,0.0,0.0,Alo,0.044766242751611965,0.044766242751611965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Rb,7.287381919559869e-05,0.0001838468992279049,0.0,0.0,0.0,-0.0001109730800323183,0.0,0.0,0.0,Rd1,-6.0411201164653804e-05,-0.0005187931587006007,0.0,0.0,0.0,-5.5177817712788286e-05,0.0,0.000513559775248743,0.0,Rd2,-0.0005117134222769289,-0.000494266373491002,0.0,0.0,0.0,-1.744704878593724e-05,0.0,0.0,0.0,Rbias3,-4.388082504441444e-06,-4.5545801915319056e-07,0.0,0.0,0.0,-3.932624485288353e-06,0.0,0.0,0.0,Rbias4,4.584403564265461e-06,5.268766158917792e-07,0.0,0.0,0.0,4.057526948373579e-06,0.0,0.0,0.0,Cload,-754322.9289916734,-754322.9289916734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,len2,-894061.8513749987,-2153703.0210176455,0.0,0.0,0.0,1259641.1696426212,0.0,0.0,0.0,Ibias1,67.3220873935152,-68.49682635789834,0.0,0.0,0.0,135.81891375141024,0.0,0.0,0.0,Ibias2,34.73902390878727,-68.38943829261096,0.0,0.0,0.0,103.12846220139507,0.0,0.0,0.0,W1,-96.06713071127609,-126.32894930952497,0.0,0.0,0.0,30.261818598237934,0.0,0.0,0.0,W2,-1015.469816555499,-1087.3942682979873,0.0,0.0,0.0,71.92445174246407,0.0,0.0,0.0,W3,-11.514691055056073,-442.32731400997085,0.0,0.0,0.0,430.8126229548131,0.0,0.0,0.0,Alo,0.05476569358828353,0.05476569358828353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Rb,7.384714204871077e-05,0.00018533245449653553,0.0,0.0,0.0,-0.00011148531244782477,0.0,0.0,0.0,Rd1,-7.181685875026365e-05,-0.0005131658416341244,0.0,0.0,0.0,-5.54612154051315e-05,0.0,0.0004968101982889932,0.0,Rd2,-0.0004981004442764906,-0.00048073008658066436,0.0,0.0,0.0,-1.7370357695821393e-05,0.0,0.0,0.0,Rbias3,-4.534750583794469e-06,-5.876803137070578e-07,0.0,0.0,0.0,-3.94707027008752e-06,0.0,0.0,0.0,Rbias4,4.815356432000675e-06,7.414195027555312e-07,0.0,0.0,0.0,4.073936929245031e-06,0.0,0.0,0.0,Cload,-749540.1172886196,-749540.1172886196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,len2,-876228.0021172807,-2133796.3467144836,0.0,0.0,0.0,1257568.3445972025,0.0,0.0,0.0,Ibias1,68.30986851069738,-67.43131707225365,0.0,0.0,0.0,135.74118558295254,0.0,0.0,0.0,Ibias2,37.98539108138129,-65.44770278031606,0.0,0.0,0.0,103.43309386169577,0.0,0.0,0.0,W1,-95.02339407227038,-125.38696686612036,0.0,0.0,0.0,30.36357279383796,0.0,0.0,0.0,W2,-1004.285150259922,-1075.6241985583822,0.0,0.0,0.0,71.33904829843358,0.0,0.0,0.0,W3,16.7018653102779,-414.464079789787,0.0,0.0,0.0,431.1659451000649,0.0,0.0,0.0,Alo,0.0638521245263003,0.06385212452629639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Rb,7.290736175099759e-05,0.00018484454916502233,0.0,0.0,0.0,-0.00011193718741402474,0.0,0.0,0.0,Rd1,-6.567130483945723e-05,-0.0005114292906055675,0.0,0.0,0.0,-5.573765877948486e-05,0.0,0.0005014956445455836,0.0,Rd2,-0.0004857340511187278,-0.0004684432469359344,0.0,0.0,0.0,-1.729080418280353e-05,0.0,0.0,0.0,Rbias3,-4.632884831084559e-06,-6.709427234778555e-07,0.0,0.0,0.0,-3.961942107606803e-06,0.0,0.0,0.0,Rbias4,4.948767854344007e-06,8.569870508710249e-07,0.0,0.0,0.0,4.091780803472982e-06,0.0,0.0,0.0,Cload,-1526212.3283747102,-1526212.328517935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,len2,-832488.2809511253,-2087167.5467302876,0.0,0.0,0.0,1254679.2657791087,0.0,0.0,0.0,Ibias1,68.69800322060792,-66.96990447261132,0.0,0.0,0.0,135.66790769321608,0.0,0.0,0.0,Ibias2,41.5735006843318,-62.146725848261205,0.0,0.0,0.0,103.72022653259,0.0,0.0,0.0,W1,-89.03541431714991,-119.50072143440545,0.0,0.0,0.0,30.465307117244617,0.0,0.0,0.0,W2,-986.4736521682121,-1057.2874994258405,0.0,0.0,0.0,70.81384725762837,0.0,0.0,0.0,W3,29.931241346236284,-401.76491538340207,0.0,0.0,0.0,431.69615672963835,0.0,0.0,0.0,Alo,0.07535703434265621,0.07535703434265266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Rb,7.3811834299818e-05,0.00018632866606769867,0.0,0.0,0.0,-0.00011251683176786906,0.0,0.0,0.0,Rd1,-5.383061530480229e-05,-0.0005087322279138117,0.0,0.0,0.0,-5.608964820844579e-05,0.0,0.0005109912608174777,0.0,Rd2,-0.00047461593788526203,-0.0004574021949159719,0.0,0.0,0.0,-1.7213742969279787e-05,0.0,0.0,0.0,Rbias3,-4.812714057207978e-06,-8.37632911597664e-07,0.0,0.0,0.0,-3.975081145610314e-06,0.0,0.0,0.0,Rbias4,5.073702555400721e-06,9.654073145278626e-07,0.0,0.0,0.0,4.108295240872859e-06,0.0,0.0,0.0,Cload,-1517830.9139112083,-1517830.9139112083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,len2,-796625.6730921994,-2047792.709350886,0.0,0.0,0.0,1251167.0362586868,0.0,0.0,0.0,Ibias1,69.39241363330119,-66.1683927449348,0.0,0.0,0.0,135.56080637823766,0.0,0.0,0.0,Ibias2,43.01227176198598,-61.027525761901174,0.0,0.0,0.0,104.03979752388872,0.0,0.0,0.0,W1,-94.46898328083957,-124.91117261399025,0.0,0.0,0.0,30.44218933317415,0.0,0.0,0.0,W2,-945.8641597579385,-963.1192066263585,0.0,0.0,0.0,17.255046868419935,0.0,0.0,0.0,W3,50.310026620762976,-381.763998136511,0.0,0.0,0.0,432.0740247573732,0.0,0.0,0.0,Alo,0.08020376574995218,0.0802037657499561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Rb,7.37084603599386e-05,0.00018668065846907058,0.0,0.0,0.0,-0.00011297219810913809,0.0,0.0,0.0,Rd1,-7.325543076295688e-05,-0.0005064627830111354,0.0,0.0,0.0,-5.630597159085833e-05,0.0,0.0004895133238390288,0.0,Rd2,-0.0004631600730325362,-0.00044601569734202095,0.0,0.0,0.0,-1.7144375690510237e-05,0.0,0.0,0.0,Rbias3,-4.931225215788319e-06,-9.402802481351204e-07,0.0,0.0,0.0,-3.9909449676533076e-06,0.0,0.0,0.0,Rbias4,5.201508945104481e-06,1.072811625163404e-06,0.0,0.0,0.0,4.128697319940964e-06,0.0,0.0,0.0,Cload,-1509327.7100332945,-1509327.7100332945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,len2,-763235.0965505602,-2010197.7930162179,0.0,0.0,0.0,1246962.6964656578,0.0,0.0,0.0,Ibias1,70.01002439051248,-65.48122326047115,0.0,0.0,0.0,135.49124765098364,0.0,0.0,0.0,Ibias2,45.47518436598415,-58.807500597118654,0.0,0.0,0.0,104.2826849631028,0.0,0.0,0.0,W1,-93.35490741853802,-123.8986274650957,0.0,0.0,0.0,30.543720046569128,0.0,0.0,0.0,W2,-940.3772934362138,-957.1977934481797,0.0,0.0,0.0,16.820500011991047,0.0,0.0,0.0,W3,62.49410574110253,-370.4485230333721,0.0,0.0,0.0,432.94262877447466,0.0,0.0,0.0,Alo,0.08858721648548536,0.08858721648548143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Rb,7.387964819194692e-05,0.00018737269258130507,0.0,0.0,0.0,-0.00011349304438934634,0.0,0.0,0.0,Rd1,-5.549387423001114e-05,-0.0005049730558834168,0.0,0.0,0.0,-5.665342848374616e-05,0.0,0.0005061326101371506,0.0,Rd2,-0.0004528752620148628,-0.0004357871094556827,0.0,0.0,0.0,-1.7088152559169964e-05,0.0,0.0,0.0,Rbias3,-4.971853758277023e-06,-9.64210444878168e-07,0.0,0.0,0.0,-4.007643313398644e-06,0.0,0.0,0.0,Rbias4,5.330811888347409e-06,1.1806751079976549e-06,0.0,0.0,0.0,4.150136780349865e-06,0.0,0.0,0.0,Cload,-1501086.0406366654,-1501086.0403323132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,len2,-735645.1367044643,-1977777.2914671004,0.0,0.0,0.0,1242132.1547626362,0.0,0.0,0.0,Ibias1,70.90261307852421,-64.50410494992022,0.0,0.0,0.0,135.40671802844602,0.0,0.0,0.0,Ibias2,47.86234881337695,-56.641886953568445,0.0,0.0,0.0,104.50423576694841,0.0,0.0,0.0,W1,-94.13492483337812,-124.78017324557511,0.0,0.0,0.0,30.6452484122087,0.0,0.0,0.0,W2,-920.5127863821433,-936.9287150952172,0.0,0.0,0.0,16.415928713073843,0.0,0.0,0.0,W3,-135.63414969053684,-365.3490357850117,0.0,0.0,0.0,229.71488609452445,0.0,0.0,0.0,Alo,0.09403349389411904,0.09403349389412663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Rb,-9.276835749573212e-05,2.118348215955744e-05,0.0,0.0,0.0,-0.0001139518396552955,0.0,0.0,0.0,Rd1,0.000437261264971305,0.0,0.0,0.0,0.0,-5.6940656126492974e-05,0.0,0.000494201921097794,0.0,Rd2,-1.7022929094538352e-05,0.0,0.0,0.0,0.0,-1.7022929094538352e-05,0.0,0.0,0.0,Rbias3,-4.0249343923589146e-06,0.0,0.0,0.0,0.0,-4.0249343923589146e-06,0.0,0.0,0.0,Rbias4,4.172858880732685e-06,0.0,0.0,0.0,0.0,4.172858880732685e-06,0.0,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,len2,1236727.986472372,0.0,0.0,0.0,0.0,1236727.986472372,0.0,0.0,0.0,Ibias1,135.34347013740046,0.0,0.0,0.0,0.0,135.34347013740046,0.0,0.0,0.0,Ibias2,104.71273152531307,0.0,0.0,0.0,0.0,104.71273152531307,0.0,0.0,0.0,W1,30.62091066626219,0.0,0.0,0.0,0.0,30.62091066626219,0.0,0.0,0.0,W2,16.124158407156482,0.0,0.0,0.0,0.0,16.124158407156482,0.0,0.0,0.0,W3,235.05879203348778,0.0,0.0,0.0,0.0,235.05879203348778,0.0,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Rb,7.385602057326455e-05,0.00018703475252397042,0.0,0.0,0.0,-0.00011317873195069987,0.0,0.0,0.0,Rd1,-0.0005642503725143276,-0.0005077500032526055,0.0,0.0,0.0,-5.6500369261708766e-05,0.0,0.0,0.0,Rd2,-0.0004082454195466168,-0.00039129718279455345,0.0,0.0,0.0,-1.6948236752058273e-05,0.0,0.0,0.0,Rbias3,-4.923354756557783e-06,-9.208971317687781e-07,0.0,0.0,0.0,-4.002457624788794e-06,0.0,0.0,0.0,Rbias4,5.379005417682273e-06,1.2056617415739732e-06,0.0,0.0,0.0,4.173343676108301e-06,0.0,0.0,0.0,Cload,-2266259.069788933,-2266259.069788933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,len2,-730731.9602607122,-1965577.5957171305,0.0,0.0,0.0,1234845.6354564717,0.0,0.0,0.0,Ibias1,69.306470653902,-66.4331430887638,0.0,0.0,0.0,135.7396137426658,0.0,0.0,0.0,Ibias2,46.77355952611566,-57.43918225505142,0.0,0.0,0.0,104.2127417811686,0.0,0.0,0.0,W1,-93.70124442806171,-124.202613426008,0.0,0.0,0.0,30.50136899796956,0.0,0.0,0.0,W2,-917.9304032207004,-934.165199028586,0.0,0.0,0.0,16.234795807885725,0.0,0.0,0.0,W3,-132.75281297290402,-364.01656095589567,0.0,0.0,0.0,231.26374798304116,0.0,0.0,0.0,Alo,0.08989383571236066,0.08989383571236066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27,Rb,-0.00011350760262968747,0.0,0.0,0.0,0.0,-0.00011350760262968747,0.0,0.0,0.0,Rd1,0.0005443695756372134,0.0,0.0,0.0,0.0,-5.682743137733195e-05,0.0,0.0006011970070145374,0.0,Rd2,-1.6893933101254716e-05,0.0,0.0,0.0,0.0,-1.6893933101254716e-05,0.0,0.0,0.0,Rbias3,-4.188866448484269e-06,0.0,0.0,0.0,0.0,-4.188866448484269e-06,0.0,0.0,0.0,Rbias4,4.197408715114782e-06,0.0,0.0,0.0,0.0,4.197408715114782e-06,0.0,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,len2,1229132.968630634,0.0,0.0,0.0,0.0,1229132.968630634,0.0,0.0,0.0,Ibias1,135.5455169543056,0.0,0.0,0.0,0.0,135.5455169543056,0.0,0.0,0.0,Ibias2,104.41660236760053,0.0,0.0,0.0,0.0,104.41660236760053,0.0,0.0,0.0,W1,30.477243108056527,0.0,0.0,0.0,0.0,30.477243108056527,0.0,0.0,0.0,W2,15.971584204279898,0.0,0.0,0.0,0.0,15.971584204279898,0.0,0.0,0.0,W3,236.65927914397963,0.0,0.0,0.0,0.0,236.65927914397963,0.0,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
