Iteration No,alpha,fixed_alpha,Rd,W2,W1,Ibias,Alo,Rbias2,Rbias3,
143,0.21200000000000002,0.06,1.6015745845582126,1.363518903869184,1.2347722142979884,0.7852879839209097,1.780735088817627,1.1696298991646308,1.7332243954117756,
144,0.21200000000000002,0.06,1.6895172635828268,1.378269857816741,1.4246862955675947,0.7685244783861906,1.4406349401816798,1.5670253811978387,1.4271364869456666,
145,0.21200000000000002,0.06,1.679798167112891,1.333816747933615,1.3464496425829273,0.7832250862828103,1.7121461084766243,1.2146642786063127,1.5817733060841086,
146,0.21200000000000002,0.06,1.7092781993239452,1.267421348039277,1.2111384426879612,0.7141451331899542,1.2614246464849799,1.913036591990725,1.551029277754556,
147,0.21200000000000002,0.06,1.5193470659818331,1.4888229179178611,1.4969020589114839,0.8117402774511076,1.4560494002372681,1.4943721593962276,1.4583899469035317,
148,0.21200000000000002,0.06,1.4125149478797152,1.5147871930955783,1.5218204478658122,0.8597950508966566,1.4521626339572575,1.7284406930798712,1.3799761035626419,
149,0.21200000000000002,0.06,1.4887957830569158,1.471430524075625,1.459707400303992,0.8067706533947203,1.4873531886176934,1.5342954689374306,1.4436709147591136,
150,0.22472000000000003,0.06,1.6075703030170176,1.3751837436764334,1.377166471248344,0.7947545503165427,1.617008127489711,1.3861441139825417,1.5210968622444063,
151,0.22472000000000003,0.06,1.6239624198935145,1.412126882936747,1.3834965191636839,0.7916244491014689,1.6524004311075442,1.3531082802075758,1.461913213990425,
152,0.22472000000000003,0.06,1.5902193925913624,1.4300119305304442,1.4058821246347217,0.7607335435289382,1.6541235337992983,1.3727666400526235,1.4088674908468959,
153,0.22472000000000003,0.06,1.498448986760646,1.3861760039378261,1.4214463697839026,0.6795679744610795,1.7984918434356791,1.4049165341961167,1.4105087225608295,
154,0.22472000000000003,0.06,1.3434371659568094,1.360973831567747,1.3070104972645575,0.6087563485727475,1.9747360791508644,1.3408587215804626,1.3568632701440957,
155,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
156,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
157,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
158,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
159,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
160,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
161,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
162,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
163,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
164,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
165,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
166,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
167,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
168,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
169,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
170,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
171,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
172,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
173,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
174,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
175,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
176,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
177,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
178,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
179,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
180,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
181,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
182,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
183,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
184,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
185,0.22472000000000003,0.06,1.000000000004159,1.000000000004159,1.000000000004159,0.9999999999979206,1.000000000004159,1.000000000004159,1.000000000004159,
