Iteration No,Rb,Rd1,Rd2,Rbias1,Rbias2,Rbias3,Rbias4,C1,C2,C3,C4,Cload,len1,len2,W1,W2,W3,Ibias1,Ibias2,frf,frf_fund2,flo,f_lower,f_upper,Alo,Temp,
14,317.52419108177463,312.511224853099,92.92237277077867,1000,10542.6257806746,17632.373622104828,16724.42494470325,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2218776521642094e-11,6.000000000000001e-08,7.13678799855884e-08,0.000159449397337269,7.289133805190455e-05,3.7420356398431286e-05,0.001153105405335179,0.0012297668480587417,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.11892597985659856,27,
15,315.8054320195179,318.65963657520996,95.46097153429223,1000,10542.6257806746,17394.681171579366,16945.70773907786,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2218359704257947e-11,6.000000000000001e-08,7.240107527269272e-08,0.00015986083444657543,7.34980526632137e-05,3.776830764326055e-05,0.0011639467760364978,0.0012524317632971367,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.12157247771363387,27,
16,314.06984307088,324.58696373114725,98.06666571724665,1000,10542.6257806746,17172.060228211303,17158.698834195064,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2218077757442646e-11,6.000000000000001e-08,7.336035731216518e-08,0.00016026753322049046,7.423333836540929e-05,3.8072967966087354e-05,0.0011738905036822666,0.0012751864066777193,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.12416173420499473,27,
17,312.31480216196775,330.29100361252193,100.74158710832423,1000,10542.6257806746,16962.688028892615,17364.06357931893,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.22176689925986e-11,6.000000000000001e-08,7.42498002359671e-08,0.00016051315551594112,7.487096236314052e-05,3.840124534345144e-05,0.0011829418120480272,0.0012980410779907133,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.12669840424769382,27,
18,310.5420887598733,335.77335181502,103.4877933897515,1000,10542.6257806746,16765.098007144563,17562.44969732295,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2217268982056324e-11,6.000000000000001e-08,7.507761754910002e-08,0.0001610156072573793,7.552326523574468e-05,3.872093108295634e-05,0.0011910698193809326,0.0013210137515413318,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.12918817147786854,27,
19,308.7490551751084,341.03292649865944,106.30819243991864,1000,10542.6257806746,16578.184336447357,17754.53098854021,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2216985696182402e-11,6.000000000000001e-08,7.585041395536383e-08,0.0001615132084025578,7.626959221052419e-05,3.903261623232183e-05,0.0011982798887120007,0.0013441301660991553,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.1316356374691639,27,
20,306.9383759595948,346.0661401073781,109.20489442435134,1000,10542.6257806746,16401.22469463942,17940.623992794,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2216702377655828e-11,6.000000000000001e-08,7.656894505199881e-08,0.00016200796167939845,7.69502252024757e-05,3.933712627594746e-05,0.001204585090517993,0.001367394150075362,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.13404421427786856,27,
21,305.1120204065279,350.88463028899736,112.17978951686635,1000,10542.6257806746,16232.95355732957,18121.2597289742,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2216285427099476e-11,6.000000000000001e-08,7.724159570852257e-08,0.0001622217005766324,7.764410745268132e-05,3.963512918423046e-05,0.0012100262598185106,0.0013908202214645649,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.136417657527954,27,
22,303.2726834855447,355.48996737832795,115.23565961350278,1000,10542.6257806746,16072.610863760516,18296.831369125943,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2216000654812224e-11,6.000000000000001e-08,7.787273686788387e-08,0.0001624291913746443,7.841232333457048e-05,3.990747261940151e-05,0.0012146182551821842,0.0014144103635858308,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.1387600818476983,27,
23,301.4243823465423,359.88839891268117,118.37386525025963,1000,10542.6257806746,15919.677810256308,18467.76114760249,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.22156812258546e-11,6.000000000000001e-08,7.846290190562021e-08,0.00016280196615233345,7.913187790288815e-05,4.0175361647084045e-05,0.001218402805742983,0.001438173052070967,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.1410749966665601,27,
24,299.57252165311166,364.08943098198,121.59752514856535,1000,10542.6257806746,15773.32025107771,18634.58634847779,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2215361382778358e-11,6.000000000000001e-08,7.901756217124903e-08,0.0001631725077602283,7.986425320206017e-05,4.045826756330562e-05,0.0012214377691642548,0.0014621022060537906,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.14336587391111036,27,
25,297.71438161102907,368.09729630715947,124.90763113549345,1000,10542.6257806746,15633.080004862688,18797.28818310918,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2215040451899327e-11,6.000000000000001e-08,7.954067120211693e-08,0.0001635380365367819,8.064642465956738e-05,4.073643533846172e-05,0.0012237682239622468,0.0014861927723561505,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.1456335946808552,27,
26,295.8597993803153,371.9246465974927,128.30776281948707,1000,10542.6257806746,15498.657282625214,18956.09121671586,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2214718057990596e-11,6.000000000000001e-08,8.003117753533743e-08,0.00016389966122292687,8.140212096429073e-05,4.101034233240333e-05,0.0012254678341194415,0.0015104545588843555,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.14788119488902593,27,
27,294.0099415906021,375.5797728552587,131.79819155449044,1000,10542.6257806746,15369.410924022415,19111.17351680497,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.221436546479113e-11,6.000000000000001e-08,8.049556284188875e-08,0.00016425623240990626,8.220108501881086e-05,4.128060758554391e-05,0.0012265922291661577,0.0015348866403483439,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.15011110187110682,27,
28,292.1731853671653,379.08138864005025,135.38199967692637,1000,10542.6257806746,15245.211983628584,19262.76709567748,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2214079137940493e-11,6.000000000000001e-08,8.093195948068147e-08,0.00016443101470083233,8.297964848958002e-05,4.154726786055712e-05,0.0012272558142745397,0.0015594739208896916,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.15232559999962317,27,
29,290.34912294718987,382.43626829555325,139.0603961334036,1000,10542.6257806746,15125.620627431905,19411.169450196117,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.221378871612642e-11,6.000000000000001e-08,8.134784343797907e-08,0.00016488862764308868,8.376880196184215e-05,4.1810625588919454e-05,0.0012274755222214146,0.0015842244722416847,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.1545265029860826,27,
30,288.5418477889929,385.6537303854786,142.83559266668158,1000,10542.6257806746,15010.386209847273,19556.44266114699,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2213493257599133e-11,6.000000000000001e-08,8.174459422398019e-08,0.0001653433758223916,8.458242850128801e-05,4.205184802177687e-05,0.0012273131677955082,0.0016091357383424868,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.15671631743885817,27,
