Iteration No,Rb,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rd1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rd2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rbias3,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rbias4,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Cload,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,len2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Ibias1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Ibias2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,W1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,W2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,W3,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Alo,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,
11,Rb,0.0003734909738968617,0.0005169346792310374,0.0,0.0,-3.964380261388848e-05,-0.00010379990272028733,0.0,0.0,Rd1,-0.0024073080106854347,-0.0016102581986634184,0.0,0.0,-0.000747088121043153,-4.9961690978843694e-05,0.0,0.0,Rd2,-0.002360140250733307,-0.00234569484353957,0.0,0.0,1.7046466464910497e-06,-1.615005384022795e-05,0.0,0.0,Rbias3,5.830348989926767e-06,8.911374230943705e-06,0.0,0.0,6.501736058308361e-07,-3.731198846847774e-06,0.0,0.0,Rbias4,-6.030603628483637e-06,-9.443853256886832e-06,0.0,0.0,-6.817215170955215e-07,4.09497114549922e-06,0.0,0.0,Cload,84826971.29988326,4997487.54108189,0.0,0.0,79829483.75880137,0.0,0.0,0.0,len2,-4295964.979754453,-5597065.761870775,0.0,0.0,109207.42304745752,1191893.3590689478,0.0,0.0,Ibias1,-271.46965281334013,-242.3213052063334,0.0,0.0,-165.56001954489975,136.41167193788786,0.0,0.0,Ibias2,-311.9640206336828,-392.638165865381,0.0,0.0,-20.11441351664002,100.78855874834295,0.0,0.0,W1,-463.58932444913364,-219.36355826056771,0.0,0.0,-280.8445721916942,36.61880600309328,0.0,0.0,W2,-3968.0819550403994,-3466.293268973661,0.0,0.0,-518.9746916741077,17.186005607487264,0.0,0.0,W3,-2475.4479465505983,-2427.8781159208734,0.0,0.0,-476.6087964858913,429.03896585616616,0.0,0.0,Alo,-0.6894109084286186,-0.5672044979693291,0.0,0.0,-0.12220641045928947,0.0,0.0,0.0,
12,Rb,0.000380102180042871,0.0005244810177996636,0.0,0.0,-4.0495345108904064e-05,-0.00010388349264787999,0.0,0.0,Rd1,-0.0023224154732152972,-0.001554877619291064,0.0,0.0,-0.0007169787824505148,-5.055907147367985e-05,0.0,0.0,Rd2,-0.0022307817695833673,-0.0022175912166093235,0.0,0.0,3.073500931101255e-06,-1.62640539051294e-05,0.0,0.0,Rbias3,4.42161993188789e-06,7.591812538662689e-06,0.0,0.0,6.059297584932478e-07,-3.776122365267742e-06,0.0,0.0,Rbias4,-4.420955779560944e-06,-7.899454505770736e-06,0.0,0.0,-6.362277442248226e-07,4.114726470434948e-06,0.0,0.0,Cload,80698214.03149545,2549806.219709387,0.0,0.0,78148407.8124603,0.0,0.0,0.0,len2,-4197945.476581586,-5513403.258640197,0.0,0.0,118025.08528208785,1197432.6967765237,0.0,0.0,Ibias1,-254.3500331309851,-230.0325869063745,0.0,0.0,-160.45055765617542,136.13311143157495,0.0,0.0,Ibias2,-284.11632635296206,-366.64948289910114,0.0,0.0,-18.900543151792235,101.43369969793838,0.0,0.0,W1,-627.5092437213823,-354.0097515246656,0.0,0.0,-303.50462299047916,30.0051307938325,0.0,0.0,W2,-3907.380695294439,-3412.3786727724105,0.0,0.0,-511.9227578523932,16.920735330521055,0.0,0.0,W3,-2333.1768143851145,-2304.5232443551477,0.0,0.0,-459.1836938548511,430.53012382525634,0.0,0.0,Alo,-0.5817284965476992,-0.46356925028635015,0.0,0.0,-0.1181592462613371,0.0,0.0,0.0,
13,Rb,0.0003844834979567718,0.0005300882648443733,0.0,0.0,-4.145126682711288e-05,-0.00010415350006046316,0.0,0.0,Rd1,-0.0022385177982603478,-0.0014990186633849856,0.0,0.0,-0.0006882824744837554,-5.121666039159741e-05,0.0,0.0,Rd2,-0.0020876231105706705,-0.002074817785841453,0.0,0.0,3.5697958795569043e-06,-1.6375120608766364e-05,0.0,0.0,Rbias3,2.795861236332337e-06,6.03912708994859e-06,0.0,0.0,5.766480358325203e-07,-3.819913889448621e-06,0.0,0.0,Rbias4,-2.552856457950653e-06,-6.091386290174417e-06,0.0,0.0,-5.981466821888425e-07,4.1366765144127726e-06,0.0,0.0,Cload,76481116.86328986,107265.94456721467,0.0,0.0,76373850.91872264,0.0,0.0,0.0,len2,-4102862.868230934,-5429719.784056085,0.0,0.0,125698.75071298497,1201158.165112207,0.0,0.0,Ibias1,-237.3311056558292,-217.55454912754857,0.0,0.0,-155.53911375806393,135.76255722978837,0.0,0.0,Ibias2,-252.64026916804454,-336.5940793794685,0.0,0.0,-18.06305880278158,102.0168690142102,0.0,0.0,W1,-621.5134910850967,-349.2233401861848,0.0,0.0,-302.1070071162212,29.81685621729189,0.0,0.0,W2,-4032.0750919181883,-3571.779557388772,0.0,0.0,-530.7729270856601,70.47739255639958,0.0,0.0,W3,-2131.559452572417,-2126.8187836368406,0.0,0.0,-436.8503176104787,432.1096486752,0.0,0.0,Alo,-0.45888190005235746,-0.34392848863700415,0.0,0.0,-0.11495341141535327,0.0,0.0,0.0,
14,Rb,0.00039098839297235506,0.000537899330486652,0.0,0.0,-4.242331403883927e-05,-0.00010448762347544069,0.0,0.0,Rd1,-0.002156530524848824,-0.00144350457056745,0.0,0.0,-0.0006612285035422276,-5.179745073913678e-05,0.0,0.0,Rd2,-0.0019337127225666018,-0.00192145829164071,0.0,0.0,4.214661469527477e-06,-1.646909239541934e-05,0.0,0.0,Rbias3,1.0245756620486495e-06,4.337872884844918e-06,0.0,0.0,5.489276344988912e-07,-3.862224857295006e-06,0.0,0.0,Rbias4,-5.815028817269802e-07,-4.1737524524542685e-06,0.0,0.0,-5.694585152056421e-07,4.1617080859334285e-06,0.0,0.0,Cload,86179818.83325605,11767099.572807519,0.0,0.0,74412719.26044853,0.0,0.0,0.0,len2,-4018603.7478312473,-5355763.847237424,0.0,0.0,134193.93247150953,1202966.1669346672,0.0,0.0,Ibias1,-220.36184836128535,-204.93234547908546,0.0,0.0,-150.7876722144939,135.35816933229898,0.0,0.0,Ibias2,-218.76031654019025,-304.033532396735,0.0,0.0,-17.25759907323494,102.53081492978433,0.0,0.0,W1,-616.7480080140292,-345.76229350238054,0.0,0.0,-300.61540268827616,29.629688176644915,0.0,0.0,W2,-3916.8668728937,-3467.4583894123693,0.0,0.0,-519.4480044834768,70.03952100226199,0.0,0.0,W3,-1896.6988694194545,-1912.8072834025586,0.0,0.0,-417.7956728110098,433.9040867941139,0.0,0.0,Alo,-0.33012415523776767,-0.21806138683980808,0.0,0.0,-0.11206276839794778,0.0,0.0,0.0,
15,Rb,0.00034274209813221643,0.000545857524770112,-5.494540765190503e-05,0.0,-4.322054825665009e-05,-0.00010494947072934896,0.0,0.0,Rd1,-0.00030879338718810186,-0.0013842221419764504,0.0017632276303774332,0.0,-0.0006354265061550496,-5.237236943412808e-05,0.0,0.0,Rd2,0.004841473354169436,-0.0017714190922541002,0.006624454398955033,0.0,4.976086198364501e-06,-1.6538038729908278e-05,0.0,0.0,Rbias3,-8.537175810874529e-05,2.7091122185474066e-06,-8.470080558368373e-05,0.0,5.216260475425268e-07,-3.9016907911521004e-06,0.0,0.0,Rbias4,8.693714869542362e-05,-2.362125341517675e-06,8.564677243267484e-05,0.0,-5.359671686001289e-07,4.188468772865918e-06,0.0,0.0,Cload,-21941536843.585434,0.0,-22013861065.286797,0.0,72324221.7013615,0.0,0.0,0.0,len2,-9375373.05312397,-5254186.025802618,-5466620.163281657,0.0,142805.25158345202,1202627.8843766123,0.0,0.0,Ibias1,-116.71185533094298,-193.08621025999736,87.66265938682812,0.0,-146.22867417231808,134.94036971452945,0.0,0.0,Ibias2,1311.0864918434684,-272.52441832645763,1497.1590415559874,0.0,-16.572184305951158,103.02405291988505,0.0,0.0,W1,-586.1416805933623,-339.26453229029204,22.001521183719817,0.0,-298.4474650085766,29.5687955217344,0.0,0.0,W2,1931.1521772397375,-3149.8377460975325,5554.881034524954,0.0,-489.44394174788306,15.552830560007152,0.0,0.0,W3,14271.604704517647,-1745.9461078932143,15982.088616293999,0.0,-400.3021336468325,435.76432976369654,0.0,0.0,Alo,5.160200252186768,-0.09398163296580501,5.363215448531411,0.0,-0.10903356337886841,0.0,0.0,0.0,
16,Rb,0.0004003151344948356,0.0005486284253136933,0.0,0.0,-4.26872386894844e-05,-0.00010562605212939051,0.0,0.0,Rd1,-0.0020875541849238507,-0.0013912649229882415,0.0,0.0,-0.0006433933989706272,-5.2895862965000776e-05,0.0,0.0,Rd2,-0.002415240671720643,-0.0024004551638091938,0.0,0.0,5.380453883871563e-07,-1.5323553299820585e-05,0.0,0.0,Rbias3,6.263152106975544e-06,9.563603553745195e-06,0.0,0.0,5.726363601882643e-07,-3.873087806957766e-06,0.0,0.0,Rbias4,-6.8616165555968665e-06,-1.0625365824000072e-05,0.0,0.0,-6.283432837036956e-07,4.392092552107073e-06,0.0,0.0,Cload,80732567.1778377,4981317.235514579,0.0,0.0,75751249.94254667,0.0,0.0,0.0,len2,-3523550.311242847,-4733423.952873095,0.0,0.0,104853.41316780016,1105020.2284623694,0.0,0.0,Ibias1,-196.73771806365897,-187.4177196559781,0.0,0.0,-144.0552457089432,134.73524730126232,0.0,0.0,Ibias2,-337.2411337480283,-417.2787237182377,0.0,0.0,-20.904148246249374,100.94173821646352,0.0,0.0,W1,-602.1239287059608,-338.1173771421578,0.0,0.0,-293.5173380443863,29.51078648058324,0.0,0.0,W2,-4142.347367316254,-3688.3877420449244,0.0,0.0,-522.8208246371538,68.86119936586256,0.0,0.0,W3,-2478.02219301893,-2488.2218843135593,0.0,0.0,-436.4406690677206,446.6403603624244,0.0,0.0,Alo,-0.7525173461942879,-0.6353388755762923,0.0,0.0,-0.11717847061798935,0.0,0.0,0.0,
17,Rb,0.00040709271032659654,0.0005568689138771127,0.0,0.0,-4.367874168461773e-05,-0.00010609746186589851,0.0,0.0,Rd1,-0.00201229263289713,-0.0013422743966024359,0.0,0.0,-0.0006165645337573712,-5.3453702537313844e-05,0.0,0.0,Rd2,-0.0023028487506390706,-0.0022903608563621786,0.0,0.0,3.0220987431431473e-06,-1.5509993020042927e-05,0.0,0.0,Rbias3,5.148924874685842e-06,8.542371511181098e-06,0.0,0.0,5.32370836926548e-07,-3.925817473421953e-06,0.0,0.0,Rbias4,-5.57318253536719e-06,-9.42067693767275e-06,0.0,0.0,-5.698474441455797e-07,4.417341846451311e-06,0.0,0.0,Cload,77252179.61737403,2495978.157018348,0.0,0.0,74756201.46035568,0.0,0.0,0.0,len2,-3409142.4245336,-4632968.575724337,0.0,0.0,115058.67162008527,1108767.47957073,0.0,0.0,Ibias1,-181.96992591830832,-176.49604127089341,0.0,0.0,-139.77552196630097,134.30163731888848,0.0,0.0,Ibias2,-311.5240542984538,-393.6644629972188,0.0,0.0,-19.390563414728863,101.53097211349383,0.0,0.0,W1,-407.02495738033105,-181.75485295155326,0.0,0.0,-259.9627143856772,34.69260995689943,0.0,0.0,W2,-3897.52376028558,-3425.2605187391996,0.0,0.0,-487.40602041355015,15.14277886705465,0.0,0.0,W3,-2356.3760631678865,-2394.5316713116454,0.0,0.0,-411.0701261698471,449.2257343135313,0.0,0.0,Alo,-0.6656614525161858,-0.5535099431678037,0.0,0.0,-0.11215150934838825,0.0,0.0,0.0,
18,Rb,-0.00015123265329071827,0.0,0.0,0.0,-4.465796464515365e-05,-0.00010657468864558187,0.0,0.0,Rd1,-0.0006465089195120904,0.0,0.0,0.0,-0.0005925018007459342,-5.4007118766165285e-05,0.0,0.0,Rd2,-1.150646515105597e-05,0.0,0.0,0.0,4.193326920479739e-06,-1.569979207155897e-05,0.0,0.0,Rbias3,-3.4832512012702138e-06,0.0,0.0,0.0,4.956328448190542e-07,-3.978884046089869e-06,0.0,0.0,Rbias4,3.9109975201399085e-06,0.0,0.0,0.0,-5.349494140030492e-07,4.445946934142958e-06,0.0,0.0,Cload,73703780.00676946,0.0,0.0,0.0,73703780.00632235,0.0,0.0,0.0,len2,1230613.3080153726,0.0,0.0,0.0,119187.60125367247,1111425.7067616223,0.0,0.0,Ibias1,-1.7691151513197314,0.0,0.0,0.0,-135.6220651004191,133.85294994909694,0.0,0.0,Ibias2,83.70217811350393,0.0,0.0,0.0,-18.31134572836408,102.01352384186801,0.0,0.0,W1,-244.29735409664383,0.0,0.0,0.0,-274.08084667889045,29.783492582194754,0.0,0.0,W2,-465.5534649064154,0.0,0.0,0.0,-480.9681645245213,15.414699618067734,0.0,0.0,W3,54.831450233900085,0.0,0.0,0.0,-397.2189774126492,452.0504276462512,0.0,0.0,Alo,-0.10901321532737686,0.0,0.0,0.0,-0.10901321532737686,0.0,0.0,0.0,
19,Rb,-0.00015069498782115952,0.0,0.0,0.0,-4.384050056921044e-05,-0.00010685448725197494,0.0,0.0,Rd1,-0.0006393253688466727,0.0,0.0,0.0,-0.0005850564811545416,-5.426888769214919e-05,0.0,0.0,Rd2,-1.1359399163664996e-05,0.0,0.0,0.0,4.357626099044409e-06,-1.5717025262709404e-05,0.0,0.0,Rbias3,-3.489157645898161e-06,0.0,0.0,0.0,4.904558675470515e-07,-3.979613513445513e-06,0.0,0.0,Rbias4,3.9157915088275876e-06,0.0,0.0,0.0,-5.293762689796818e-07,4.4451677778067605e-06,0.0,0.0,Cload,73328564.14952102,0.0,0.0,0.0,73328564.1490739,0.0,0.0,0.0,len2,1231329.3826665296,0.0,0.0,0.0,118789.91690019866,1112539.4657662143,0.0,0.0,Ibias1,-0.33322595669462984,0.0,0.0,0.0,-133.92988952257954,133.59666356588005,0.0,0.0,Ibias2,83.86414542568077,0.0,0.0,0.0,-18.15819567485388,102.02234110053234,0.0,0.0,W1,-243.74790841042528,0.0,0.0,0.0,-273.50522189489703,29.75731348443718,0.0,0.0,W2,-463.516822544892,0.0,0.0,0.0,-478.9481947466319,15.431372201701803,0.0,0.0,W3,55.71435605432752,0.0,0.0,0.0,-396.2023754596682,451.9167315139212,0.0,0.0,Alo,-0.10848879260950724,0.0,0.0,0.0,-0.10848879260951941,0.0,0.0,0.0,
20,Rb,-0.0001500364827259469,0.0,0.0,0.0,-4.296388246254856e-05,-0.0001070726002633811,0.0,0.0,Rd1,-0.0006318234177646542,0.0,0.0,0.0,-0.0005774235715820247,-5.4399846182611514e-05,0.0,0.0,Rd2,-1.1253754984488146e-05,0.0,0.0,0.0,4.474935526946033e-06,-1.572869051141867e-05,0.0,0.0,Rbias3,-3.4891260968494482e-06,0.0,0.0,0.0,4.91209263124052e-07,-3.9803353599732e-06,0.0,0.0,Rbias4,3.924316126929244e-06,0.0,0.0,0.0,-5.202026455803551e-07,4.4445187725096e-06,0.0,0.0,Cload,72949477.43752275,0.0,0.0,0.0,72949477.4379699,0.0,0.0,0.0,len2,1234482.361303871,0.0,0.0,0.0,120801.43217072723,1113680.9291332604,0.0,0.0,Ibias1,1.2558185530521795,0.0,0.0,0.0,-132.10614678884627,133.36196534190086,0.0,0.0,Ibias2,84.02329937209163,0.0,0.0,0.0,-18.008185946146867,102.03148531824544,0.0,0.0,W1,-242.24259641704603,0.0,0.0,0.0,-272.0981840387093,29.855587621663258,0.0,0.0,W2,-460.93650754334396,0.0,0.0,0.0,-476.3845593095492,15.44805176635753,0.0,0.0,W3,59.92004767131259,0.0,0.0,0.0,-391.8633297892208,451.78337746075687,0.0,0.0,Alo,-0.1079269635097699,0.0,0.0,0.0,-0.10792696350975774,0.0,0.0,0.0,
21,Rb,-0.00014945409126923526,0.0,0.0,0.0,-4.2100858420086926e-05,-0.00010735323284913971,0.0,0.0,Rd1,-0.0006248508015753136,0.0,0.0,0.0,-0.0005702550100826758,-5.459579149263785e-05,0.0,0.0,Rd2,-1.1277142713409564e-05,0.0,0.0,0.0,4.463226963245278e-06,-1.5740369676662595e-05,0.0,0.0,Rbias3,-3.4940830499094787e-06,0.0,0.0,0.0,4.868670493861472e-07,-3.980950099295926e-06,0.0,0.0,Rbias4,3.924309463830746e-06,0.0,0.0,0.0,-5.195736209671137e-07,4.443883084797521e-06,0.0,0.0,Cload,72591881.42300421,0.0,0.0,0.0,72591881.42322779,0.0,0.0,0.0,len2,1235475.3138818932,0.0,0.0,0.0,120649.39664706966,1114825.9172347456,0.0,0.0,Ibias1,2.6902760344179772,0.0,0.0,0.0,-130.4414901314749,133.13176616589527,0.0,0.0,Ibias2,84.1432025366079,0.0,0.0,0.0,-17.89774687943359,102.04094941603917,0.0,0.0,W1,-241.81754649793467,0.0,0.0,0.0,-271.6470355282282,29.82948903029351,0.0,0.0,W2,-460.02214317112316,0.0,0.0,0.0,-475.54173351499645,15.519590343949405,0.0,0.0,W3,60.22595679988431,0.0,0.0,0.0,-391.47918606873384,451.7051428684692,0.0,0.0,Alo,-0.10775512734813684,0.0,0.0,0.0,-0.10775512734813684,0.0,0.0,0.0,
22,Rb,-0.00014903536657988423,0.0,0.0,0.0,-4.1401074340309196e-05,-0.00010763429223957503,0.0,0.0,Rd1,-0.0006178878661397746,0.0,0.0,0.0,-0.0005630964714181739,-5.479139472159172e-05,0.0,0.0,Rd2,-1.1257094325060474e-05,0.0,0.0,0.0,4.5005417266693105e-06,-1.5757636051745295e-05,0.0,0.0,Rbias3,-3.4976367403826497e-06,0.0,0.0,0.0,4.840299029885316e-07,-3.981666643371331e-06,0.0,0.0,Rbias4,3.928491888480015e-06,0.0,0.0,0.0,-5.147563831206022e-07,4.44324827160011e-06,0.0,0.0,Cload,72225582.10246019,0.0,0.0,0.0,72225582.10268377,0.0,0.0,0.0,len2,1236587.2476245495,0.0,0.0,0.0,120644.28757278272,1115942.960051728,0.0,0.0,Ibias1,4.167889587907254,0.0,0.0,0.0,-128.72041381081553,132.88830339872518,0.0,0.0,Ibias2,84.35341956666657,0.0,0.0,0.0,-17.695548506287924,102.04896807294755,0.0,0.0,W1,-240.8259597000514,0.0,0.0,0.0,-270.75357436731525,29.927614667246626,0.0,0.0,W2,-458.9702935044464,0.0,0.0,0.0,-474.5065258097356,15.536232305213192,0.0,0.0,W3,60.77048059399667,0.0,0.0,0.0,-390.8565256426965,451.6270062365443,0.0,0.0,Alo,-0.10743265874587178,0.0,0.0,0.0,-0.10743265874587786,0.0,0.0,0.0,
23,Rb,-0.00014825986488844415,0.0,0.0,0.0,-4.034419482639774e-05,-0.00010791567006205501,0.0,0.0,Rd1,-0.000610968516170034,0.0,0.0,0.0,-0.0005559175003873892,-5.505101578266261e-05,0.0,0.0,Rd2,-1.0734468658694622e-05,0.0,0.0,0.0,5.04043905317951e-06,-1.5774907711889643e-05,0.0,0.0,Rbias3,-3.5017517349080262e-06,0.0,0.0,0.0,4.805190211491846e-07,-3.982270756057511e-06,0.0,0.0,Rbias4,3.930037945767762e-06,0.0,0.0,0.0,-5.125824870486349e-07,4.442620432816397e-06,0.0,0.0,Cload,71859640.12606087,0.0,0.0,0.0,71859640.12539014,0.0,0.0,0.0,len2,1238578.8853056293,0.0,0.0,0.0,121518.57201859845,1117060.3132869531,0.0,0.0,Ibias1,5.583927618422649,0.0,0.0,0.0,-127.04799606495305,132.63192368337332,0.0,0.0,Ibias2,84.50461720783747,0.0,0.0,0.0,-17.552819455691036,102.05743666353082,0.0,0.0,W1,-240.1601513976781,0.0,0.0,0.0,-270.0616881636177,29.901536765922366,0.0,0.0,W2,-455.78164801939846,0.0,0.0,0.0,-471.33450776158753,15.552859742113078,0.0,0.0,W3,63.77324571129426,0.0,0.0,0.0,-387.7221740321687,451.49541974331413,0.0,0.0,Alo,-0.10675814335509759,0.0,0.0,0.0,-0.10675814335511577,0.0,0.0,0.0,
24,Rb,-0.00014754304433874416,0.0,0.0,0.0,-3.9345424699134405e-05,-0.00010819761963960115,0.0,0.0,Rd1,-0.0006040512584977584,0.0,0.0,0.0,-0.0005488694813203614,-5.518177717738817e-05,0.0,0.0,Rd2,-1.0817669033972279e-05,0.0,0.0,0.0,4.974572452372611e-06,-1.57922414863604e-05,0.0,0.0,Rbias3,-3.5033991964936612e-06,0.0,0.0,0.0,4.795787400328584e-07,-3.98297793652667e-06,0.0,0.0,Rbias4,3.932640864370265e-06,0.0,0.0,0.0,-5.092329022816983e-07,4.441873766651455e-06,0.0,0.0,Cload,71508179.75392173,0.0,0.0,0.0,71508179.75325099,0.0,0.0,0.0,len2,1239919.222320124,0.0,0.0,0.0,121739.84224749805,1118179.380072665,0.0,0.0,Ibias1,7.064236135712418,0.0,0.0,0.0,-125.33280590841794,132.3970420441232,0.0,0.0,Ibias2,84.57621172505333,0.0,0.0,0.0,-17.488330961675583,102.06454268672428,0.0,0.0,W1,-238.90094150831712,0.0,0.0,0.0,-268.90043181033485,29.999490302000556,0.0,0.0,W2,-453.92060181673503,0.0,0.0,0.0,-469.4901231619688,15.569521345195833,0.0,0.0,W3,66.37548307517669,0.0,0.0,0.0,-385.0430177463768,451.41850082133027,0.0,0.0,Alo,-0.10645062436824639,0.0,0.0,0.0,-0.10645062436826455,0.0,0.0,0.0,
25,Rb,-0.0001470711066223094,0.0,0.0,0.0,-3.859099995819263e-05,-0.00010848010666408234,0.0,0.0,Rd1,-0.0005973338826336333,0.0,0.0,0.0,-0.0005419572615614198,-5.537662107220462e-05,0.0,0.0,Rd2,-1.1083148892757179e-05,0.0,0.0,0.0,4.720831729027802e-06,-1.580398062176947e-05,0.0,0.0,Rbias3,-3.5105323299276e-06,0.0,0.0,0.0,4.7315140298781605e-07,-3.983683732915416e-06,0.0,0.0,Rbias4,3.934663203353939e-06,0.0,0.0,0.0,-5.065907076707971e-07,4.441253911025074e-06,0.0,0.0,Cload,71176161.19150335,0.0,0.0,0.0,71176161.19172694,0.0,0.0,0.0,len2,1239723.5048272908,0.0,0.0,0.0,120424.383760622,1119299.1210668245,0.0,0.0,Ibias1,8.427668870387073,0.0,0.0,0.0,-123.72169355595419,132.1493624263508,0.0,0.0,Ibias2,84.63456551720263,0.0,0.0,0.0,-17.43886599991003,102.07343151711729,0.0,0.0,W1,-238.39895479123987,0.0,0.0,0.0,-268.4962954657804,30.09734067457493,0.0,0.0,W2,-454.56985332673236,0.0,0.0,0.0,-470.18338478164907,15.613531454992637,0.0,0.0,W3,66.6898479494544,0.0,0.0,0.0,-384.59900762754336,451.28885557714653,0.0,0.0,Alo,-0.10642201186284095,0.0,0.0,0.0,-0.1064220118628349,0.0,0.0,0.0,
26,Rb,-0.00014627819374046685,0.0,0.0,0.0,-3.7577201251793946e-05,-0.00010870099248866432,0.0,0.0,Rd1,-0.0005905808174285404,0.0,0.0,0.0,-0.000535009578465126,-5.5571238963423316e-05,0.0,0.0,Rd2,-1.085457739617666e-05,0.0,0.0,0.0,4.966703015184035e-06,-1.5821280411345185e-05,0.0,0.0,Rbias3,-3.512180657978457e-06,0.0,0.0,0.0,4.721994105334087e-07,-3.984380068511565e-06,0.0,0.0,Rbias4,3.938858189049517e-06,0.0,0.0,0.0,-5.016577622180476e-07,4.440515951267903e-06,0.0,0.0,Cload,70829823.59356728,0.0,0.0,0.0,70829823.59379087,0.0,0.0,0.0,len2,1242164.446063057,0.0,0.0,0.0,121775.41606774482,1120389.0299953122,0.0,0.0,Ibias1,9.872393539356697,0.0,0.0,0.0,-122.05053319121653,131.92292673057085,0.0,0.0,Ibias2,84.82335027367584,0.0,0.0,0.0,-17.257381427407175,102.08073170108534,0.0,0.0,W1,-237.60062423830772,0.0,0.0,0.0,-267.7956397468043,30.195015508496596,0.0,0.0,W2,-451.79067120727404,0.0,0.0,0.0,-467.4207964487992,15.630125241525109,0.0,0.0,W3,66.52168888991666,0.0,0.0,0.0,-384.63767091034305,451.1593598004084,0.0,0.0,Alo,-0.10603098440130414,0.0,0.0,0.0,-0.10603098440129809,0.0,0.0,0.0,
27,Rb,-0.0001455570077347842,0.0,0.0,0.0,-3.657258215482998e-05,-0.00010898442557998003,0.0,0.0,Rd1,-0.0005838741138838641,0.0,0.0,0.0,-0.0005281084210871303,-5.5765692796742574e-05,0.0,0.0,Rd2,-1.0910959263777102e-05,0.0,0.0,0.0,4.933238726455209e-06,-1.5844197990232312e-05,0.0,0.0,Rbias3,-3.515031382427994e-06,0.0,0.0,0.0,4.700436203697953e-07,-3.98507500279809e-06,0.0,0.0,Rbias4,3.942635696256335e-06,0.0,0.0,0.0,-4.972713717534547e-07,4.43990706800962e-06,0.0,0.0,Cload,69504184.42359723,0.0,0.0,0.0,69504184.42359723,0.0,0.0,0.0,len2,1244044.3309698845,0.0,0.0,0.0,122590.97874667928,1121453.3522232051,0.0,0.0,Ibias1,11.306022164697547,0.0,0.0,0.0,-120.36062084570483,131.66664301039765,0.0,0.0,Ibias2,84.9769365252677,0.0,0.0,0.0,-17.109832357705525,102.0867688829663,0.0,0.0,W1,-236.5493671336106,0.0,0.0,0.0,-266.71826839218784,30.16890125856009,0.0,0.0,W2,-450.25263538386014,0.0,0.0,0.0,-465.8720733500702,15.619437966172171,0.0,0.0,W3,70.57702476521705,0.0,0.0,0.0,-380.4528262550228,451.0298510200168,0.0,0.0,Alo,-0.10563866717388609,0.0,0.0,0.0,-0.10563866717388609,0.0,0.0,0.0,
28,Rb,-0.00014504325141555992,0.0,0.0,0.0,-3.577483449504379e-05,-0.00010926841692049892,0.0,0.0,Rd1,-0.0005774240610309572,0.0,0.0,0.0,-0.0005214640449996094,-5.5960016031330234e-05,0.0,0.0,Rd2,-1.0851059149422194e-05,0.0,0.0,0.0,5.004876249221692e-06,-1.5855935398643887e-05,0.0,0.0,Rbias3,-3.522320760302386e-06,0.0,0.0,0.0,4.634460035414608e-07,-3.985766763843396e-06,0.0,0.0,Rbias4,3.937784720728475e-06,0.0,0.0,0.0,-5.013979411044215e-07,4.439182661833235e-06,0.0,0.0,Cload,70160187.8030292,0.0,0.0,0.0,70160187.8032528,0.0,0.0,0.0,len2,1243940.9983860215,0.0,0.0,0.0,121393.6555549956,1122547.3428311816,0.0,0.0,Ibias1,12.673214564549484,0.0,0.0,0.0,-118.75866249585047,131.43187706040467,0.0,0.0,Ibias2,85.021337603057,0.0,0.0,0.0,-17.071790034782666,102.09312763784429,0.0,0.0,W1,-235.94389113519892,0.0,0.0,0.0,-266.21031957587525,30.26642844067632,0.0,0.0,W2,-398.99642584538196,0.0,0.0,0.0,-466.69817107299735,67.70174522772903,0.0,0.0,W3,68.9364452150522,0.0,0.0,0.0,-382.0188569628231,450.95530217802394,0.0,0.0,Alo,-0.10526398813609633,0.0,0.0,0.0,-0.10526398813608427,0.0,0.0,0.0,
