Iteration No,Io,
138,0.0010161923762221504,
139,0.0010195062974824895,
140,0.0010167881043350356,
141,0.0010205662335983716,
142,0.001016866756294092,
143,0.0010151630260417561,
144,0.0010135165187760955,
145,0.001011873435243223,
146,0.0010102645124551513,
147,0.0010096685788844482,
148,0.0010135871564927118,
149,0.001015411967512022,
150,0.0010172100412701715,
151,0.0010176840796179707,
152,0.0010136576740787328,
153,0.001011728337751505,
154,0.0010098461204002796,
155,0.0010082874832441286,
156,0.0010104254888762168,
157,0.001012421307964347,
158,0.0010144257589952115,
159,0.0010147634972320347,
160,0.0010158059050604045,
161,0.0010105739744700492,
162,0.0010117767642294612,
163,0.0010082474177001072,
164,0.0010071297512539647,
165,0.0010060708549259202,
166,0.0010060435751474768,
167,0.0010104469751556682,
168,0.0010081076301974225,
169,0.001012116646567138,
170,0.0010087225686460537,
171,0.0010072999814298269,
172,0.0010095495048406075,
173,0.0010103161770642461,
174,0.0010110638145644773,
175,0.0010117592598188091,
176,0.0010088059985193453,
177,0.0010073019005093363,
178,0.0010093748310237407,
179,0.0010108886162429882,
180,0.0010123476924939448,
181,0.0010133871830346971,
182,0.0010108553779398246,
183,0.0010098177929508067,
184,0.0010130922306258142,
185,0.001015697698784537,
186,0.0010182173370982227,
187,0.0010171232690320922,
188,0.0010162868104952958,
189,0.001010196655906411,
190,0.0010104898435579458,
191,0.001007145995702124,
192,0.0010055677710335603,
193,0.0010080464189765096,
194,0.0010089441692680448,
195,0.0010098066068662678,
196,0.0010106913141324407,
197,0.0010075333502901488,
198,0.001006981651133292,
199,0.0010109496975874736,
200,0.0010123114291635945,
201,0.0010136293004638234,
202,0.0010139559244508331,
203,0.0010097722515287075,
204,0.001008196262801637,
205,0.001006674463649326,
206,0.001005481939927054,
207,0.0010043305009781634,
208,0.0010041742693624321,
209,0.001007988190145158,
210,0.0010104053384589683,
211,0.001012750448900429,
212,0.0010128889127600806,
213,0.001009070882345758,
214,0.0010062842274104805,
215,0.0010035931584152775,
216,0.001002086993832003,
217,0.0010006322156374979,
218,0.0009991671345413189,
219,0.0010019951210677657,
220,0.0010036055890284214,
221,0.001005166210130415,
222,0.001006584779538296,
223,0.001003713496638564,
224,0.0010020647267142825,
225,0.0010041260045050367,
226,0.0010060494299204594,
227,0.0010079015176898368,
228,0.0010106303424238525,
229,0.0010096047057629512,
230,0.0010083258719639277,
231,0.0010070969335524715,
232,0.0010050038835920894,
233,0.0010029896645332068,
234,0.0010020724298445307,
235,0.001001191386787812,
236,0.0010013025436321995,
237,0.0010052120062464434,
238,0.001006824575060659,
239,0.0010083949680961186,
240,0.0010084802027569726,
241,0.0010047791598088427,
242,0.001002806156923032,
243,0.0010009032353952344,
244,0.0009994550114415808,
245,0.0009980561686895545,
246,0.0009975682051286715,
247,0.0010012968421224868,
248,0.0010047071466153827,
249,0.0010079945026146614,
250,0.001004235252091821,
251,0.0010024108399787825,
252,0.0009994136194850028,
253,0.0010000036423896907,
254,0.001004420444643969,
255,0.0010026703475918394,
256,0.0010024351823909726,
257,0.0010023521051358247,
258,0.0010025497862437818,
259,0.0010027388081016919,
260,0.001002937625383431,
261,0.0009994928734339051,
262,0.0009991311545096142,
263,0.0010032196639717251,
264,0.0010060939042481798,
265,0.0010088663142936252,
266,0.001009025650157743,
267,0.0010047418198696322,
268,0.0010016790292574212,
269,0.0010022514318825896,
270,0.0010032366405246609,
271,0.0010041821878525401,
272,0.0010051524713980626,
273,0.0010025540364755258,
274,0.0010022104690879062,
275,0.001001870090126761,
276,0.0010025886471078762,
277,0.001007740852603597,
278,0.0010055295374407397,
279,0.0010090369800414968,
280,0.0010052204853787951,
281,0.001003216771274659,
282,0.0010012910250510407,
283,0.0009998960472286482,
284,0.0009985552169912274,
285,0.0009971917920580838,
286,0.0009992853084566612,
287,0.001001336726214534,
288,0.0010033191376991883,
289,0.0010036466716610091,
290,0.0010049337636486775,
291,0.001000075131258983,
292,0.0010014497759865374,
293,0.0009983204241871544,
294,0.0009969666504577204,
295,0.0009995483936569981,
296,0.001000486684977097,
297,0.001001386376830846,
298,0.0010023099631106232,
299,0.000999301236412774,
300,0.0009979624624152316,
301,0.0010006752185286302,
302,0.0010015552125293764,
303,0.0010023974835239383,
304,0.0010034669097694058,
305,0.0010004821546085287,
306,0.001000418945252446,
307,0.0010047897190953153,
308,0.0010026683876741855,
309,0.0010066887265923505,
310,0.00100338120800436,
311,0.0010019024691650892,
312,0.0010004731849320716,
313,0.0009991510414061732,
314,0.0010016027229010232,
315,0.0010031923412234642,
316,0.0010047249998579953,
317,0.001005910770123842,
318,0.0010033242887270955,
319,0.0010016177440130673,
320,0.0010035686155980543,
321,0.0010052766162000877,
322,0.0010069174246452848,
323,0.001008599330150773,
324,0.0010066162643886114,
325,0.0010063558764962788,
326,0.001010596543837912,
327,0.001008430541619035,
328,0.0010121141355971907,
329,0.0010083623336700047,
330,0.0010064777016788146,
331,0.0010046569037013976,
332,0.0010033322537947346,
333,0.001002048013832608,
334,0.001001846592077652,
335,0.0010055295616617158,
336,0.0010092065794747303,
337,0.0010127616938762985,
338,0.001008938556415321,
339,0.0010075346892737737,
340,0.000999864739024805,
341,0.0009985841967628908,
342,0.0010014377253959198,
343,0.0010031057800615707,
344,0.0010047193998959667,
345,0.0010061461259631712,
346,0.0010034388913242758,
347,0.0010019205291965025,
348,0.001004000151593155,
349,0.0010053180028630434,
350,0.0010065826821868333,
351,0.0010076509818463077,
352,0.0010051272032998875,
353,0.0010045700769135593,
354,0.001004027403210021,
355,0.001004814728540064,
356,0.0010100399211212716,
357,0.0010079096493508005,
358,0.0010119866195408731,
359,0.0010086048237709986,
360,0.0010071117488545615,
361,0.0010056696216185863,
362,0.001004359791361221,
363,0.0010030931915453848,
364,0.0010018129417311596,
365,0.001000581230075584,
366,0.0009993201097162011,
367,0.0010022147265071988,
368,0.001003958884954876,
369,0.0010056471480133168,
370,0.0010069595898257709,
371,0.0010041239642356046,
372,0.0010024332480589632,
373,0.001004396068914159,
374,0.001005738274877121,
375,0.0010070278653921075,
376,0.0010082750682363526,
377,0.0010058755572889201,
378,0.0010047406625371385,
379,0.0010036383777056268,
380,0.0010037203961166291,
381,0.0010082391376485854,
382,0.001006163150761697,
383,0.0010103973661356618,
384,0.0010071751982928835,
385,0.0010058507223389846,
386,0.0010045751014583076,
387,0.001004161944262993,
388,0.0010073354245001605,
389,0.0010106250200191884,
390,0.0010138046152767945,
391,0.0010098392908131327,
392,0.0010085995477031296,
393,0.0010046352830125204,
394,0.0010060749794143064,
395,0.0010074589274676915,
396,0.0010087422116811149,
397,0.0010063086458580066,
398,0.0010048956633315204,
399,0.0010035263069614444,
400,0.0010030285917291507,
401,0.0010025405448377985,
402,0.0010031634898929251,
403,0.0010081558486998033,
404,0.0010060586787278918,
405,0.0010102679222766778,
406,0.0010070491884721182,
407,0.0010057380980250002,
408,0.0010044864415934055,
409,0.0010031944338271146,
410,0.001005523270902909,
411,0.0010076495447261685,
412,0.0010097000558773603,
413,0.0010105455640407315,
414,0.0010077986380948,
415,0.0010052393360968255,
416,0.0010068350133156142,
417,0.0010077705800452504,
418,0.0010086659592158567,
419,0.0010095906709432475,
420,0.0010064149467504991,
421,0.001005136325414146,
422,0.001007892676197619,
423,0.001009289326107244,
424,0.0010106334449547316,
425,0.0010120036014597002,
426,0.0010093271761321073,
427,0.0010080383848879494,
428,0.0010067894615528445,
429,0.001006668611406769,
430,0.0010107109623184991,
431,0.0010143115581557002,
432,0.0010177881472140382,
433,0.0010175323055375495,
434,0.0010178106712781247,
435,0.0010121489098636526,
436,0.0010129515692213166,
437,0.001010001050438174,
438,0.001008717889831959,
439,0.0010112215749631442,
440,0.0010126688500835571,
441,0.001014062925146307,
442,0.0010154807897755195,
443,0.0010131007756149502,
444,0.001012957093588019,
445,0.001017238109684526,
446,0.0010189888662580507,
447,0.0010206786683932775,
448,0.0010212487085475789,
449,0.0010173785508839476,
450,0.0010160612845365549,
451,0.0010147887039192883,
452,0.0010139256925843793,
453,0.0010130906303685043,
454,0.0010133924358176776,
455,0.0010180944398332625,
456,0.0010158808752246792,
457,0.0010201167342546108,
458,0.0010167444199303494,
459,0.0010154167481073637,
460,0.0010141344365039032,
461,0.0010128343507374309,
462,0.0010115792976490361,
463,0.0010103010463692816,
464,0.0010090754669291634,
465,0.0010078107764434202,
466,0.0010105593965572994,
467,0.001012611742139219,
468,0.00101459721135789,
469,0.0010158951024542716,
470,0.0010131916889223418,
471,0.0010111737785445732,
472,0.0010127313448220145,
473,0.0010146248050957214,
474,0.0010164465198235224,
475,0.0010177977847649362,
476,0.001015591237328009,
477,0.001014451529408037,
478,0.0010133483056952112,
479,0.0010138915549647558,
480,0.0010187824594146914,
481,0.0010165400855787602,
482,0.0010207218299753337,
483,0.00101732422297453,
484,0.001015986044370266,
485,0.0010146980083863644,
486,0.001013377629795715,
487,0.0010121115620218616,
488,0.0010108029430287492,
489,0.0010095568280497507,
490,0.0010082625016372636,
491,0.0010106534850513587,
492,0.0010129146505551824,
493,0.001015096084809102,
494,0.00101604671260528,
495,0.0010133426592970046,
496,0.0010107460886751372,
497,0.0010121088074489366,
498,0.00101348005684226,
499,0.0010147934139123987,
500,0.0010161462006186973,
501,0.0010135819874847606,
502,0.0010129303354415207,
503,0.001012299215985639,
504,0.0010127887330794103,
505,0.0010175321975210495,
506,0.0010152532350282285,
507,0.001018915275159454,
508,0.0010151276934376513,
509,0.0010133777469488584,
510,0.001011706893818551,
511,0.0010103602878244198,
512,0.0010090829761607617,
513,0.0010077539081197488,
514,0.0010101594839998214,
515,0.001012140288071112,
516,0.001014044990669143,
517,0.0010152018220637566,
518,0.00101264352049062,
519,0.0010105042918328512,
520,0.0010084505935552494,
521,0.0010071433801529647,
522,0.0010100886599763643,
523,0.0010118196488584279,
524,0.0010134813392414033,
525,0.0010151527220248289,
526,0.0010125519466898899,
527,0.001011184829101415,
528,0.0010098681192345813,
529,0.0010085590298004455,
530,0.0010109700449879612,
531,0.0010133003327687665,
532,0.0010155466319085344,
533,0.0010164663784688604,
534,0.001017186889802137,
535,0.0010158446317969506,
536,0.0010145656209907099,
537,0.0010146135321401316,
538,0.0010111694385370302,
539,0.0010108542541781274,
540,0.0010144045898150761,
541,0.00101806464175647,
542,0.0010215749455169875,
543,0.0010179068128155283,
544,0.0010165599811041632,
545,0.0010131201102586379,
546,0.0010143073229808737,
547,0.0010154333583709536,
548,0.0010166070106659903,
549,0.0010135551203097587,
550,0.0010122214136081787,
551,0.001010942461607747,
552,0.0010107407366823958,
553,0.0010144787713024363,
554,0.0010175381174811677,
555,0.0010204779732333508,
556,0.0010207965798504856,
557,0.0010171872035345112,
558,0.0010142378229363546,
559,0.00101141474325757,
560,0.0010100876727057923,
561,0.0010129874412994413,
562,0.001014629707348539,
563,0.0010162030873909148,
564,0.001017821472042867,
565,0.0010151943448437819,
566,0.001013841562653144,
567,0.0010125437586443729,
568,0.0010123244683931261,
569,0.0010162565700310706,
570,0.001018457247789735,
571,0.001020576025019202,
572,0.0010212192157111617,
573,0.0010177070711447176,
574,0.00101589770487374,
575,0.001014171759813999,
576,0.0010127969081525055,
577,0.0010114785721381833,
578,0.0010101415822128036,
579,0.0010128366437821264,
580,0.0010146092236588227,
581,0.001016308084260913,
582,0.001017886815422537,
583,0.0010154148409018283,
584,0.0010138791124149203,
585,0.0010124096110408713,
586,0.0010128806286816136,
587,0.0010174852671674078,
588,0.0010199945216553027,
589,0.001022394946296683,
590,0.0010230561089139886,
591,0.0010195328216342013,
592,0.0010181342236315345,
593,0.001016794319188353,
594,0.0010155975698736672,
595,0.0010144666005438058,
596,0.0010155210796105713,
597,0.0010206955321492282,
598,0.0010193881199397716,
599,0.001024325101694784,
600,0.0010207907654844256,
