Iteration No,Io,
184,0.0003349057046324824,
185,0.000334101845491555,
186,0.00033335158487814246,
187,0.0003326510391111512,
188,0.00033500505433905613,
189,0.00033832070750209594,
190,0.0003415841590047343,
191,0.0003445231842837744,
192,0.0003441173913829844,
193,0.0003425045319184548,
194,0.0003441149457385186,
195,0.00034394569646561545,
196,0.0003473249403585016,
197,0.0003487768452097898,
198,0.00035035829201596994,
199,0.0003517567089946827,
200,0.00034984325935281734,
201,0.00034998282459473834,
202,0.00034666645153002575,
203,0.0003455222309205463,
204,0.0003443411983111925,
205,0.00034322192547263413,
206,0.00034220485622090064,
207,0.00034127750432919285,
208,0.0003404541238252225,
209,0.00034242570112716803,
210,0.0003472324563301662,
211,0.0003528876479063567,
212,0.000358295738169107,
213,0.00036051888451818384,
214,0.00035951321231877996,
215,0.0003573081645800178,
216,0.00035853778407965735,
217,0.00035785928937096087,
218,0.0003574388934756409,
219,0.00035714786676582257,
220,0.0003534471234944726,
221,0.0003519114935085191,
222,0.00035037101519542563,
223,0.00034890323231324207,
224,0.00034750773554858546,
225,0.00034618176018175276,
226,0.0003449193505868054,
227,0.0003437140632770023,
228,0.0003425636402737028,
229,0.0003414630604492158,
230,0.00034041069571811276,
231,0.0003394022559242869,
232,0.00033843527015274994,
233,0.00033749781379997454,
234,0.00033849715983640794,
235,0.0003399637741268349,
236,0.00034138059658187116,
237,0.00034267410992732013,
238,0.000341963014296606,
239,0.0003407542010143697,
240,0.00034076134479357024,
241,0.0003410672651858218,
242,0.00034140700125549306,
243,0.00034340579790811834,
244,0.0003474398170948767,
245,0.0003524734348306182,
246,0.0003575045279056472,
247,0.00036058401233019714,
248,0.00036015166781453833,
249,0.00035830093707497944,
250,0.0003563028976753938,
251,0.00035446137891553716,
252,0.00035276895599864737,
253,0.00035118586415983603,
254,0.0003496856359889285,
255,0.0003482627026196457,
256,0.0003469146725717053,
257,0.00034563570242839405,
258,0.0003444141764375871,
259,0.00034324884385344176,
260,0.0003421399480890763,
261,0.0003410782487257168,
262,0.0003400694329186093,
263,0.00034269918938590596,
264,0.00034807674508894687,
265,0.0003542559986342414,
266,0.0003602567014978134,
267,0.00036230571058322024,
268,0.00036132541794612304,
269,0.00035932449745010276,
270,0.00035733110228414823,
271,0.00035555860238873857,
272,0.0003540042670484844,
273,0.00035260637426166733,
274,0.00035130329207004997,
275,0.00035009208655606384,
276,0.00034893176498460986,
277,0.0003478436429389576,
278,0.00034685428371294567,
279,0.00034729174664584775,
280,0.00034803711286802584,
281,0.0003487245215773553,
282,0.0003492902736595864,
283,0.0003483710551632843,
284,0.0003471023466919503,
285,0.00034583319251200957,
286,0.0003446203905996079,
287,0.0003434712434902382,
288,0.00034642218470450656,
289,0.000352047570956296,
290,0.00035841691830726656,
291,0.0003645802341976666,
292,0.000366329646176656,
293,0.00036512873886357215,
294,0.00036296600688355183,
295,0.00036083827105883157,
296,0.00035894376869431547,
297,0.00035727689990820916,
298,0.00035577361523764586,
299,0.00035438161628852864,
300,0.0003530890776802776,
301,0.00035185610962659947,
302,0.00035066743954693366,
303,0.0003495514773594747,
304,0.000348478345157684,
305,0.00034746766290612643,
306,0.000346527588511256,
307,0.0003456151182166098,
308,0.0003470052938914784,
309,0.0003490036550992401,
310,0.00035088437116582847,
311,0.0003525543207858925,
312,0.0003517500641845647,
313,0.00035019029987740503,
314,0.00034864992257313657,
315,0.0003472699262199543,
316,0.0003469396271942019,
317,0.0003468305485323619,
318,0.0003467463559586807,
319,0.00034663484978221347,
320,0.00034560486704426473,
321,0.0003444407853869101,
322,0.00035221163545499055,
323,0.0003643697412993521,
324,0.00037423366633741934,
325,0.0003833127889649803,
326,0.0003829025856963205,
327,0.0003776057201579558,
328,0.0003742428602562319,
329,0.0003712797852669438,
330,0.00037210915966201947,
331,0.0003711268367932438,
332,0.00037388549778332575,
333,0.0003746217510547635,
334,0.0003719637219520807,
335,0.0003714377758225062,
336,0.00036737103312640024,
337,0.0003655896892719209,
338,0.00036388964710274536,
339,0.0003623418472936484,
340,0.0003609137453355393,
341,0.0003595886028222011,
342,0.00035835411582632327,
343,0.0003571714970043005,
344,0.00035605339333728386,
345,0.0003549992610586365,
346,0.00035398110104111174,
347,0.0003530160526198894,
348,0.0003521155857618148,
349,0.00035124003670079004,
350,0.00035188504458952394,
