Iteration No,Rd,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,Ibias,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,W1,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,W2,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,Alo,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,Rbias2,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,Rbias3,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,
46,Rd,-0.07690639507799606,0.08213478993864778,0.9152186959101766,-0.2601280740552677,0.05898134360757118,-0.04729419879966757,-0.0678428079964229,-0.008570724181805567,0.0,-0.11050522091108829,0.0,-0.09648145456894368,-0.036513142954178165,Ibias,0.7363837528714386,-0.034818281987271514,0.19281286505981754,0.0015959780089260234,-0.008926690356662745,0.8238179886929601,0.6170270770540448,0.16391936826592146,0.14024001473525122,-0.24301033706078165,0.0,0.4853003708547997,0.7192240019115637,W1,0.07183619540248792,0.055733305452318256,0.31322688417600536,-0.21843717219965322,-0.04553818324695206,0.04423598476887175,0.21209031682536436,-0.18420227728580424,-0.13958826279771877,-0.023733877129321405,0.0,0.04750063244468513,0.18659420647601765,W2,0.11530939262019657,-0.0009642097001134663,0.32290703468051335,-0.22488605401686845,-0.08365226541778384,0.07097218925031976,0.10170985077028916,0.012839013116958925,2.8337040763647984e-05,0.16566751980985125,0.0,0.36298287824229175,0.05479933569383596,Alo,0.0,-0.16154150622184482,0.4501484349131404,-0.23390813178380412,-0.12001856940813851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.31997477952161496,0.12509232313524102,-0.21063823001523208,-0.02270722093670467,0.015715282332037114,-0.20076093925474248,-0.2823521993056458,-0.035631676030722155,-2.8337040763647984e-05,-0.460083195006127,0.0,-0.1867730250232731,-0.15181884425730546,Rbias3,0.31882017959551023,-0.13072593550349648,0.22073224872549918,-0.028232502558186177,-0.0018502182998459981,0.1861958087949079,0.28112907175762875,0.03549509078479782,5.667408152729597e-05,0.45777121915183855,0.0,0.18455274050390563,0.15162136917376384,
47,Rd,-0.07651825816253889,0.08542509795814027,0.9070984022407517,-0.2591829998269069,0.060016918717923085,-0.047064628200261895,-0.06761649015180071,-0.008469509935340104,0.0,-0.11014813600484617,0.0,-0.09484390386106809,-0.03634537748031913,Ibias,0.7368909624889365,-0.03128470040608508,0.19006074128116943,-0.21191589802620198,-0.00937229518709143,0.8241649394675682,0.6184255888008608,0.16316211463302496,0.1401841179340181,-0.24267407902812624,0.0,0.48866104857592724,0.720389085167088,W1,0.07188688990532269,0.05633709065448859,0.31673083057335816,-0.21774156518557516,-0.04536408839157847,0.04418596300947797,0.21095800730258366,-0.18324939678267932,-0.13953143884240377,-0.023683481333931417,0.0,0.04775780144845365,0.1857169777554468,W2,0.11518011491833524,0.0018181463752362157,0.31671220254692956,-0.22424994989294275,-0.08315642886058609,0.07082135437173714,0.10168322885202939,0.01274704020570322,2.837735180931883e-05,0.16567556314457857,0.0,0.3607695521513775,0.05471559544592906,Alo,0.0,-0.15908697116068093,0.44999156447013045,-0.23301021535682598,-0.11963412423043758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.3229875949808037,0.1269029916670291,-0.20544847284524306,-0.23613339523592503,0.015227193071712936,-0.2025435018930951,-0.28534975139715796,-0.035760153060306415,-2.837735180931883e-05,-0.46507393743499337,0.0,-0.19049384656513157,-0.1531839143260467,Rbias3,0.32182975291650306,-0.1290317568929271,0.2223995409092771,-0.24161193123628105,-0.0018254796538298072,0.18782516535300559,0.28404367834795113,0.035606161970559144,5.675470361863766e-05,0.462643932458914,0.0,0.1887474290719409,0.15298638510060705,
48,Rd,-0.07616822830884444,0.08592691778715741,0.9027898544339646,-0.04419023692606767,0.060995751064538216,-0.04679474596407329,-0.06735633598963149,-0.008384579575062048,-2.8416663304845315e-05,-0.10976876448591041,0.0,-0.09367565291326499,-0.03615231860820172,Ibias,0.7374033448401763,-0.030531259057956818,0.18768401702014123,0.003202651329996004,-0.009686850318098537,0.8245209430521336,0.619798132543544,0.16239336023599907,0.14012256675216977,-0.24244547617210999,0.0,0.4919145238165586,0.7215647197622387,W1,0.07187777144584205,0.0541709661698302,0.3057463029681578,-0.002883709704770565,-0.04482200630752953,0.04414335379710987,0.20985870149622612,-0.18233459959346512,-0.1395258168227838,-0.023672759427963156,0.0,0.04807834154532789,0.18481144293979565,W2,0.11508519585431427,0.0018201133608397306,0.3085895513754229,-0.00899514872283122,-0.08210452368035145,0.07068828590132138,0.101701802905502,0.012654028070340063,0.0,0.16574573562553122,0.0,0.35840827832599753,0.05462358521950236,Alo,0.0,-0.15940572337155695,0.4456615396664424,-0.017953804208055184,-0.11911941695909356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.3260242456241126,0.1245322967198897,-0.2056130525876646,-0.021411718611192357,0.015340958807558841,-0.20429674381132754,-0.288327607273066,-0.035887372291626196,-5.683332660969063e-05,-0.4701410022390931,0.0,-0.19412384766206076,-0.15452646784340573,Rbias3,0.3248632984729516,-0.1287397767286799,0.21800707414796192,-0.026835375484712192,-0.0020012575284028096,0.18952027167620636,0.28707471950294916,0.035733054876132216,2.8416663304845315e-05,0.4677373066663803,0.0,0.1924474759206021,0.15434866955517226,
49,Rd,-0.07581217205415036,0.08780172922872254,0.8898364004106872,-0.04472252853525676,0.06163022633655441,-0.04652089704715781,-0.06706864230166863,-0.008298735224638578,0.0,-0.10938618296347562,0.0,-0.09258366671486527,-0.03593896421890101,Ibias,0.7378781498995911,-0.028417463206384302,0.18363988430015477,0.2171363836625772,-0.010458476747515768,0.8248721995623726,0.6211483242109005,0.16166211123947377,0.14011181628620709,-0.24221487454600876,0.0,0.49518538155450403,0.7227110347240713,W1,0.07181406685237082,0.05406426299314538,0.30433698617699834,-0.0038936798104310293,-0.04487677949896324,0.044082239004946476,0.20878522875859207,-0.1814210046314772,-0.1394573541061507,-0.02358879572430855,0.0,0.04833362788730448,0.1839426920714421,W2,0.11493287231975291,0.003186793829070901,0.30430011094801457,-0.009814179448905936,-0.08143750769588122,0.07055022183244375,0.10169351048179184,0.012559783538751527,2.8454877394442523e-05,0.16581643382025948,0.0,0.35614252127483387,0.05451105128088618,Alo,0.0,-0.1583652774807257,0.4413287393721565,-0.018731841081442675,-0.11938831708759469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.329059240785128,0.12494733639082205,-0.19230666235312174,-0.022285964094287933,0.01447035081209789,-0.20602777243188433,-0.2912851115247907,-0.03601273091273789,-2.8454877394442523e-05,-0.4752136614601889,0.0,-0.19775282102364805,-0.15582771346588156,Rbias3,0.3278952354732159,-0.1277777984768255,0.21474773000934935,-0.02742012736716601,-0.0020412350201837823,0.19119389707962925,0.29005824611682884,0.035858096094885335,5.6909754788885046e-05,0.4727999242232935,0.0,0.19607921894999805,0.1556696531504707,
50,Rd,-0.07544742045421378,0.08966569368422307,0.30129007812078945,-0.7350512925421979,0.06261692603159012,-0.04625531127039647,-0.06683132989435213,-0.008194967222712672,0.0,-0.10905425825840417,0.0,-0.09156150460279597,-0.03572148307380026,Ibias,0.7383395174510808,-0.02699365801326927,0.17916847320985171,0.003277531319110662,-0.010978563721196974,0.8252364497453787,0.6224400994528764,0.1609381378107695,0.1400391824788997,-0.24205711078574355,0.0,0.4983084513273802,0.7238934835953784,W1,0.07174354574462764,0.05327554345577836,0.3185613785913846,-0.0033618892643004885,-0.04446314220452815,0.04403045102429309,0.20769834700932704,-0.18053030734742215,-0.1394408461956563,-0.023544553568087608,0.0,0.04858774733302475,0.18305284329568158,W2,0.1148201159972386,0.0038660221415813055,0.29535800619580654,0.20554397578598663,-0.0804561326957126,0.07041760471235627,0.1017069687693787,0.012499046646411072,2.8492203963970917e-05,0.16591380416073745,0.0,0.3538818736290834,0.05441203782365929,Alo,0.0,-0.1580165208768346,0.0421086212158001,-0.7089023284068616,-0.11868346033170028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.3320802736199415,0.12399392761972042,-0.20164897393113812,-0.02159717361042414,0.014739013283667538,-0.20775215990365892,-0.29425979185411827,-0.03611983452363539,-5.6984407927941834e-05,-0.4803676623453792,0.0,-0.2014353101261656,-0.15709154420337598,Rbias3,0.3309132993963597,-0.12750262208395252,0.21237298089690623,-0.02669601368043906,-0.0017255718038686936,0.1928627105643491,0.29303177640075545,0.035982103982078,5.6984407927941834e-05,0.47798014911305914,0.0,0.19969764653516514,0.15695324200118405,
51,Rd,-0.07507568605748802,0.09084894052923413,0.3753228049377659,-0.7363031872686256,0.0631421536109571,-0.04599993766946909,-0.06659200786648839,-0.008124845934115003,-2.852854609196735e-05,-0.10872785458580335,0.0,-0.09047877685505513,-0.03552155039912461,Ibias,0.738803753377385,-0.025573864307643517,0.18163958885515213,-0.6860803597368207,-0.011814129147878927,0.8255991523046721,0.6237196471006017,0.16021989179636648,0.13998957566926132,-0.24191670937195045,0.0,0.5014365841192424,0.7250703121234046,W1,0.07171864318499821,0.05181823127362734,0.31298907748522625,-0.003438611946012713,-0.04473300077041984,0.043958612522209776,0.2066318865914664,-0.17967812154941842,-0.1394190047474378,-0.023501745290519523,0.0,0.04884252555892216,0.18217142170758352,W2,0.11474982909598887,0.004546436738464092,-0.08678646856317761,-0.49517054804207367,-0.07992820123706129,0.07029326518527432,0.10169074868209503,0.012385646243522268,0.0,0.16606178265719101,0.0,0.3517062188812282,0.054289889041588525,Alo,0.0,-0.15766392175047916,-2.0153054111013007,-1.1153902571953787,-0.11854975674896968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.33504305153162584,0.12372624033210274,-0.1923263332175192,-0.021536169617969836,0.014410503467046492,-0.20947735843176574,-0.29723307202752774,-0.036242677935422934,-5.70570921839347e-05,-0.4855674564655023,0.0,-0.20504519268110352,-0.15832575355868703,Rbias3,0.3339749015267371,-0.12722136780339632,-0.28494414455704437,-0.5119026599897848,-0.002309407921401869,0.19450244647364753,0.29600393324410934,0.036087426102284846,2.852854609196735e-05,0.48316931919097245,0.0,0.20337707363877167,0.1581874605370852,
52,Rd,-0.07474504597381668,0.09202747708118969,-1.1821293252267726,-0.25470165323580835,0.06386985433760385,-0.045753220983049944,-0.06634800306725491,-0.008036754063921878,-2.856392850073811e-05,-0.10844423294235452,0.0,-0.08946492248927013,-0.035298235522786346,Ibias,0.7392927466714023,-0.024166341298782285,0.14042752098961925,0.21036764942023217,-0.011929247925468232,0.8259611141315147,0.6249615567040412,0.1595252473332608,0.13993468572108853,-0.2418684429876509,0.0,0.5044142912053223,0.726270578456509,W1,0.07168590357379039,0.051035760522146145,0.34891242249087345,-0.20743076263442684,-0.043957857316513756,0.043865042354501525,0.20557766092534577,-0.17881345708667087,-0.13939197107959037,-0.02346042359962521,0.0,0.049029175690328525,0.18131085834563276,W2,0.11461586858740279,0.005220805543312694,0.3291258834837402,-0.4194593192636004,-0.07915556555962633,0.07015910011591389,0.10172266972116978,0.01230573955593451,0.0,0.16622432834809275,0.0,0.3494661082492243,0.054162149862055524,Alo,0.0,-0.15664153446560955,-1.5045788860892069,-0.42891048883455374,-0.11817662413694782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.33803523520216533,0.12346640738151786,-0.14647745146717592,-0.021091050205283055,0.013547782155696844,-0.21116391075810909,-0.3001652549149284,-0.03636415172147263,-5.712785700147622e-05,-0.49077871928324424,0.0,-0.20870707532306954,-0.1594840255237533,Rbias3,0.33696453536215265,-0.12695140032726396,0.22087873488810156,-0.027234948083527544,-0.0019699719111272913,0.19613650563988427,0.2989897443537884,0.036208601642814066,2.856392850073811e-05,0.4884437956074463,0.0,0.20697506639922825,0.15940501436423302,
53,Rd,-0.07441533364748291,0.09387575193784654,-1.0964146595299022,-0.4561014949491183,0.06461501877395924,-0.04550514065885693,-0.06613557546707306,-0.00794796386671864,0.0,-0.1081741689766265,0.0,-0.08852830178639814,-0.03507536364522774,Ibias,0.7397579252841511,-0.022758744523174782,-1.7990193885465342,-0.20368799509857802,-0.012464652898086884,0.826327724210088,0.6261947226163921,0.15885538238190933,0.13993177575225865,-0.24185584423516396,0.0,0.5073582915301478,0.7274780517294342,W1,0.07160431486273326,0.049586290057505054,0.312700667311659,-0.0036827707524791564,-0.04372752512152734,0.04377056970654615,0.20453596467369312,-0.17798936946845687,-0.1393598085511294,-0.02342222109684227,0.0,0.04921934133878883,0.18043272649924827,W2,0.1145362381208954,0.0058940906783317495,-1.6012769626311019,-0.42013062933520995,-0.07835984320113946,0.07002353547127912,0.10173441025508513,0.01222497274489629,2.8598360056463336e-05,0.1664132052173732,0.0,0.3473289195556306,0.05403501966964564,Alo,0.0,-0.15561339291704346,-1.4293809165039182,-0.227948997117921,-0.11828065256817433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.3607303742334807,0.12319997215340538,-0.029782851720239492,-0.021429000557687615,0.01356430800365347,-0.2259005196993303,-0.32066313980080735,-0.038562343205197115,-5.719672011292667e-05,-0.5248588336404193,0.0,-0.09092275622991584,-0.16984691855229925,Rbias3,0.3399799446587178,-0.12600115331006634,-1.743404357735237,-0.4360978171806309,-0.0019713692245914467,0.19775671532893957,0.3019470729330088,0.03631128590090447,5.719672011292667e-05,0.4938029792767325,0.0,0.21057896578191415,0.16056458695696113,
54,Rd,-0.05523641750327237,0.09436888683409496,0.8081292901915663,-0.24895861639003045,0.06560727865512242,-0.03275381152333737,-0.04908611353300387,-0.005863566262630996,0.0,-0.08035528488512679,0.0,-0.20430703101420022,-0.025987002549330954,Ibias,0.7412850204267251,-0.021359295345319013,0.10060404424447864,-0.19748749462443313,-0.013105485402532768,0.8274367083060876,0.6283679935530633,0.15829894126198701,0.13989461806564787,-0.24035474593956238,0.0,0.5031392305982983,0.7292553223000539,W1,0.07188932630529482,0.048812293507519616,0.28971658282285445,-0.20473465662680068,-0.04313753052627168,0.043927352578112325,0.20384980854499116,-0.1771213359216188,-0.139321983525878,-0.022792905680027602,0.0,0.046765083397742005,0.1797171050163309,W2,0.11262490322098392,0.006559918129425138,0.31046535651450974,-0.21274661708438017,-0.07738705932170169,0.06873136178234772,0.1001992205936005,0.011970002133790144,2.8631726989289603e-05,0.16411640625117271,0.0,0.35667496940369453,0.05306008803196109,Alo,0.0,-0.1552807339607468,0.49835340585339016,-0.22190695039006195,-0.11749863915488183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.34012925731612415,0.12225844201412092,1.6838674724881655,0.18719521207448372,0.014058587733939379,-0.2118904003946214,-0.3025972635039461,-0.03615287600985044,-5.726345397857921e-05,-0.4958673355579875,0.0,-0.2405914290547132,-0.1598121668934154,Rbias3,0.3619573777766184,-0.1257400107843479,0.18437901950959917,-0.22862731274159537,-0.0017078531998771483,0.2119060496117733,0.32179891840721664,0.03844278946154114,5.726345397857921e-05,0.5269689851805021,0.0,0.09711217318337989,0.17057426141425605,
55,Rd,-0.07661949842986614,0.09621704309275114,0.8186729633017359,-0.2475499430980894,0.06600926290456877,-0.046908187954258364,-0.06823320679075434,-0.008098378968677714,-2.8663955821642422e-05,-0.11191861831652321,0.0,-0.06883534439866383,-0.03598688048230722,Ibias,0.7415452797099525,-0.0206373996496394,0.10809873959358195,0.0032896044557039947,-0.013571856623515738,0.8276929396910153,0.6293684055854186,0.1576229554634446,0.13985144044976772,-0.24068520068069887,0.0,0.5074205031273984,0.7303579835897391,W1,0.07174091106334606,0.048053135707265555,0.28686356145909836,-0.004283531296553611,-0.043175383282884165,0.043790375862433006,0.20280806100361315,-0.1763395952687382,-0.13930682528918834,-0.022827487002068245,0.0,0.04743609873863689,0.1788289359786937,W2,0.11292645914695973,0.00723191824711428,0.34290526551193756,0.19011275685207482,-0.07684403037289397,0.06884254437907851,0.10052678557722076,0.011921648009700612,0.0,0.1648693624662732,0.0,0.3523256607431191,0.05306238877476593,Alo,0.0,-0.15494839134855218,0.5595814459061975,-0.021021231061939864,-0.11699781707532148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.3438120254610894,0.12200758817242521,-0.1655617290703855,-0.021239441720809927,0.013676783496466963,-0.21403231651402832,-0.3061858925857363,-0.03633843438522874,-5.7327911643284844e-05,-0.5023551422957223,0.0,-0.23956554893703536,-0.16124017541383473,Rbias3,0.3420660047193932,-0.12547405736405026,0.18422041702337782,-0.027796589291958277,-0.0018842757359820326,0.1983805864651459,0.30443140273656466,0.03611251394190675,5.7327911643284844e-05,0.4990833278489587,0.0,0.24195060418087191,0.16086510644556112,
56,Rd,-0.07570860370894468,0.09805311232344788,0.8157624179517439,-0.24668175763144978,0.06641700069357656,-0.04627068476064532,-0.06746629360375624,-0.007955809568910628,0.0,-0.1108092286098124,0.0,-0.07179358913025617,-0.035460950921811334,Ibias,0.7418002075167145,-0.018570426661986248,0.10593773254410248,0.004138775814568777,-0.014650207980681458,0.8279472426357746,0.6303530278757381,0.15697491221625967,0.13980511648848715,-0.24108187902520548,0.0,0.5114217975923632,0.7314980465890203,W1,0.07153974109818807,0.04729382502432926,0.2641153281481361,-0.003760682756614097,-0.043211110959791764,0.04363560847597385,0.2017678418715247,-0.17556748249982948,-0.13928859512213554,-0.02290258954214161,0.0,0.04797267476444188,0.17795595738056239,W2,0.11317689976612552,0.008569705611489032,0.3069280279325688,-0.011211144382736994,-0.07636570784827132,0.06891979282653829,0.10085648446012285,0.011872783645497589,2.8695631463978104e-05,0.16557136102984432,0.0,0.3481823649800666,0.05306315917013343,Alo,0.0,-0.15394771922550968,0.5092059078145609,-0.21959605111528566,-0.11646612008694596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.34750815244243355,0.12175449504738398,-0.19045651780299752,-0.020683913181813722,0.013220130629252883,-0.21613899525482563,-0.3097303735229184,-0.036523607167546865,-5.739126292795621e-05,-0.5088456527975079,0.0,-0.23906934334342303,-0.16254415845459907,Rbias3,0.3458097269343537,-0.12386224980554117,0.1956736692268964,-0.02718243226900752,-0.0023800022641553833,0.20045401736985133,0.3080567485087547,0.03629729310977428,5.739126292795621e-05,0.5056332433732518,0.0,0.24092208112741567,0.16228762402947472,
57,Rd,-0.07493545648740955,0.09853446722556244,0.8414890023267159,-0.04637554315380532,0.06740482497806338,-0.045685448933310675,-0.06679949690342012,-0.007812290197286746,0.0,-0.10988693762237327,0.0,-0.07420603507176837,-0.03498868883142828,Ibias,0.74208278279238,-0.01786307307989451,0.1342467837706432,-0.19439082371764563,-0.014872703850006427,0.8282096814531105,0.6312868196877647,0.15635043283226271,0.1398099595708798,-0.24146258640350146,0.0,0.5152132283656132,0.7326126531248198,W1,0.07137692483039121,0.04586335962931561,0.2830139766196555,-0.0032095777704905593,-0.04287524779843973,0.04347182408811592,0.20072795801928361,-0.1748174313120133,-0.13926416355036503,-0.022942174325585915,0.0,0.048501540287339544,0.17707353344340468,W2,0.11335728379856262,0.009227054340654023,0.36261303704478665,-0.010473315779553611,-0.07552833234428043,0.06898345794261959,0.10109155265038816,0.011840502330258943,2.8726106343722672e-05,0.16625479639579402,0.0,0.3444666614685002,0.05301555556871358,Alo,0.0,-0.153617773612928,0.5615029347428856,-0.2183611599979632,-0.11605329450299197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.35100531097957355,0.1208279966096915,-0.18797959639274164,-0.019880510284246707,0.013155744347732597,-0.21814409378985966,-0.3131861328307786,-0.0366724247430546,-5.7452212687445345e-05,-0.515249329017383,0.0,-0.23887338983476428,-0.16379992150226752,Rbias3,0.3494581233026036,-0.12360210014054307,0.19937564300339042,-0.22559035636626867,-0.002506927672409478,0.20247602573645698,0.3115387962856979,0.03649804326544372,5.7452212687445345e-05,0.5121346629665329,0.0,0.24032711447553765,0.16358296796386548,
58,Rd,-0.07415809886539794,0.09969078677787264,0.8536405874711614,-0.2463512493729649,0.06824641705025873,-0.04516048944290957,-0.06621555829332006,-0.007702898001397284,-2.8755786024422164e-05,-0.1090742774067733,0.0,-0.07621594120749012,-0.03455603478865009,Ibias,0.7423561604192193,-0.01715761744732457,0.14064989637710146,0.0046163016973429045,-0.015098260279806975,0.8284922776191624,0.6322624180273425,0.15573478136170793,0.1397531200746691,-0.2418570344318933,0.0,0.5187963028339775,0.7337588607744538,W1,0.07126412427553606,0.0451102885008548,0.28366890317506216,-0.2030002389505173,-0.042524476862359266,0.04332201440296152,0.1997456882956223,-0.17407501469838949,-0.1392642717122699,-0.02302127731057006,0.0,0.04896296829086732,0.17619043864283723,W2,0.11353682453470346,0.009888546525478083,0.3414605512424873,-0.010917487706783564,-0.07485521041449075,0.06901352457662953,0.1013290369235644,0.011790150002148099,0.0,0.16687562707211484,0.0,0.34102509451107016,0.05292809663861149,Alo,0.0,-0.15262403067924307,0.5415202362764827,-0.21900598282181133,-0.11554846680376364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.35446020914133153,0.12057978979511896,-0.2000095276496723,-0.21991700477411943,0.013084982649300057,-0.22008274709026313,-0.3165433390445282,-0.03682020178448673,-8.626735807326649e-05,-0.5215865516035423,0.0,-0.2392058760840935,-0.164954306395526,Rbias3,0.3530132218464076,-0.12335316428739262,0.2061140056980011,-0.026868624131550972,-0.002181268953078279,0.2044007121340806,0.31497724492723134,0.03666299978445599,5.751157204884433e-05,0.5185704970305356,0.0,0.24019569350238096,0.16479660629381976,
59,Rd,-0.07348250091141408,0.1008541324639867,0.8581504418364426,-0.24643562134715585,0.06851026428193305,-0.0446811712977894,-0.06568867801053704,-0.007592910810587861,0.0,-0.10837870220342496,0.0,-0.07769505974084669,-0.03416323999911203,Ibias,0.7426962847579034,-0.015772266592373414,0.14378738015332732,0.004562560892365809,-0.01613052536889024,0.8288113503071459,0.6332674521811771,0.15511232084491489,0.13972165052315572,-0.24227859313391803,0.0,0.5222505075879531,0.7349431036259468,W1,0.0711004043350065,0.04369484574152892,0.2841119715011266,-0.004275282636224079,-0.042289654501744,0.043171353471478435,0.1987708050808801,-0.1733598000510213,-0.13923230811301832,-0.023026636445487313,0.0,0.04935843913985673,0.1753279542977007,W2,0.11366743446128043,0.01054355826120369,0.35060627993088417,-0.011325122755463725,-0.07405288800854447,0.06901125647826083,0.10154386265924283,0.01172177475367368,2.8784847657021507e-05,0.1674420246860896,0.0,0.3379306754461772,0.05284072069070024,Alo,0.0,-0.1516302559133186,0.5509006049809394,-0.21895019559508308,-0.11528116418025824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.35778054883505317,0.11966719545381857,-0.2248083888709178,-0.22015089928977544,0.01292727100109759,-0.22192749320071226,-0.3198370458847295,-0.03696732843958186,-5.756969531404301e-05,-0.5278472627853582,0.0,-0.24007048569626735,-0.1660286179196131,Rbias3,0.35648593113049054,-0.12242355817379864,0.20631657399393036,-0.026944603883991274,-0.0026046196147574787,0.20627886052161845,0.31837974160071064,0.03679237657758165,5.756969531404301e-05,0.5249689332296537,0.0,0.2405976786376751,0.16593010800036292,
60,Rd,-0.07294960251286818,0.1026717105247232,0.8708047351704038,-0.04642222540864803,0.06914995554400431,-0.04428824819046263,-0.06523765657313121,-0.007482101219338345,0.0,-0.10783549280819753,0.0,-0.07876948508315809,-0.033786278163839764,Ibias,0.7430378787957415,-0.013739049002275652,0.16701597741747973,0.0051653284692687275,-0.016706112439939372,0.8291377011975397,0.634216779422435,0.15453079778298837,0.13971224866417928,-0.24267808578303446,0.0,0.5253931235621405,0.7361510223007302,W1,0.07092610713733245,0.043621761039005835,0.27573656766506877,-0.003568516682646519,-0.042307942795025935,0.0429976880086546,0.19780409662766973,-0.1726490475740723,-0.139222434635043,-0.023033198284970382,0.0,0.049749148473568275,0.17448368128672015,W2,0.11373081700441368,0.011197876492388195,0.3514016829045548,-0.010520187580863004,-0.0733930194624383,0.06898201557170264,0.10169480332951651,0.011687497689222755,2.8812589950132774e-05,0.16802274460812025,0.0,0.33514869467710884,0.052727070467826063,Alo,0.0,-0.15064991516265186,0.5691350499492956,0.1807292563963137,-0.11492944916541531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.36101232879412865,0.11943448336304927,-0.22844282776135688,-0.020685885630622413,0.012449986806287753,-0.22370759053987263,-0.32299656284771205,-0.037095101361446135,-5.762517990026555e-05,-0.5339689518660156,0.0,-0.24150710965344754,-0.16696249349031508,Rbias3,0.3598189853675321,-0.12218515202675032,0.2196645645306833,-0.026217042473303212,-0.0024790401934566843,0.2080477444313059,0.3216208214606867,0.036937398993823346,5.762517990026555e-05,0.5312682418493602,0.0,0.24150710965343328,0.16696249349033643,
61,Rd,-0.07251363984164526,0.10449504503657515,0.7598853595323977,-0.045952454868486654,0.06936056339992064,-0.04395276974890099,-0.06489335546554141,-0.007405801972012779,-2.883954570876949e-05,-0.10741830254253143,0.0,-0.07937879521650358,-0.03346534536590554,Ibias,0.7433297847566549,-0.013047139531398988,0.18888196974884885,0.005931248724553806,-0.017097994152084173,0.8294805762143637,0.6351674631268365,0.1539599542665424,0.13966991986355234,-0.24311682991480635,0.0,0.5283815333906824,0.7373393378150677,W1,0.07069430120762504,0.04287275228026883,0.2677189474197239,-0.200186582187429,-0.04190215459638381,0.04283465916053113,0.19688264104117756,-0.171983078970946,-0.13920848713222803,-0.02304314615755043,0.0,0.05000601254946866,0.17362238263029975,W2,0.1137866362819782,0.011843785737373401,0.3682602181326993,-0.010316631632813714,-0.07258975567131007,0.06892915556824933,0.10181401294507895,0.011617632477423007,0.0,0.16855634689323085,0.0,0.33256298227710673,0.05254905201195579,Alo,0.0,-0.14966546918658524,0.38978928078889186,-0.018210164071155825,-0.11456076896007586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.36417961342692956,0.11852095019857575,-0.22923746133526354,-0.21721559974112595,0.01261322529159201,-0.2254173938322513,-0.32609117612805555,-0.03720450279779439,-8.651863712630847e-05,-0.5400785872146269,0.0,-0.2433932595049201,-0.16783824886332177,Rbias3,0.3630360291426931,-0.12059398062652296,0.24673836281283437,0.17381961804740986,-0.003054808159870746,0.2097638455949195,0.3247971635243733,0.03706410844761487,5.767909141753898e-05,0.537518237641556,0.0,0.2429332830425727,0.167897270636474,
