Iteration No,Rd,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,Ibias,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,W1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,W2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,Alo,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,Rbias2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,Rbias3,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,
11,Rd,2.0276973335213928e-05,1.5856645932626568e-05,0.0,0.0,6.865584631161424e-06,-2.4452572285733456e-06,0.0,Ibias,590.00898874972,389.9410337876645,0.0,0.0,84.15007116982906,115.91788379218288,0.0,W1,-10793.163236328704,-5247.359598062736,0.0,0.0,-5748.081096363533,202.27745809730237,0.0,W2,-63146.60348000583,8346.543338017946,0.0,0.0,-74012.48438950564,2519.3375714768135,0.0,Alo,-0.35536381562781544,0.13313279294263886,0.0,0.0,-0.4884966085704775,0.0,0.0,Rbias2,-7.165296693723561e-07,-1.7764722857706153e-06,0.0,0.0,1.2514762117188745e-06,-1.915335953207352e-07,0.0,Rbias3,4.853694577977002e-07,4.751773569449899e-07,0.0,0.0,-3.7274718373131073e-08,4.746681922578818e-08,0.0,
12,Rd,1.2562889517201488e-05,1.022841214844096e-05,0.0,0.0,4.7228949693838135e-06,-2.3884176006276164e-06,0.0,Ibias,523.8338625714706,358.4925876617319,0.0,0.0,48.69474748669469,116.64652742307098,0.0,W1,-11063.183700885631,-5086.9326024856455,0.0,0.0,-6177.871201747793,201.62010334702958,0.0,W2,-63941.73699138089,7637.058493899832,0.0,0.0,-74026.33723529193,2447.5417500117937,0.0,Alo,-0.3386863733675259,0.13928322135527163,0.0,0.0,-0.47796959472280887,0.0,0.0,Rbias2,-8.128018456798391e-07,-1.6985120295013315e-06,0.0,0.0,1.077946533786776e-06,-1.9223634996531024e-07,0.0,Rbias3,4.35223018600088e-07,4.6091486062444493e-07,0.0,0.0,-7.389639246046747e-08,4.820455043613403e-08,0.0,
13,Rd,8.519568013689407e-06,6.84579987363581e-06,0.0,0.0,4.017951901416846e-06,-2.3441837613636107e-06,0.0,Ibias,477.16042355051866,336.8034320625247,0.0,0.0,23.101776431572922,117.2552150564111,0.0,W1,-11104.136066406498,-4900.276430078553,0.0,0.0,-6404.539511303743,200.6798749756951,0.0,W2,-63131.40053075525,7492.091495127318,0.0,0.0,-73003.19478313517,2379.702757246854,0.0,Alo,-0.3203696788527327,0.14357035043191266,0.0,0.0,-0.4639400292846454,0.0,0.0,Rbias2,-8.918097143335815e-07,-1.6466864099151988e-06,0.0,0.0,9.476749326804601e-07,-1.9279823709884283e-07,0.0,Rbias3,4.0635214392001444e-07,4.547708363269344e-07,0.0,0.0,-9.731445589210524e-08,4.8895763485205616e-08,0.0,
14,Rd,6.856223661178534e-06,4.3642450857642605e-06,0.0,0.0,4.799237586611345e-06,-2.3072590111985212e-06,0.0,Ibias,444.8969745750716,319.08652984663803,0.0,0.0,8.034762104371856,117.77568262407927,0.0,W1,-10941.300726560265,-4719.792364593299,0.0,0.0,-6420.886263651889,199.37790168577615,0.0,W2,-61496.47829630767,7177.348981381831,0.0,0.0,-70989.57165805079,2315.744380361846,0.0,Alo,-0.2986793947443232,0.14780732502105928,0.0,0.0,-0.4464867197653825,0.0,0.0,Rbias2,-9.398086316178074e-07,-1.6119097235732577e-06,0.0,0.0,8.654504000170653e-07,-1.933493080616545e-07,0.0,Rbias3,3.908368591450367e-07,4.4846746484873607e-07,0.0,0.0,-1.0721170350914621e-07,4.9581097805419635e-08,0.0,
15,Rd,6.722616757699881e-06,2.5601315568379853e-06,0.0,0.0,6.438189112368467e-06,-2.2757039115069344e-06,0.0,Ibias,422.38727246874856,304.0050245270991,0.0,0.0,0.13518855095395485,118.24705939071825,0.0,W1,-10663.54121846488,-4545.570908409242,0.0,0.0,-6316.037733303897,198.06742324840812,0.0,W2,-59375.33363751921,6874.738704272188,0.0,0.0,-68506.85574445735,2256.783402669583,0.0,Alo,-0.27748539586927307,0.15032664699341125,0.0,0.0,-0.42781204286266256,0.0,0.0,Rbias2,-9.649586924632463e-07,-1.5856886991438587e-06,0.0,0.0,8.145351267591913e-07,-1.938051200786184e-07,0.0,Rbias3,3.8618868766446727e-07,4.4418116242162593e-07,0.0,0.0,-1.0824692716273507e-07,5.0254452405638156e-08,0.0,
16,Rd,7.2595877384918815e-06,9.82775775890231e-07,0.0,0.0,8.52286315092348e-06,-2.2460511883189167e-06,0.0,Ibias,407.04510192117266,291.70873486080006,0.0,0.0,-3.339652525133949,118.67601958551928,0.0,W1,-10319.590854607322,-4377.532798594556,0.0,0.0,-6138.5579750756415,196.49991906263088,0.0,W2,-56881.54500917551,6753.674979328691,0.0,0.0,-65836.53734583191,2201.3173573246786,0.0,Alo,-0.2567862949527238,0.15287588867335464,0.0,0.0,-0.4096621836260677,0.0,0.0,Rbias2,-9.629550303877252e-07,-1.5517053005288292e-06,0.0,0.0,7.830519114194076e-07,-1.943016412781728e-07,0.0,Rbias3,3.8915897012607344e-07,4.4199548827658437e-07,0.0,0.0,-1.037832226670249e-07,5.094670451654157e-08,0.0,
17,Rd,8.15349749776049e-06,-3.686643888398393e-07,0.0,0.0,1.0741812620409083e-05,-2.2196507338105762e-06,0.0,Ibias,395.37233074023135,280.73149652591763,0.0,0.0,-4.425351795222701,119.06618600952356,0.0,W1,-9965.586661904006,-4215.5834712830465,0.0,0.0,-5944.849584186221,194.84639356521444,0.0,W2,-54645.48325650399,6471.432032032577,0.0,0.0,-63265.57229313888,2148.6570046055554,0.0,Alo,-0.23811239533779416,0.1546422483440712,0.0,0.0,-0.39275464368186536,0.0,0.0,Rbias2,-9.700981918395726e-07,-1.5343430054094292e-06,0.0,0.0,7.590726837407121e-07,-1.948278701708164e-07,0.0,Rbias3,3.9422242346240883e-07,4.398378973804369e-07,0.0,0.0,-9.726153039009797e-08,5.1646056472028184e-08,0.0,
18,Rd,9.037751037867488e-06,-1.7203201764712601e-06,0.0,0.0,1.2952626840151136e-05,-2.1945556258131186e-06,0.0,Ibias,384.6555138981591,269.5308600215679,0.0,0.0,-4.321175359671974,119.44582923625285,0.0,W1,-9608.35881415064,-4059.3520202622667,0.0,0.0,-5742.260858702673,193.254064813826,0.0,W2,-52368.37152122233,6363.800220879234,0.0,0.0,-60831.53097071705,2099.3592286136154,0.0,Alo,-0.22187911272390812,0.15565212459991934,0.0,0.0,-0.37753123732382743,0.0,0.0,Rbias2,-9.72067949262563e-07,-1.5171773243515987e-06,0.0,0.0,7.404459169478705e-07,-1.953365418589517e-07,0.0,Rbias3,4.023015572242505e-07,4.39862884336276e-07,0.0,0.0,-8.991607860853702e-08,5.2354751496518536e-08,0.0,
19,Rd,9.827400946570237e-06,-3.073001187679551e-06,0.0,0.0,1.5070100966424894e-05,-2.1696988321747405e-06,0.0,Ibias,375.5745419285087,259.73003235736303,0.0,0.0,-3.9523900831101364,119.79689965427146,0.0,W1,-9265.564328660528,-3908.6068514076733,0.0,0.0,-5548.548726155722,191.5912489025404,0.0,W2,-50460.901485460265,6099.237934581407,0.0,0.0,-58611.968882890586,2051.829462849961,0.0,Alo,-0.2072827547639833,0.15672435546124966,0.0,0.0,-0.36400711022523297,0.0,0.0,Rbias2,-9.750342838709135e-07,-1.500234941480499e-06,0.0,0.0,7.21070811445362e-07,-1.958701538359834e-07,0.0,Rbias3,4.102940891736102e-07,4.3995425818847924e-07,0.0,0.0,-8.275655281352149e-08,5.3096383798631275e-08,0.0,
20,Rd,1.0674955829407383e-05,-4.202233873661825e-06,0.0,0.0,1.7023274926118207e-05,-2.146085223054138e-06,0.0,Ibias,366.3776782210805,249.7539874453664,0.0,0.0,-3.4942967148820667,120.11798749055937,0.0,W1,-8940.598439227499,-3762.9919458914187,0.0,0.0,-5367.335352830306,189.7288594936752,0.0,W2,-48563.8862001102,6002.848035822378,0.0,0.0,-56573.322984002414,2006.5887480703575,0.0,Alo,-0.19424432746702974,0.15786253188984642,0.0,0.0,-0.3521068593568659,0.0,0.0,Rbias2,-9.6808022344909e-07,-1.4755815198397841e-06,0.0,0.0,7.039284874117514e-07,-1.9642719102094122e-07,0.0,Rbias3,4.1817378476280347e-07,4.400993379207193e-07,0.0,0.0,-7.576627777932905e-08,5.3840724621445134e-08,0.0,
21,Rd,1.1299798694625283e-05,-5.5590422280701055e-06,0.0,0.0,1.898257438379486e-05,-2.1237334611016764e-06,0.0,Ibias,357.1450931876044,239.6124848897745,0.0,0.0,-2.8996243694194606,120.43223266723882,0.0,W1,-8659.002475715513,-3650.025291458782,0.0,0.0,-5196.913146162367,187.9359619047278,0.0,W2,-47072.07543358826,5596.821758031678,0.0,0.0,-54633.20777963256,1964.310588006999,0.0,Alo,-0.18294375158871046,0.15824831961389332,0.0,0.0,-0.341192071202624,0.0,0.0,Rbias2,-9.771337950617055e-07,-1.4669788011888053e-06,0.0,0.0,6.868257069490149e-07,-1.9698070082220996e-07,0.0,Rbias3,4.2326139764278914e-07,4.381068757138006e-07,0.0,0.0,-6.945367789722934e-08,5.460819982616432e-08,0.0,
22,Rd,1.1587005267750923e-05,-6.919137858860954e-06,0.0,0.0,2.0607630541673824e-05,-2.101487415055678e-06,0.0,Ibias,348.98129241893014,230.9413847697745,0.0,0.0,-2.677610929922415,120.71751857905413,0.0,W1,-8393.36803554222,-3540.691538924541,0.0,0.0,-5038.748977445409,186.07248082786379,0.0,W2,-45848.792558759684,5203.031281994645,0.0,0.0,-52975.79727572181,1923.9734349682333,0.0,Alo,-0.17338725959650372,0.158701958887287,0.0,0.0,-0.33208921848380074,0.0,0.0,Rbias2,-9.796494333735944e-07,-1.4506070007592777e-06,0.0,0.0,6.684713695687726e-07,-1.9751380218298741e-07,0.0,Rbias3,4.2995282575541123e-07,4.383230611415719e-07,0.0,0.0,-6.37559988473757e-08,5.538576346124742e-08,0.0,
23,Rd,1.200647053323147e-05,-8.056610061541769e-06,0.0,0.0,2.2142285887924468e-05,-2.0792052931567748e-06,0.0,Ibias,339.9973693071873,222.13796533676043,0.0,0.0,-3.133870977842341,120.99327494829059,0.0,W1,-8115.424086533756,-3407.8416797872446,0.0,0.0,-4891.8497695091155,184.2673627624272,0.0,W2,-44574.60164063797,4973.017375029981,0.0,0.0,-51432.29272141514,1884.6737057444484,0.0,Alo,-0.16460970279401574,0.15919947988887578,0.0,0.0,-0.3238091826829015,0.0,0.0,Rbias2,-9.915022596004144e-07,-1.4421522391822874e-06,0.0,0.0,6.487199141924937e-07,-1.9806993461073505e-07,0.0,Rbias3,4.3555801179113005e-07,4.385763134001427e-07,0.0,0.0,-5.9204004920983225e-08,5.6185703311952407e-08,0.0,
24,Rd,1.2604321631366192e-05,-8.971341576654649e-06,0.0,0.0,2.3634734406309367e-05,-2.0590711982929754e-06,0.0,Ibias,332.9990144169382,214.84446512307701,0.0,0.0,-3.087603461837369,121.24215275574163,0.0,W1,-7857.880778537435,-3279.0249636512553,0.0,0.0,-4761.254976644403,182.3991617582664,0.0,W2,-43354.48680313703,4749.688284837531,0.0,0.0,-49951.306006651175,1847.1309186763708,0.0,Alo,-0.15663124591164002,0.1597361305657695,0.0,0.0,-0.31636737647739965,0.0,0.0,Rbias2,-9.950806238869944e-07,-1.4259789171194721e-06,0.0,0.0,6.295368235706074e-07,-1.9863853033809172e-07,0.0,Rbias3,4.412737193127185e-07,4.388525238993696e-07,0.0,0.0,-5.457543914954014e-08,5.6996634562845155e-08,0.0,
25,Rd,1.2780532694417387e-05,-1.0342272802002039e-05,0.0,0.0,2.516075657040556e-05,-2.0379510739820454e-06,0.0,Ibias,324.2600560366089,205.80083910016359,0.0,0.0,-3.0273433343027727,121.48656027074536,0.0,W1,-7618.925895889474,-3180.3821426573963,0.0,0.0,-4619.135569035895,180.5918158037745,0.0,W2,-42180.44395803236,4532.766191235278,0.0,0.0,-48525.18503456641,1811.9748853004767,0.0,Alo,-0.14966526053954518,0.1595657216516931,0.0,0.0,-0.3092309821912383,0.0,0.0,Rbias2,-9.956942058980399e-07,-1.4099584073040237e-06,0.0,0.0,6.134194246500413e-07,-1.991552232441331e-07,0.0,Rbias3,4.47787364961128e-07,4.3915356635094987e-07,0.0,0.0,-4.920619332226521e-08,5.783999193248017e-08,0.0,
26,Rd,1.3108382964110438e-05,-1.1263765757028578e-05,0.0,0.0,2.6391040034242528e-05,-2.0188913131016473e-06,0.0,Ibias,316.0207035603268,198.29356746088814,0.0,0.0,-3.963185673979418,121.69032177344802,0.0,W1,-7409.392059364794,-3084.625640322914,0.0,0.0,-4503.361901084603,178.5954820431493,0.0,W2,-41169.431674511565,4322.085229816698,0.0,0.0,-47267.866255435634,1776.3493511056874,0.0,Alo,-0.14393668589673825,0.15943872254862934,0.0,0.0,-0.30337540844534827,0.0,0.0,Rbias2,-9.999474363944347e-07,-1.3940874585203956e-06,0.0,0.0,5.938721229480226e-07,-1.9973210082199918e-07,0.0,Rbias3,4.545586668548429e-07,4.4174039135478486e-07,0.0,0.0,-4.5866880372876455e-08,5.8685155872919636e-08,0.0,
27,Rd,1.3251901236639181e-05,-1.2415932988175192e-05,0.0,0.0,2.7666566807307513e-05,-1.998732582492766e-06,0.0,Ibias,308.0754584634393,190.68841054853556,0.0,0.0,-4.507668781776366,121.89471669667464,0.0,W1,-7200.3019266607325,-2991.626219914116,0.0,0.0,-4385.450325441352,176.7746186946927,0.0,W2,-40318.622415123675,3973.186911818587,0.0,0.0,-46035.436318872016,1743.6269919299914,0.0,Alo,-0.13831808266148854,0.15934585181570074,0.0,0.0,-0.29766393447718925,0.0,0.0,Rbias2,-1.0166772740226548e-06,-1.3935103362091147e-06,0.0,0.0,5.770893097277336e-07,-2.002562475411487e-07,0.0,Rbias3,4.596299006249718e-07,4.4211538601107965e-07,0.0,0.0,-4.203932809517981e-08,5.955384270913543e-08,0.0,
28,Rd,1.3415102352872245e-05,-1.3344248280607509e-05,0.0,0.0,2.8738904782011393e-05,-1.9795541485327636e-06,0.0,Ibias,299.5375570038887,182.98738153734757,0.0,0.0,-5.519560828530953,122.06973629511879,0.0,W1,-7003.3907713645995,-2901.19787168702,0.0,0.0,-4277.078586814228,174.88568713639935,0.0,W2,-39419.7496763263,3775.531534648479,0.0,0.0,-44906.22329160069,1710.9420806259143,0.0,Alo,-0.13325738166562998,0.15928349227134114,0.0,0.0,-0.2925408739369616,0.0,0.0,Rbias2,-1.0201960210859644e-06,-1.3776957187302746e-06,0.0,0.0,5.583213728907722e-07,-2.0082167524652413e-07,0.0,Rbias3,4.6627158899440355e-07,4.4478114522334074e-07,0.0,0.0,-3.89540417493375e-08,6.044448552039652e-08,0.0,
29,Rd,1.3699903259841303e-05,-1.4276495141712813e-05,0.0,0.0,2.9935602141369532e-05,-1.9592037398180483e-06,0.0,Ibias,292.45687194235404,176.8670307293009,0.0,0.0,-6.639962882075714,122.2298040951013,0.0,W1,-6804.834190803422,-2813.293118720927,0.0,0.0,-4164.589127617263,173.04805553530122,0.0,W2,-38657.22089291771,3442.812391375441,0.0,0.0,-43779.700623181314,1679.6673388860847,0.0,Alo,-0.12931456775701716,0.15853482776444286,0.0,0.0,-0.28784939552146943,0.0,0.0,Rbias2,-1.026394894251987e-06,-1.3695106913637864e-06,0.0,0.0,5.444862865058123e-07,-2.01370489393951e-07,0.0,Rbias3,4.704674791300182e-07,4.451991586145309e-07,0.0,0.0,-3.609087505216047e-08,6.13591955676099e-08,0.0,
30,Rd,1.3658546918840174e-05,-1.5440281492478247e-05,0.0,0.0,3.103980192819167e-05,-1.9409735168694774e-06,0.0,Ibias,284.44327476260935,169.00095276964703,0.0,0.0,-6.92964911744725,122.37197111044561,0.0,W1,-6624.6361371094,-2727.787966236611,0.0,0.0,-4067.9937664553227,171.14559558314113,0.0,W2,-37945.50937545915,3118.9060936676296,0.0,0.0,-42714.117678309674,1649.7022091847248,0.0,Alo,-0.1254774547838367,0.15781960225376318,0.0,0.0,-0.2832970570375905,0.0,0.0,Rbias2,-1.0353011162508574e-06,-1.3613348470225278e-06,0.0,0.0,5.279688261626589e-07,-2.0193509539082835e-07,0.0,Rbias3,4.7499046668728903e-07,4.456250198498262e-07,0.0,0.0,-3.2908060132211e-08,6.227350696969291e-08,0.0,
31,Rd,1.3956317774753236e-05,-1.6151322006735022e-05,0.0,0.0,3.203022368584184e-05,-1.9225839043584945e-06,0.0,Ibias,276.25303046447806,162.7386302706587,0.0,0.0,-8.987361519033588,122.50176171287241,0.0,W1,-6451.091856752564,-2644.573616656296,0.0,0.0,-3975.81105047552,169.29281037889177,0.0,W2,-37141.6827762494,2939.602836535676,0.0,0.0,-41700.974502516445,1619.6888897329502,0.0,Alo,-0.12106149720785955,0.15783652016551583,0.0,0.0,-0.2788980173733754,0.0,0.0,Rbias2,-1.0447290412147327e-06,-1.3531508451524252e-06,0.0,0.0,5.109689583078754e-07,-2.025471543702441e-07,0.0,Rbias3,4.809353819731979e-07,4.4838048723292936e-07,0.0,0.0,-3.066601756576794e-08,6.322091230605575e-08,0.0,
32,Rd,1.4128374099071629e-05,-1.709452561924675e-05,0.0,0.0,3.31259611100024e-05,-1.9030613916813692e-06,0.0,Ibias,268.99530052780744,156.4057471537796,0.0,0.0,-10.013452850927079,122.60300622500236,0.0,W1,-6274.741605124787,-2563.523747378482,0.0,0.0,-3878.5915754910657,167.3737177453939,0.0,W2,-36330.160348154226,2764.6879081093775,0.0,0.0,-40685.82272894368,1590.9744726805234,0.0,Alo,-0.11781626937449531,0.1571799160413352,0.0,0.0,-0.27499618541582127,0.0,0.0,Rbias2,-1.0496498009971425e-06,-1.3449520056259748e-06,0.0,0.0,4.984015746118787e-07,-2.0309936998303414e-07,0.0,Rbias3,4.876076380633505e-07,4.5117426390666856e-07,0.0,0.0,-2.77478948368093e-08,6.418126899351834e-08,0.0,
33,Rd,1.427589584379717e-05,-1.7811793606704627e-05,0.0,0.0,3.397223078902374e-05,-1.8845413385215664e-06,0.0,Ibias,262.7254225741817,151.70297026384128,0.0,0.0,-11.672595248735234,122.69504755909811,0.0,W1,-6110.905921697729,-2484.5695817370174,0.0,0.0,-3791.8423072342357,165.50596727324915,0.0,W2,-35632.42619900075,2594.6037722601895,0.0,0.0,-39790.56162790703,1563.5316566434403,0.0,Alo,-0.11436764433720915,0.15723993385946408,0.0,0.0,-0.27160757819667325,0.0,0.0,Rbias2,-1.056920411404873e-06,-1.3367316985724006e-06,0.0,0.0,4.8351346972065e-07,-2.0370218255325625e-07,0.0,Rbias3,4.935038189233544e-07,4.5401424598782895e-07,0.0,0.0,-2.5677236235259048e-08,6.516680917082753e-08,0.0,
