Iteration No,Rb,Rd1,Rd2,Rbias1,Rbias2,Rbias3,Rbias4,C1,C2,C3,C4,Cload,len1,len2,W1,W2,W3,Ibias1,Ibias2,frf,frf_fund2,flo,f_lower,f_upper,Alo,Temp,
23,339.5159182000055,274.2395357005419,338.884912981739,1000,10542.6257806746,18320.805045301735,17143.635352821893,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2519516981367086e-11,6.000000000000001e-08,6.564511709143507e-08,0.00015991259247674828,7.067629448231127e-05,3.796759562776305e-05,0.001059317638665756,0.0011831658507562134,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4835782758259575,27,
24,339.22788387935947,275.17982724004617,340.0150460369356,1000,10542.6257806746,18311.132940876072,17150.654261414333,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.251898154912349e-11,6.000000000000001e-08,6.577950104426012e-08,0.00015999126954920414,7.076718921894354e-05,3.798470036783221e-05,0.0010617726864646342,0.0011854034816000363,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4837945608019564,27,
25,338.94112356442935,276.1201978590726,341.1378163982314,1000,10542.6257806746,18302.221362008553,17157.21802696743,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2518577436550368e-11,6.000000000000001e-08,6.59151657599341e-08,0.00016007075787323802,7.085858816261957e-05,3.800231597922338e-05,0.0010642242152002108,0.0011876136000492073,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.484001372513003,27,
26,338.65683101485337,277.0580990722164,342.25039841398296,1000,10542.6257806746,18293.96392472305,17163.297880327515,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2518250679028848e-11,6.000000000000001e-08,6.605107522308626e-08,0.0001601307448517104,7.095021756365564e-05,3.8018560232055714e-05,0.0010666652851233972,0.001189788296244751,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.40205126672813857,27,
27,338.38011972060707,278.0180006624859,343.6758106135931,1000,10542.6257806746,18272.995191990598,17182.611111893148,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.251817174762234e-11,6.000000000000001e-08,6.620694137306148e-08,0.0001601948035325805,7.104716651504828e-05,3.804152493570612e-05,0.0010691209184804644,0.001192885737730131,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4028381368433375,27,
28,338.10303723508025,278.97575866836786,345.10194442934596,1000,10542.6257806746,18252.36294203237,17201.609902410066,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2518091173042934e-11,6.000000000000001e-08,6.636203587434929e-08,0.00016025845698599978,7.114424393884454e-05,3.806436209442549e-05,0.0010715620224546062,0.0011959696430461973,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.40361564388583143,27,
29,337.8255875340395,279.9313613108363,346.52900905501326,1000,10542.6257806746,18232.081269586673,17220.32618578173,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2518010924464071e-11,6.000000000000001e-08,6.651652807010702e-08,0.0001603218422109993,7.124153143685885e-05,3.808708143067773e-05,0.0010739877130888282,0.0011990400642273768,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.40438389415670095,27,
30,337.54872178072867,280.8849842640856,347.95766862746166,1000,10542.6257806746,18212.196582164717,17238.775055328886,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.251798665929705e-11,6.000000000000001e-08,6.667061069141986e-08,0.00016038510647724182,7.133921593222902e-05,3.810975364577843e-05,0.0010764049395263111,0.001202101246958379,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.405144827663421,27,
31,337.2725689688093,281.8370607289722,349.38562452187887,1000,10542.6257806746,18192.730672483405,17256.907161667972,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2517900842765847e-11,6.000000000000001e-08,6.682420662043531e-08,0.00016044876418072306,7.144598906156211e-05,3.813226706526109e-05,0.0010788010496217007,0.0012051500184761471,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4058936937666068,27,
32,336.9950964227511,282.78579657199236,350.8116274320049,1000,10542.6257806746,18173.543493079047,17274.696404029895,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2517816955403178e-11,6.000000000000001e-08,6.697725784848463e-08,0.00016054129118957112,7.155266182007091e-05,3.815456483693672e-05,0.0010811832857617909,0.0012081836868437213,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.40663315905052894,27,
33,336.7163407713382,283.7327839803857,352.2361064815292,1000,10542.6257806746,18154.739688235295,17292.15635612685,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2517731992558029e-11,6.000000000000001e-08,6.712932007020532e-08,0.0001606331132235524,7.165926418866443e-05,3.8176700722815216e-05,0.0010835505281973927,0.0012111990163197078,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4073614700583944,27,
34,336.437736820557,284.6763655557626,353.65850878915364,1000,10542.6257806746,18136.40622437577,17309.215669664514,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2517638394875397e-11,6.000000000000001e-08,6.728107458768165e-08,0.00016072482371544723,7.176585472787591e-05,3.8198612128643275e-05,0.001085902529734011,0.0012141954343523227,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.40808012276290806,27,
35,336.1580668511032,285.617115075093,355.078240044823,1000,10542.6257806746,18118.426620524842,17325.849533131477,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2517556078269887e-11,6.000000000000001e-08,6.74323768062462e-08,0.00016081590678812175,7.187248253455297e-05,3.8220400394476055e-05,0.0010882348617898808,0.0012171684432249951,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4087830635227101,27,
36,335.87934963184006,286.5559855037875,356.4955736089272,1000,10542.6257806746,18100.89266572412,17342.096143522285,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2517472272582524e-11,6.000000000000001e-08,6.758324391810985e-08,0.000160907716541283,7.197901915340935e-05,3.824196540011026e-05,0.0010905566838784683,0.0012201214455907986,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4094729089724537,27,
37,335.6004022183026,287.4932661422885,357.90844898635163,1000,10542.6257806746,18083.908462900617,17357.959493107664,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2517448866083677e-11,6.000000000000001e-08,6.773365904711386e-08,0.00016099961096722779,7.208565659540619e-05,3.8263387619408165e-05,0.0010928639011091403,0.001223049811253729,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4101480253662669,27,
38,335.3201568126282,288.42758137322096,359.3176642033524,1000,10542.6257806746,18067.359404922565,17373.34578461396,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2517423587139894e-11,6.000000000000001e-08,6.78827357426002e-08,0.0001610915299660062,7.21839337745091e-05,3.828460678067459e-05,0.0010951558075353069,0.001225954335209172,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4108074510852162,27,
39,335.03912203044837,289.3597078883029,360.7199818405794,1000,10542.6257806746,18051.374805267536,17388.326534980308,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2517342883143189e-11,6.000000000000001e-08,6.803156987025743e-08,0.00016118285044008194,7.228250706385606e-05,3.830579246717892e-05,0.0010974283920419654,0.0012288347722625636,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4114503192810901,27,
40,334.75830002251087,290.28740277798465,362.11787220009666,1000,10542.6257806746,18035.876984318264,17402.83200778185,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2517262487454491e-11,6.000000000000001e-08,6.817974106823485e-08,0.00016127417603981704,7.23806466829919e-05,3.832657111161144e-05,0.001099681800377299,0.001231678925946901,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4120778878066783,27,
41,334.4761076870993,291.2126739878046,363.505740431889,1000,10542.6257806746,18020.819056951503,17416.675814370326,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2517180681173788e-11,6.000000000000001e-08,6.832727461228498e-08,0.0001613656174463731,7.247842685687384e-05,3.834700736948082e-05,0.0011019204594548333,0.0012344808302204833,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4126853553603881,27,
42,334.193857699893,292.1351335040072,364.8838896224605,1000,10542.6257806746,18006.31640228392,17430.002836970387,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.251710119152904e-11,6.000000000000001e-08,6.847438631896085e-08,0.00016145609971581816,7.257629444784243e-05,3.836724712746244e-05,0.0011041390060657521,0.001237251218508,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.41327067847635107,27,
43,333.91000459033233,293.0537318463938,366.2520440884292,1000,10542.6257806746,17992.376009591473,17442.738118472305,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.251702211929452e-11,6.000000000000001e-08,6.862089147246308e-08,0.00016154566797524825,7.267385596962995e-05,3.838718799469384e-05,0.0011063357073044999,0.0012399767400112993,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.41383481715779874,27,
44,333.62755433027564,293.9716495845607,367.61072145715434,1000,10542.6257806746,17979.184822172323,17454.976468968332,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2516943461994549e-11,6.000000000000001e-08,6.876682203618099e-08,0.00016163643856843097,7.277169400302762e-05,3.840697398012415e-05,0.0011085264034042597,0.0012426661148877266,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.41437820952073956,27,
45,333.3437056743516,294.884791374578,368.9564499550412,1000,10542.6257806746,17966.610192623277,17466.480235514682,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.251686523521715e-11,6.000000000000001e-08,6.891176803035645e-08,0.00016172659225477718,7.286921391065196e-05,3.8426283411472467e-05,0.0011106974815550533,0.0012453063647264659,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4148944278198851,27,
46,333.0603890653661,295.47537546958176,369.3284415785852,1000,10542.6257806746,17954.73535800459,17477.379994263094,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2516785656695403e-11,6.000000000000001e-08,6.898182282157102e-08,0.00016181747176948307,7.295632931248792e-05,3.8445462766452635e-05,0.00111275342969623,0.0012467088878646325,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.41538829006211453,27,
47,333.06544391758047,295.76327292218974,369.3228406348411,1000,10542.6257806746,17953.74829778183,17478.291913873818,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2516711841817556e-11,6.000000000000001e-08,6.898132002349095e-08,0.0001618533082076994,7.296882423572919e-05,3.844869206946577e-05,0.0011136704014474412,0.0012468363987813518,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.41549178219073707,27,
48,333.08136355411943,296.05087954128754,369.31723257489415,1000,10542.6257806746,17952.760980978604,17479.208833741133,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.251663813733368e-11,6.000000000000001e-08,6.89808123157074e-08,0.00016188913269283135,7.298136234828817e-05,3.845192170021056e-05,0.0011145860149961604,0.0012469637105854742,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.41559523088473327,27,
49,333.09716281737946,296.33817147538053,369.3116572534116,1000,10542.6257806746,17951.776022068727,17480.128959976715,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.251656453998044e-11,6.000000000000001e-08,6.89803067549699e-08,0.00016192494490868144,7.29938712529635e-05,3.845512093721608e-05,0.0011154994722909883,0.001247090946154347,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4156986479012325,27,
50,333.1129273075389,296.6249164354177,369.3060307751852,1000,10542.6257806746,17950.79490635278,17481.049542378107,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2516491050236378e-11,6.000000000000001e-08,6.897980383952347e-08,0.0001619607640083076,7.300641116239363e-05,3.845834744485129e-05,0.0011164124562467223,0.0012472182403732272,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.41580212013520024,27,
51,333.12855643837963,296.91130885672993,369.3004415667103,1000,10542.6257806746,17949.80064983853,17481.964889805866,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.251641767155429e-11,6.000000000000001e-08,6.897928741211374e-08,0.00016199655283463525,7.301893614619677e-05,3.846156984776135e-05,0.001117323931372016,0.001247345187208153,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.415905439296575,27,
52,333.1440676013961,297.1976425802701,369.29501444862314,1000,10542.6257806746,17948.83030029395,17482.886718893897,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2516344392833456e-11,6.000000000000001e-08,6.897876310408052e-08,0.00016203231960503254,7.303146788213677e-05,3.8464799491872644e-05,0.001118234448539579,0.0012474723693439347,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4160089088280753,27,
53,333.15961115041057,297.4836181799387,369.2893700925862,1000,10542.6257806746,17947.85578653566,17483.79695759925,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.251627126884029e-11,6.000000000000001e-08,6.89782319869333e-08,0.00016206649524317163,7.304398204226597e-05,3.846800788809125e-05,0.0011191442120927968,0.0012475986293889066,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4161119049861746,27,
54,333.1749811028526,297.769244783452,369.2837444732347,1000,10542.6257806746,17946.883021539834,17484.70571886949,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2516198252922775e-11,6.000000000000001e-08,6.89776963145559e-08,0.0001621006425462678,7.305643629783719e-05,3.8471189159638004e-05,0.0011200518830179612,0.0012477247052628375,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.41621501913490766,27,
55,333.1905357667388,298.0547048426169,369.27834310914676,1000,10542.6257806746,17945.923014403732,17485.623801171438,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2516125331761987e-11,6.000000000000001e-08,6.897719800172931e-08,0.0001621348617874057,7.306898192924238e-05,3.8474414042921474e-05,0.0011209595457827958,0.001247850751347608,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4163182868611821,27,
56,333.20578319295214,298.3396289045658,369.27270508832424,1000,10542.6257806746,17944.95358711292,17486.529457521858,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2516052530484751e-11,6.000000000000001e-08,6.897665060014987e-08,0.00016216894899155496,7.308147463055113e-05,3.847759593346552e-05,0.0011218651003074885,0.0012479764308323932,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.41642110611849076,27,
57,333.2209330223096,298.6242018016854,369.2670594789456,1000,10542.6257806746,17943.972099684353,17487.431148527674,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2515979836895533e-11,6.000000000000001e-08,6.897609845568523e-08,0.00016220301175929553,7.309396155982726e-05,3.848078991471286e-05,0.0011227692496448875,0.0012481019179794383,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.41652389100985293,27,
58,333.2359602120715,298.90842058180766,369.2614079340456,1000,10542.6257806746,17943.006193094618,17488.33394897946,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2515907117953484e-11,6.000000000000001e-08,6.89755038452294e-08,0.00016223693551764508,7.310642350598061e-05,3.84839519428552e-05,0.0011236712246173422,0.0012482272071584082,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.41662686389666886,27,
59,333.25088420235255,299.1920647740863,369.25559977073044,1000,10542.6257806746,17942.04177387643,17489.23516185877,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2515834637457537e-11,6.000000000000001e-08,6.897493734258555e-08,0.00016227094040876123,7.311889660141395e-05,3.848712882836948e-05,0.0011245724562073814,0.0012483522916622968,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.41672955023228675,27,
60,333.26557457877686,299.4755529836559,369.2499375959405,1000,10542.6257806746,17941.078079567713,17490.13491947726,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2515762262836257e-11,6.000000000000001e-08,6.897436776213396e-08,0.0001623049175017918,7.313135222637619e-05,3.8490311371414335e-05,0.0011254720853211284,0.0012484771893121666,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4168322593693618,27,
61,333.2804852915699,299.75885184503136,369.24442792074916,1000,10542.6257806746,17940.121247459556,17491.041831076633,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2515689983267966e-11,6.000000000000001e-08,6.897383598967825e-08,0.00016233889299628685,7.314384794969683e-05,3.849350973469765e-05,0.0011263711021381674,0.0012486025096663882,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4169350801720061,27,
