Iteration No,Rb,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rd1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rd2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rbias3,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rbias4,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Cload,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,len2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Ibias1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Ibias2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,W1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,W2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,W3,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Alo,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,
11,Rb,0.0004370841209351967,0.0005418763030302803,0.0,0.0,-8.113843722745566e-06,-9.667833837233797e-05,0.0,0.0,Rd1,-0.0027880618317279067,-0.0018465007402259362,0.0,0.0,-0.0008958889040476114,-4.567218745435938e-05,0.0,0.0,Rd2,-0.0023336524783189906,-0.0023299574194502867,0.0,0.0,1.373864235953218e-05,-1.7433701228235818e-05,0.0,0.0,Rbias3,7.601259030354967e-06,9.95058663557892e-06,0.0,0.0,1.0116762441429379e-06,-3.3610038493671896e-06,0.0,0.0,Rbias4,-4.859746410475028e-06,-8.222662260039633e-06,0.0,0.0,-5.441042735610129e-07,3.9070201231252926e-06,0.0,0.0,Cload,1977047060.2341723,1532960558.3134186,0.0,0.0,444086501.92075384,0.0,0.0,0.0,len2,-5012767.684053147,-6445485.316785736,0.0,0.0,149757.12871733558,1282960.5040152539,0.0,0.0,Ibias1,-340.77978276383266,-289.5571490143043,0.0,0.0,-190.68926915513248,139.46663540560408,0.0,0.0,Ibias2,-285.6951324223591,-366.6269283455208,0.0,0.0,-17.144332655219824,98.07612857838635,0.0,0.0,W1,-510.5011576117164,-255.74772799222774,0.0,0.0,-281.8672654561744,27.113835836720675,0.0,0.0,W2,-3973.787076248702,-3550.1570807125922,0.0,0.0,-501.18354422564573,77.55354868945646,0.0,0.0,W3,-2320.7997426365278,-1954.5993034526814,0.0,0.0,-514.2285207837958,148.02808159994947,0.0,0.0,Alo,-0.6529577233171606,-0.5281472963752981,0.0,0.0,-0.12481042694186253,0.0,0.0,0.0,
12,Rb,0.0004323027477245071,0.0005385242169696605,0.0,0.0,-9.33785991786654e-06,-9.688360932728684e-05,0.0,0.0,Rd1,-0.0027707105282388836,-0.0018369425665529502,0.0,0.0,-0.0008879474043644421,-4.582055732149124e-05,0.0,0.0,Rd2,-0.002312005668155299,-0.0023080437490274794,0.0,0.0,1.3480617590389837e-05,-1.744253671820966e-05,0.0,0.0,Rbias3,7.173363095079592e-06,9.594683726454038e-06,0.0,0.0,9.838692301796563e-07,-3.405189861554102e-06,0.0,0.0,Rbias4,-4.636653732928713e-06,-8.000171429988333e-06,0.0,0.0,-5.464657743032905e-07,3.909983471363563e-06,0.0,0.0,Cload,1800053700.5080507,1385566147.823009,0.0,0.0,414487552.6854848,0.0,0.0,0.0,len2,-5099210.512085765,-6462297.93312904,0.0,0.0,144425.14708737133,1218662.2739559899,0.0,0.0,Ibias1,-338.3722350070373,-288.13024906059997,0.0,0.0,-189.57156043088207,139.32957448444475,0.0,0.0,Ibias2,-282.2598605695266,-363.3241329762825,0.0,0.0,-17.20627281515918,98.27054522191987,0.0,0.0,W1,-522.0275855136076,-265.50402868753775,0.0,0.0,-283.7012707231552,27.17771389708525,0.0,0.0,W2,-3984.216709660211,-3559.1152031077672,0.0,0.0,-502.40231719888845,77.30081064644452,0.0,0.0,W3,-2345.3326942279978,-1978.8260520021195,0.0,0.0,-516.849676317703,150.3430340918247,0.0,0.0,Alo,-0.6350230339097104,-0.5106363457686235,0.0,0.0,-0.12438668814108686,0.0,0.0,0.0,
13,Rb,0.000428470060860377,0.0005359392910980419,0.0,0.0,-1.0375064944425714e-05,-9.709416529323917e-05,0.0,0.0,Rd1,-0.002754634938061997,-0.0018283052372031555,0.0,0.0,-0.0008803543792988105,-4.5975321559988915e-05,0.0,0.0,Rd2,-0.0022875628778823453,-0.002283526549623118,0.0,0.0,1.3415102350881847e-05,-1.745143061009191e-05,0.0,0.0,Rbias3,6.7474990051283745e-06,9.238510427301138e-06,0.0,0.0,9.560513223660888e-07,-3.4470627445385515e-06,0.0,0.0,Rbias4,-4.402422723016688e-06,-7.762231926666992e-06,0.0,0.0,-5.53202118444653e-07,3.913011322094956e-06,0.0,0.0,Cload,1679388589.5797787,1286027424.4388099,0.0,0.0,393361165.14141184,0.0,0.0,0.0,len2,-5081792.073705557,-6452137.747200484,0.0,0.0,148692.18118928504,1221653.4923056425,0.0,0.0,Ibias1,-335.83151239131547,-286.6023498949668,0.0,0.0,-188.42054268898187,139.19138019263318,0.0,0.0,Ibias2,-277.9764748758205,-359.303335937825,0.0,0.0,-17.138124322088885,98.46498538409824,0.0,0.0,W1,-526.9898922087937,-270.3170632321452,0.0,0.0,-283.8889635791686,27.2161346025899,0.0,0.0,W2,-3999.0533440162444,-3571.2395585533573,0.0,0.0,-504.86199056815974,77.04820510543202,0.0,0.0,W3,-2369.136185535678,-2001.3597760512,0.0,0.0,-520.48435192211,152.70794243777905,0.0,0.0,Alo,-0.6138221422923721,-0.4902270379214267,0.0,0.0,-0.12359510437093381,0.0,0.0,0.0,
14,Rb,0.0004261126984318359,0.000534376418649838,0.0,0.0,-1.0959381219678322e-05,-9.730433899835628e-05,0.0,0.0,Rd1,-0.002733459001564444,-0.0018158904945456582,0.0,0.0,-0.0008714397155556044,-4.6128791463202264e-05,0.0,0.0,Rd2,-0.002261963372107169,-0.0022579877264692176,0.0,0.0,1.3484824289724193e-05,-1.7460469927692793e-05,0.0,0.0,Rbias3,6.417158176887385e-06,8.944608424168051e-06,0.0,0.0,9.59378106950605e-07,-3.486828354231572e-06,0.0,0.0,Rbias4,-4.086856312657635e-06,-7.460914980175579e-06,0.0,0.0,-5.419317122964954e-07,3.915990379814113e-06,0.0,0.0,Cload,1669902091.326317,1261657158.0376155,0.0,0.0,408244933.28870165,0.0,0.0,0.0,len2,-5070406.283130479,-6446591.442342867,0.0,0.0,151681.22219038807,1224503.937021913,0.0,0.0,Ibias1,-331.1843620522508,-283.5228313582358,0.0,0.0,-186.71370162687376,139.05217093285341,0.0,0.0,Ibias2,-272.5046118953657,-354.38061636380326,0.0,0.0,-16.780499968244083,98.65650443667202,0.0,0.0,W1,-527.9319838813855,-272.11526408674314,0.0,0.0,-283.08368824036666,27.26696844568949,0.0,0.0,W2,-3987.0695899214998,-3563.4739100022507,0.0,0.0,-500.3626193421442,76.76693942289555,0.0,0.0,W3,-2341.7447182634196,-1985.1045842730446,0.0,0.0,-511.6569989991052,155.0168650085833,0.0,0.0,Alo,-0.5917754625065438,-0.46913083506377495,0.0,0.0,-0.12264462744279193,0.0,0.0,0.0,
15,Rb,0.0004231627421029928,0.0005323563146679946,0.0,0.0,-1.1685042662081922e-05,-9.750852990290366e-05,0.0,0.0,Rd1,-0.0027146957711408647,-0.0018051483568164459,0.0,0.0,-0.0008632661155811511,-4.62812987432468e-05,0.0,0.0,Rd2,-0.0022352970158068014,-0.002231507334555767,0.0,0.0,1.3673923872528979e-05,-1.746360512356359e-05,0.0,0.0,Rbias3,5.960187181193367e-06,8.55197160582038e-06,0.0,0.0,9.323976128832922e-07,-3.524182037510304e-06,0.0,0.0,Rbias4,-3.7413468031742234e-06,-7.132828468959284e-06,0.0,0.0,-5.277012153053946e-07,3.919182881090456e-06,0.0,0.0,Cload,1518549405.5278578,1136990559.882208,0.0,0.0,381558845.6452066,0.0,0.0,0.0,len2,-5064175.384569915,-6444323.293570978,0.0,0.0,152904.76195117855,1227243.1470497977,0.0,0.0,Ibias1,-328.8534731713289,-282.18250876930915,0.0,0.0,-185.5863728808346,138.91540847880947,0.0,0.0,Ibias2,-267.6386168476262,-349.8450329457535,0.0,0.0,-16.63769717613215,98.84411327426416,0.0,0.0,W1,-539.1900871709205,-281.7724918002996,0.0,0.0,-284.73532068859953,27.317725317943665,0.0,0.0,W2,-3987.154492421911,-3564.659613058228,0.0,0.0,-499.01000433238283,76.51512496877915,0.0,0.0,W3,-2350.8501450587296,-1995.8769219403418,0.0,0.0,-512.2974873835383,157.32426426529753,0.0,0.0,Alo,-0.5692333223911685,-0.4473102777217889,0.0,0.0,-0.1219230446693796,0.0,0.0,0.0,
16,Rb,0.0004215544896505633,0.0005313633051568704,0.0,0.0,-1.2096344660110518e-05,-9.771247084619657e-05,0.0,0.0,Rd1,-0.0026928880952442145,-0.00179189882953017,0.0,0.0,-0.0008545565439810829,-4.643272173296153e-05,0.0,0.0,Rd2,-0.002212670807973402,-0.002207779891692689,0.0,0.0,1.2576094874498636e-05,-1.7467011155195065e-05,0.0,0.0,Rbias3,5.464760959902998e-06,8.192576748077911e-06,0.0,0.0,9.170118770186005e-07,-3.644827665193513e-06,0.0,0.0,Rbias4,-3.4569176861401576e-06,-6.8493231610285385e-06,0.0,0.0,-5.301935251366944e-07,3.922599000025075e-06,0.0,0.0,Cload,1485262349.772185,1102033275.9598951,0.0,0.0,383229073.8122899,0.0,0.0,0.0,len2,-5062507.441373778,-6445358.127627517,0.0,0.0,152980.95044691992,1229869.7358067327,0.0,0.0,Ibias1,-325.1603051769145,-279.7436359391322,0.0,0.0,-184.19226440605183,138.7755951682695,0.0,0.0,Ibias2,-262.2027368372483,-344.79937601253005,0.0,0.0,-16.434333023217157,99.03097219849407,0.0,0.0,W1,-539.9426329232901,-283.27742962014804,0.0,0.0,-284.0208294759543,27.355626172812222,0.0,0.0,W2,-3982.3692651544043,-3561.0461721189827,0.0,0.0,-497.6154093354896,76.29231630014716,0.0,0.0,W3,-2316.8631546120646,-1972.872360436474,0.0,0.0,-503.6198674609037,159.62907328516627,0.0,0.0,Alo,-0.5481694814639557,-0.42647644928056044,0.0,0.0,-0.12169303218339528,0.0,0.0,0.0,
17,Rb,0.0004147750746029461,0.0005265312672073397,0.0,0.0,-1.383395249845631e-05,-9.792224010593733e-05,0.0,0.0,Rd1,-0.0026771714158830557,-0.0017833524753113155,0.0,0.0,-0.0008472281955884283,-4.65907449833119e-05,0.0,0.0,Rd2,-0.002189762603073931,-0.0021840315078906184,0.0,0.0,1.1739485735075318e-05,-1.74705809183881e-05,0.0,0.0,Rbias3,5.067841772149801e-06,7.81945961129239e-06,0.0,0.0,8.996390389105044e-07,-3.6512568780527915e-06,0.0,0.0,Rbias4,-3.184784153994838e-06,-6.569749843057233e-06,0.0,0.0,-5.382085103203922e-07,3.923174199382787e-06,0.0,0.0,Cload,1239571989.3277357,900205677.9601167,0.0,0.0,339366311.3676188,0.0,0.0,0.0,len2,-5067438.119025053,-6450832.117032622,0.0,0.0,150609.70989833452,1232784.288109234,0.0,0.0,Ibias1,-323.37408608431593,-278.79480086851163,0.0,0.0,-183.21687212540397,138.637586909605,0.0,0.0,Ibias2,-258.39652264566575,-341.0489327163169,0.0,0.0,-16.618186091744352,99.27059616240031,0.0,0.0,W1,-556.5705856231504,-296.80524176150357,0.0,0.0,-287.1713568926008,27.406013030953968,0.0,0.0,W2,-3660.0255702762074,-3197.8974553465514,0.0,0.0,-484.8006196673337,22.672504737677265,0.0,0.0,W3,-2341.0578958500905,-1994.4370134883918,0.0,0.0,-508.4477780965584,161.82689573485985,0.0,0.0,Alo,-0.5255997509231096,-0.4044283071950968,0.0,0.0,-0.12117144372802435,0.0,0.0,0.0,
18,Rb,0.00041586309285661453,0.0005277608218686504,0.0,0.0,-1.3778324105752704e-05,-9.811940490629949e-05,0.0,0.0,Rd1,-0.0026571932536410573,-0.0017714319570998835,0.0,0.0,-0.000839028697066663,-4.673259947453137e-05,0.0,0.0,Rd2,-0.0021592434486765507,-0.00215386932486332,0.0,0.0,1.2094180528454051e-05,-1.7468304341684805e-05,0.0,0.0,Rbias3,4.654645923165814e-06,7.428747692695067e-06,0.0,0.0,8.857417239769674e-07,-3.6598434935065225e-06,0.0,0.0,Rbias4,-2.8387657121830662e-06,-6.2336829297231e-06,0.0,0.0,-5.31727717704393e-07,3.9266449352444265e-06,0.0,0.0,Cload,1237260491.575951,888526225.6344212,0.0,0.0,348734265.9410867,0.0,0.0,0.0,len2,-5044925.374103347,-6435478.471315624,0.0,0.0,155403.67786631227,1235149.4193458795,0.0,0.0,Ibias1,-319.3629780725269,-276.0895998113003,0.0,0.0,-181.7753146618493,138.50193640061204,0.0,0.0,Ibias2,-253.57093996997946,-336.4276987460288,0.0,0.0,-16.595482361763597,99.45224113780344,0.0,0.0,W1,-557.8525263226998,-298.82748388535134,0.0,0.0,-286.4935635743541,27.468521136936,0.0,0.0,W2,-3657.11909901235,-3195.218889379983,0.0,0.0,-484.3153673117722,22.415157679325915,0.0,0.0,W3,-2351.2762564684426,-2004.9700707522481,0.0,0.0,-510.43360650773053,164.12742079153622,0.0,0.0,Alo,-0.49982660071080287,-0.37947611982809154,0.0,0.0,-0.12035048088272285,0.0,0.0,0.0,
19,Rb,0.0004095158904631384,0.0005229938429274118,0.0,0.0,-1.5149241090924595e-05,-9.832871137334883e-05,0.0,0.0,Rd1,-0.0026415507777628002,-0.001762897420315803,0.0,0.0,-0.0008317649484104231,-4.688840903657392e-05,0.0,0.0,Rd2,-0.0021332566165533475,-0.0021271431154866742,0.0,0.0,1.1358980307850728e-05,-1.7472481374507117e-05,0.0,0.0,Rbias3,4.214680124703938e-06,7.0159520927057475e-06,0.0,0.0,8.671394113665666e-07,-3.6684113793683765e-06,0.0,0.0,Rbias4,-2.5285964303303253e-06,-5.9217189068665445e-06,0.0,0.0,-5.372180220815196e-07,3.930340498617739e-06,0.0,0.0,Cload,1054044350.2595446,735105558.1483017,0.0,0.0,318938792.11124295,0.0,0.0,0.0,len2,-5040087.704362286,-6433277.681589001,0.0,0.0,155779.55641966988,1237410.420807045,0.0,0.0,Ibias1,-315.8484983865854,-273.78796577024485,0.0,0.0,-180.4231291004067,138.36259648407145,0.0,0.0,Ibias2,-248.73656755063098,-331.7405060548891,0.0,0.0,-16.62761277830113,99.63155128255924,0.0,0.0,W1,-566.4136164986434,-306.4081201606417,0.0,0.0,-287.5113523360861,27.505855998084428,0.0,0.0,W2,-3654.0305940278204,-3191.8986220649526,0.0,0.0,-484.3188769196517,22.186904956784158,0.0,0.0,W3,-2326.8194381837093,-1986.8366244079537,0.0,0.0,-506.4081138906395,166.42530011488373,0.0,0.0,Alo,-0.47685001921770265,-0.3567088067707386,0.0,0.0,-0.12014121244695258,0.0,0.0,0.0,
20,Rb,0.000411495400359362,0.000525052927271259,0.0,0.0,-1.5026195669982399e-05,-9.853133124191467e-05,0.0,0.0,Rd1,-0.002619551964793633,-0.001749089448014394,0.0,0.0,-0.0008234195352336488,-4.70429815455901e-05,0.0,0.0,Rd2,-0.002105302405362816,-0.0020988732484684544,0.0,0.0,1.104778661861742e-05,-1.747694351299584e-05,0.0,0.0,Rbias3,3.786968454323372e-06,6.612201383728557e-06,0.0,0.0,8.517181632389149e-07,-3.6769510926441e-06,0.0,0.0,Rbias4,-2.129242630529642e-06,-5.536286685981563e-06,0.0,0.0,-5.26854375946366e-07,3.933898431398286e-06,0.0,0.0,Cload,1086839200.285636,756992105.8432226,0.0,0.0,329847094.4424132,0.0,0.0,0.0,len2,-5030180.5385690285,-6427206.38137385,0.0,0.0,157526.3889827175,1239499.4538221036,0.0,0.0,Ibias1,-312.78143849063355,-271.80190434497973,0.0,0.0,-179.20451649224032,138.2249823465918,0.0,0.0,Ibias2,-242.4150570913892,-325.7933590140665,0.0,0.0,-16.426876197404564,99.80517812007709,0.0,0.0,W1,-560.8476005922049,-302.3028979818867,0.0,0.0,-286.10018876965216,27.555486159299136,0.0,0.0,W2,-3650.0143755909708,-3187.6723998061925,0.0,0.0,-484.24427897730436,21.90230319244729,0.0,0.0,W3,-2315.562004029128,-1979.1490736332667,0.0,0.0,-505.081779832368,168.6688494365067,0.0,0.0,Alo,-0.45167090215704353,-0.33211395989544173,0.0,0.0,-0.11955694226160181,0.0,0.0,0.0,
21,Rb,0.00040460138786743596,0.0005198411808529882,0.0,0.0,-1.6505271303620505e-05,-9.873452168193174e-05,0.0,0.0,Rd1,-0.0026056060773928334,-0.0017417147205124567,0.0,0.0,-0.0008166946153814655,-4.719674149891131e-05,0.0,0.0,Rd2,-0.0020752659924714845,-0.0020685743219544116,0.0,0.0,1.078412368054026e-05,-1.7475794197613112e-05,0.0,0.0,Rbias3,3.3800422394944528e-06,6.224703094453341e-06,0.0,0.0,8.40587534765918e-07,-3.685248389724806e-06,0.0,0.0,Rbias4,-1.8693910296064324e-06,-5.267722231572368e-06,0.0,0.0,-5.394857466103003e-07,3.937816948576236e-06,0.0,0.0,Cload,869630644.4549437,572937999.7397462,0.0,0.0,296692644.7156408,0.0,0.0,0.0,len2,-5025170.558885019,-6423811.987718807,0.0,0.0,157191.19044722154,1241450.2383866506,0.0,0.0,Ibias1,-310.4215029096532,-270.4197896697054,0.0,0.0,-178.08859219654366,138.0868789565958,0.0,0.0,Ibias2,-237.60843020594072,-321.0908139747191,0.0,0.0,-16.495085262221608,99.977469031,0.0,0.0,W1,-575.3669792018535,-314.8532221557909,0.0,0.0,-288.11893547223013,27.605178426167473,0.0,0.0,W2,-3640.867525787741,-3178.667676305928,0.0,0.0,-483.875060223238,21.675210741345964,0.0,0.0,W3,-2291.6291661645078,-1959.6748936629224,0.0,0.0,-502.86477003236854,170.91049753078306,0.0,0.0,Alo,-0.4263999068747455,-0.307152612726218,0.0,0.0,-0.11924729414852746,0.0,0.0,0.0,
22,Rb,0.0004047564457206195,0.0005205899949680731,0.0,0.0,-1.689676061012124e-05,-9.893678863733233e-05,0.0,0.0,Rd1,-0.0025811049613440446,-0.0017253407914581043,0.0,0.0,-0.0008084149682798025,-4.734920160613786e-05,0.0,0.0,Rd2,-0.0020447031856838287,-0.002037702935865652,0.0,0.0,1.0480798813433275e-05,-1.7481048631609696e-05,0.0,0.0,Rbias3,2.9620064402255554e-06,5.828814520323485e-06,0.0,0.0,8.267193521442782e-07,-3.6935274322419057e-06,0.0,0.0,Rbias4,-1.5074088205096675e-06,-4.907877984082013e-06,0.0,0.0,-5.412296648465178e-07,3.941698828418863e-06,0.0,0.0,Cload,846629417.8493596,554478326.5274193,0.0,0.0,292151091.3223837,0.0,0.0,0.0,len2,-5031980.053138577,-6430849.69668861,0.0,0.0,155577.41809334324,1243292.2254566043,0.0,0.0,Ibias1,-306.05672049923254,-267.28650851058933,0.0,0.0,-176.718009816754,137.94779782811605,0.0,0.0,Ibias2,-230.33495252505176,-314.20311125463115,0.0,0.0,-16.277739556351456,100.14589828593087,0.0,0.0,W1,-574.5768521545668,-314.25066513418017,0.0,0.0,-287.968158369862,27.641971349510083,0.0,0.0,W2,-3637.0370689537244,-3173.702775470226,0.0,0.0,-484.7546246102028,21.420331126704443,0.0,0.0,W3,-2265.329930253771,-1937.584898764924,0.0,0.0,-500.8957037086615,173.15067221981425,0.0,0.0,Alo,-0.4000396573454343,-0.2812350981271455,0.0,0.0,-0.11880455921827733,0.0,0.0,0.0,
23,Rb,0.0004009591798582023,0.0005179545556962943,0.0,0.0,-1.7861944244509297e-05,-9.91334315935827e-05,0.0,0.0,Rd1,-0.0025654889272494234,-0.0017165701261910426,0.0,0.0,-0.0008014177407522617,-4.75010603061189e-05,0.0,0.0,Rd2,-0.002022332451018972,-0.002014107168537241,0.0,0.0,9.24962326783268e-06,-1.7474905749547313e-05,0.0,0.0,Rbias3,2.4623119370892427e-06,5.360423222729386e-06,0.0,0.0,8.034545223618735e-07,-3.7015658080014115e-06,0.0,0.0,Rbias4,-1.1585859735545104e-06,-4.559483084258645e-06,0.0,0.0,-5.449154524693431e-07,3.945812563173802e-06,0.0,0.0,Cload,705189071.7994553,433026339.9427638,0.0,0.0,272162731.85669154,0.0,0.0,0.0,len2,-5027119.3190253675,-6427742.502092834,0.0,0.0,155632.47764869197,1244990.7054188591,0.0,0.0,Ibias1,-303.6167162756499,-265.8316349704751,0.0,0.0,-175.59429486459362,137.80921355942408,0.0,0.0,Ibias2,-225.2572204779414,-309.21803325141474,0.0,0.0,-16.351171125294762,100.31198389877281,0.0,0.0,W1,-588.3143972147998,-326.37998281752994,0.0,0.0,-289.62566009579905,27.691245698598628,0.0,0.0,W2,-3656.6385499926696,-3189.5487310997473,0.0,0.0,-488.28422090353376,21.194402010689892,0.0,0.0,W3,-2292.512121829323,-1962.2932997335022,0.0,0.0,-505.60830294014454,175.38948084461637,0.0,0.0,Alo,-0.3762053531090509,-0.25750610323951123,0.0,0.0,-0.11869924986952814,0.0,0.0,0.0,
24,Rb,0.00040042166541973676,0.0005181078700862735,0.0,0.0,-1.8356546785414484e-05,-9.932965788112227e-05,0.0,0.0,Rd1,-0.002548183643009052,-0.0017064832909156754,0.0,0.0,-0.0007940485794682941,-4.765177262506261e-05,0.0,0.0,Rd2,-0.0019856050521504837,-0.001977812150370425,0.0,0.0,9.676155629150151e-06,-1.74690574092248e-05,0.0,0.0,Rbias3,2.0536226303541236e-06,4.972219965567529e-06,0.0,0.0,7.909558111658062e-07,-3.7095531463792117e-06,0.0,0.0,Rbias4,-8.261695649131669e-07,-4.231002511329259e-06,0.0,0.0,-5.453210673792624e-07,3.950154013795678e-06,0.0,0.0,Cload,683218109.4081411,416447599.7283521,0.0,0.0,266770509.68023238,0.0,0.0,0.0,len2,-4990402.957592062,-6395784.811660999,0.0,0.0,158830.64621564205,1246551.2078532956,0.0,0.0,Ibias1,-299.886394790844,-263.24970899521105,0.0,0.0,-174.31021701681337,137.6735312211804,0.0,0.0,Ibias2,-219.2141220643592,-303.3821871626906,0.0,0.0,-16.306437207511724,100.47450230583846,0.0,0.0,W1,-587.5966038314604,-325.89034376147146,0.0,0.0,-289.4464144336396,27.74015436365063,0.0,0.0,W2,-3618.359068494685,-3154.878003165121,0.0,0.0,-484.4499065917215,20.968841262236236,0.0,0.0,W3,-2195.4453619103347,-1875.291744782913,0.0,0.0,-497.8314470890597,177.67782996163808,0.0,0.0,Alo,-0.34755891705087766,-0.22960885078673918,0.0,0.0,-0.11795006626412702,0.0,0.0,0.0,
25,Rb,0.00039885422961230115,0.0005176304093515702,0.0,0.0,-1.9244267403871497e-05,-9.953191233539745e-05,0.0,0.0,Rd1,-0.0025314899937483883,-0.0016962727278399502,0.0,0.0,-0.0007874085288656361,-4.7808737042802015e-05,0.0,0.0,Rd2,-0.001959807178233107,-0.0019510760147396747,0.0,0.0,8.73865164925828e-06,-1.7469815142690673e-05,0.0,0.0,Rbias3,1.5981037401009977e-06,4.543111636965589e-06,0.0,0.0,7.725119431033224e-07,-3.7175198399682163e-06,0.0,0.0,Rbias4,-5.084617008599095e-07,-3.908917626395748e-06,0.0,0.0,-5.540287819415654e-07,3.954484707477728e-06,0.0,0.0,Cload,515696708.85763353,268494701.7309261,0.0,0.0,247202007.12626398,0.0,0.0,0.0,len2,-5022738.943273916,-6425593.504577171,0.0,0.0,154897.3908047046,1247957.1704985509,0.0,0.0,Ibias1,-297.38035200524615,-261.6974701608701,0.0,0.0,-173.21702814665562,137.5341463022796,0.0,0.0,Ibias2,-213.93458914164486,-298.2241714514377,0.0,0.0,-16.342819949554066,100.63240225934226,0.0,0.0,W1,-593.2812911459406,-330.85256333360405,0.0,0.0,-290.21774412877966,27.78901631647786,0.0,0.0,W2,-3629.4053372527724,-3162.491279803563,0.0,0.0,-487.6298724501248,20.715815000915498,0.0,0.0,W3,-2261.9393321817242,-1936.7563336512972,0.0,0.0,-505.0448885502642,179.86189001983723,0.0,0.0,Alo,-0.3247447546589793,-0.20678769455919271,0.0,0.0,-0.1179570600997866,0.0,0.0,0.0,
26,Rb,0.0003952230744262236,0.0005149802911730062,0.0,0.0,-2.0046684001163012e-05,-9.97105327456033e-05,0.0,0.0,Rd1,-0.0025082435555860722,-0.0016805120649433505,0.0,0.0,-0.000779803088075215,-4.792840256749647e-05,0.0,0.0,Rd2,-0.0019294992224930892,-0.0019204848736364933,0.0,0.0,8.421419663016643e-06,-1.7435768519612452e-05,0.0,0.0,Rbias3,1.2023820842443478e-06,4.167281311215369e-06,0.0,0.0,7.629542750981653e-07,-3.7278535020688833e-06,0.0,0.0,Rbias4,-1.692728711562892e-07,-3.5755240182869265e-06,0.0,0.0,-5.55230247648551e-07,3.961481394778865e-06,0.0,0.0,Cload,417009192.57618433,181412035.78303823,0.0,0.0,235597156.7931461,0.0,0.0,0.0,len2,-5001290.8262565015,-6413111.406636529,0.0,0.0,156934.86407530642,1254885.716304721,0.0,0.0,Ibias1,-293.6609160958231,-258.9832757760312,0.0,0.0,-172.08289563291376,137.40525531312701,0.0,0.0,Ibias2,-207.65136716444727,-292.0659269373946,0.0,0.0,-16.308436321940945,100.72299609489295,0.0,0.0,W1,-434.62390081936053,-200.62291830595163,0.0,0.0,-267.61111887735217,33.61013636390858,0.0,0.0,W2,-3629.512035822437,-3162.5713890697657,0.0,0.0,-487.31926333872195,20.378616586050683,0.0,0.0,W3,-1822.595685496139,-1833.6495661451809,0.0,0.0,-415.972725015415,427.02660566445695,0.0,0.0,Alo,69.87339650466798,-0.18392539099829266,70.17503467951992,0.0,-0.11771278385363788,0.0,0.0,0.0,
27,Rb,0.00038263786752265263,0.0005067724032328274,0.0,0.0,-2.422809089223202e-05,-9.990644481794274e-05,0.0,0.0,Rd1,-0.0025490913491978497,-0.0016922055449300876,0.0,0.0,-0.0008088020267329568,-4.8083777534805286e-05,0.0,0.0,Rd2,-0.002451218543687969,-0.002434845741964836,0.0,0.0,1.0588799568551334e-06,-1.7431681679971988e-05,0.0,0.0,Rbias3,8.795474390614012e-06,1.1669851204947097e-05,0.0,0.0,8.611722597331948e-07,-3.7355490740662795e-06,0.0,0.0,Rbias4,-9.146300933794386e-06,-1.2224588394646239e-05,0.0,0.0,-8.878500772043779e-07,3.966137538055908e-06,0.0,0.0,Cload,100737820.20136915,-3062173.896502331,0.0,0.0,103799994.09742804,0.0,0.0,0.0,len2,-5889388.382541804,-7081738.654015223,0.0,0.0,-63586.89109082921,1255937.1625642485,0.0,0.0,Ibias1,-294.38836641587363,-258.57257305807514,0.0,0.0,-173.08284614565153,137.26705278784786,0.0,0.0,Ibias2,-336.7397634944128,-415.3712727556719,0.0,0.0,-22.245260479050824,100.8767697403146,0.0,0.0,W1,-466.0065262072575,-222.39529229457497,0.0,0.0,-277.2462488811312,33.63501496844868,0.0,0.0,W2,-3831.6902392605607,-3345.2223519612894,0.0,0.0,-506.5946754761741,20.126788176824572,0.0,0.0,W3,-2750.4948857074505,-2624.1722213978087,0.0,0.0,-553.4298430373234,427.1071787276817,0.0,0.0,Alo,-0.9735767131905849,-0.827361557606814,0.0,0.0,-0.14621515558377096,0.0,0.0,0.0,
