Iteration No,Rd,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,Ibias,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,W1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,W2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,Alo,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,Rbias2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,Rbias3,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,
11,Rd,6.946848392363172e-06,9.395530404280136e-06,0.0,0.0,0.0,-2.448682011916604e-06,0.0,Ibias,525.4879854772151,410.7409160447468,0.0,0.0,0.0,114.74706943247784,0.0,W1,-6222.0094378071835,-6428.630908998704,0.0,0.0,0.0,206.6214711918593,0.0,W2,6879.393312559253,4056.9606970242835,0.0,0.0,0.0,2822.4326155359363,0.0,Alo,0.09461037042933307,0.09461037042933307,0.0,0.0,0.0,0.0,0.0,Rbias2,-2.0691614483766564e-06,-1.8749737074268272e-06,0.0,0.0,0.0,-1.941877409497593e-07,0.0,Rbias3,5.285581269301496e-07,4.821248131420074e-07,0.0,0.0,0.0,4.6433313788148924e-08,0.0,
12,Rd,1.0758284701548159e-06,3.4625134561541807e-06,0.0,0.0,0.0,-2.3866849860022526e-06,0.0,Ibias,497.0665686954147,382.13383658838643,0.0,0.0,0.0,114.93273210701138,0.0,W1,-6183.113682593892,-6387.952677988033,0.0,0.0,0.0,204.83899539369187,0.0,W2,5420.92446234814,2617.8937082089906,0.0,0.0,0.0,2803.030754139149,0.0,Alo,0.09741480656152383,0.09741480656152383,0.0,0.0,0.0,0.0,0.0,Rbias2,-2.0014891878325814e-06,-1.8073782336804726e-06,0.0,0.0,0.0,-1.9411095415221953e-07,0.0,Rbias3,5.176511588385279e-07,4.7050338354733313e-07,0.0,0.0,0.0,4.714777529118795e-08,0.0,
13,Rd,-4.075400441665754e-06,-1.7436556035533282e-06,0.0,0.0,0.0,-2.331744838112065e-06,0.0,Ibias,474.31141159739434,359.25240074176895,0.0,0.0,0.0,115.05901085562056,0.0,W1,-6147.407222001786,-6350.156473593613,0.0,0.0,0.0,202.7492515918268,0.0,W2,4379.078184240867,1596.1691055630447,0.0,0.0,0.0,2782.9090786791126,0.0,Alo,0.10025894485110594,0.10025894485110594,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.9534942305703056e-06,-1.7595074888029988e-06,0.0,0.0,0.0,-1.9398674176730665e-07,0.0,Rbias3,5.088792330373247e-07,4.610404536774682e-07,0.0,0.0,0.0,4.7838779359856496e-08,0.0,
14,Rd,-8.058234955486988e-06,-5.776026770625603e-06,0.0,0.0,0.0,-2.282208184861024e-06,0.0,Ibias,454.28392999603903,339.13997708004047,0.0,0.0,0.0,115.14395291600835,0.0,W1,-6113.590585384373,-6314.267800474444,0.0,0.0,0.0,200.67721509018162,0.0,W2,3347.375230820533,584.1629186808557,0.0,0.0,0.0,2763.2123121406457,0.0,Alo,0.1031339849013558,0.10313398490136876,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.9071140493439586e-06,-1.7132720802447458e-06,0.0,0.0,0.0,-1.9384196909918548e-07,0.0,Rbias3,5.043559533006847e-07,4.5584854963403135e-07,0.0,0.0,0.0,4.850740366667748e-08,0.0,
15,Rd,-1.1331019139343951e-05,-9.093465814334043e-06,0.0,0.0,0.0,-2.2375533250102677e-06,0.0,Ibias,438.5487946115394,323.372949396341,0.0,0.0,0.0,115.17584521519096,0.0,W1,-6047.1994503532505,-6245.663097824085,0.0,0.0,0.0,198.46364747083362,0.0,W2,2525.179950640684,-218.77682546891526,0.0,0.0,0.0,2743.9567761083085,0.0,Alo,0.10704058613758959,0.10704058613758959,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8788739919988e-06,-1.6852362193876077e-06,0.0,0.0,0.0,-1.9363777261123297e-07,0.0,Rbias3,4.998113075336153e-07,4.5065483400475486e-07,0.0,0.0,0.0,4.915647352887083e-08,0.0,
16,Rd,-3.407140236711938e-05,-1.1925696416962067e-05,0.0,0.0,-1.9950734801009227e-05,-2.1949711491461894e-06,0.0,Ibias,431.6233411039716,308.9559958262629,0.0,0.0,7.485407888710209,115.18193738901638,0.0,W1,-9054.830729038447,-6212.595558070296,0.0,0.0,-3038.3530536652875,196.1178826976355,0.0,W2,-16002.662783611335,-815.5201227981356,0.0,0.0,-17911.463661579714,2724.3210007688162,0.0,Alo,0.0194316592109573,0.10996438326873445,0.0,0.0,-0.09053272405777367,0.0,0.0,Rbias2,-9.89149906323288e-07,-1.657968277836271e-06,0.0,0.0,8.622582419265108e-07,-1.9343987041342884e-07,0.0,Rbias3,3.0563378359710447e-07,4.4974538292383304e-07,0.0,0.0,-1.9391721415536785e-07,4.9805614828646746e-08,0.0,
17,Rd,-1.4213577455052602e-05,-1.2044833892990602e-05,0.0,0.0,0.0,-2.1687435620620006e-06,0.0,Ibias,422.1706813968565,306.926282930562,0.0,0.0,0.0,115.24439846628444,0.0,W1,-5871.141703525802,-6065.593168488147,0.0,0.0,0.0,194.4514649622916,0.0,W2,1688.2373841231406,-1007.8657882052194,0.0,0.0,0.0,2696.1031723270735,0.0,Alo,0.11263849904815484,0.11263849904815484,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8559968366226216e-06,-1.6628786183183e-06,0.0,0.0,0.0,-1.931182183043618e-07,0.0,Rbias3,4.99995313567776e-07,4.4990553244595965e-07,0.0,0.0,0.0,5.00897811218023e-08,0.0,
18,Rd,-1.6287614076179028e-05,-1.415797243773065e-05,0.0,0.0,0.0,-2.129641638450167e-06,0.0,Ibias,410.5599503976119,295.3464459514403,0.0,0.0,0.0,115.21350444617161,0.0,W1,-5809.822744142141,-6002.142281192266,0.0,0.0,0.0,192.31953705007072,0.0,W2,1278.9281144462786,-1398.1667614386263,0.0,0.0,0.0,2677.094875884262,0.0,Alo,0.11557936823736843,0.11557936823736843,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.0254288278841364e-06,-1.6444247856666817e-06,0.0,0.0,8.118742282041898e-07,-1.9287827042171824e-07,0.0,Rbias3,5.019008497305274e-07,4.5115657751295574e-07,0.0,0.0,0.0,5.074427221757163e-08,0.0,
19,Rd,-4.024522552938803e-05,-1.559579112705733e-05,0.0,0.0,-2.2551215427437114e-05,-2.09821897489325e-06,0.0,Ibias,382.1796365056823,286.8761569317611,0.0,0.0,-19.918771279871105,115.2222508537725,0.0,W1,-12723.999612103162,-5910.197008064619,0.0,0.0,-7004.168578713337,190.3659746745153,0.0,W2,-41167.898686763576,-1784.8191067937075,0.0,0.0,-42042.84707820473,2659.767498234479,0.0,Alo,-0.09648051906099066,0.1186004649266711,0.0,0.0,-0.21508098398766703,0.0,0.0,Rbias2,-9.827438815795228e-07,-1.6325666063035392e-06,0.0,0.0,8.427256985823909e-07,-1.9290297385838822e-07,0.0,Rbias3,2.3797917556832474e-07,4.526570434626693e-07,0.0,0.0,-2.6595876116888374e-07,5.1280893274531336e-08,0.0,
20,Rd,-1.6028654209678583e-05,-1.3943829910067904e-05,0.0,0.0,0.0,-2.0848242996117446e-06,0.0,Ibias,405.918134597779,290.636505846712,0.0,0.0,0.0,115.28162875106443,0.0,W1,-5462.694136948671,-5651.307780339716,0.0,0.0,0.0,188.6136433909924,0.0,W2,1435.2712777883812,-1185.2061390141018,0.0,0.0,0.0,2620.4774168034405,0.0,Alo,0.12277270843096601,0.12277270843096601,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8301628251232666e-06,-1.6374349500647638e-06,0.0,0.0,0.0,-1.927278750585291e-07,0.0,Rbias3,5.104074619578834e-07,4.588636262569959e-07,0.0,0.0,0.0,5.154383570089822e-08,0.0,
21,Rd,-1.78297641829681e-05,-1.5781120025960413e-05,0.0,0.0,0.0,-2.048644157006624e-06,0.0,Ibias,395.59589983934063,280.37255700707595,0.0,0.0,0.0,115.22334283227497,0.0,W1,-5439.646185178792,-5626.0868395297175,0.0,0.0,0.0,186.44065435108368,0.0,W2,843.5372584994394,-1759.8472251131236,0.0,0.0,0.0,2603.384483614477,0.0,Alo,0.12574449054586329,0.12574449054586329,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8277666451427408e-06,-1.6353641136095283e-06,0.0,0.0,0.0,-1.9240253153314668e-07,0.0,Rbias3,5.10229542704399e-07,4.580250813772219e-07,0.0,0.0,0.0,5.220446132719135e-08,0.0,
22,Rd,-1.917876286632715e-05,-1.7163684297741736e-05,0.0,0.0,0.0,-2.015078568586122e-06,0.0,Ibias,388.24625830451714,273.1169538022233,0.0,0.0,0.0,115.12930450229646,0.0,W1,-5353.983227822497,-5537.967277288854,0.0,0.0,0.0,183.9840494662532,0.0,W2,447.7217757156045,-2136.4794633081524,0.0,0.0,0.0,2584.201239023757,0.0,Alo,0.1297296345172529,0.1297296345172529,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8095075354904762e-06,-1.6173667575377945e-06,0.0,0.0,0.0,-1.9214077795264248e-07,0.0,Rbias3,5.143862629234183e-07,4.615281776644095e-07,0.0,0.0,0.0,5.2858085258997946e-08,0.0,
23,Rd,-4.503739910101826e-05,-1.8312147291720216e-05,0.0,0.0,-2.474301161301254e-05,-1.9822401962849202e-06,0.0,Ibias,330.13267110210364,265.7871608493561,0.0,0.0,-50.67701213844057,115.02252239120419,0.0,W1,-10099.614043703212,-5482.550237925775,0.0,0.0,-4798.923654780598,181.85984900345616,0.0,W2,-29406.443927198172,-2509.440576861834,0.0,0.0,-29463.702480918197,2566.699130584306,0.0,Alo,-0.01972476865855025,0.1337345213033766,0.0,0.0,-0.15345928996192243,0.0,0.0,Rbias2,-9.368060739682097e-07,-1.6151863683159216e-06,0.0,0.0,8.701845055635142e-07,-1.918042112157701e-07,0.0,Rbias3,2.1066868885234072e-07,4.650580865077533e-07,0.0,0.0,-3.0791847697985205e-07,5.352907932444138e-08,0.0,
24,Rd,-1.8432887381756156e-05,-1.646198626759147e-05,0.0,0.0,0.0,-1.9709011141632847e-06,0.0,Ibias,385.840024882334,270.8357984248934,0.0,0.0,0.0,115.00422645745097,0.0,W1,-5102.911118322454,-5283.090080254095,0.0,0.0,0.0,180.17896193194912,0.0,W2,617.8561088328184,-1920.011748707084,0.0,0.0,0.0,2537.867857541488,0.0,Alo,0.13619595087863404,0.13619595087863404,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8194761041636695e-06,-1.6279820500208764e-06,0.0,0.0,0.0,-1.91494054142793e-07,0.0,Rbias3,5.271528392402456e-07,4.7341110997215406e-07,0.0,0.0,0.0,5.37417292681098e-08,0.0,
25,Rd,-1.9743012461007026e-05,-1.7803401200942337e-05,0.0,0.0,0.0,-1.9396112600636395e-06,0.0,Ibias,378.32144748606424,263.4381511985531,0.0,0.0,0.0,114.88329628750586,0.0,W1,-5083.657662108698,-5261.48883968621,0.0,0.0,0.0,177.8311775775632,0.0,W2,41.48672012251791,-2478.1702813131365,0.0,0.0,0.0,2519.6570014356544,0.0,Alo,0.1402096431212512,0.1402096431212512,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8164026527796525e-06,-1.6252351605670907e-06,0.0,0.0,0.0,-1.9116749221257474e-07,0.0,Rbias3,5.292319416283266e-07,4.748251045921385e-07,0.0,0.0,0.0,5.440683703617339e-08,0.0,
26,Rd,-4.6406274539070564e-05,-1.8708186628865673e-05,0.0,0.0,-2.5790035867069777e-05,-1.9080520431394566e-06,0.0,Ibias,303.1271959844135,257.5362246823539,0.0,0.0,-69.15187014150385,114.74284144352929,0.0,W1,-12009.230387695763,-5179.460620851751,0.0,0.0,-7005.272418546664,175.50265170226152,0.0,W2,-44628.19805319243,-2842.348718370713,0.0,0.0,-44287.975915791416,2502.12658096757,0.0,Alo,-0.08988932879780918,0.14424555569271877,0.0,0.0,-0.2341348844905342,0.0,0.0,Rbias2,-9.040166672963441e-07,-1.6222320252257734e-06,0.0,0.0,9.090446319623711e-07,-1.9082927403296754e-07,0.0,Rbias3,2.015595781101846e-07,4.806283262932667e-07,0.0,0.0,-3.3415650898564725e-07,5.508776080253047e-08,0.0,
27,Rd,-1.8181474812302697e-05,-1.6278900139119027e-05,0.0,0.0,0.0,-1.9025746731843605e-06,0.0,Ibias,378.7552478565448,264.01459909647326,0.0,0.0,0.0,114.74064876006892,0.0,W1,-4803.452433561588,-4977.370541550663,0.0,0.0,0.0,173.91810798922506,0.0,W2,398.71322608975265,-2069.335057346914,0.0,0.0,0.0,2468.0482834360378,0.0,Alo,0.14731514299293172,0.14731514299293172,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8327412017913864e-06,-1.6420981654627099e-06,0.0,0.0,0.0,-1.9064303632871485e-07,0.0,Rbias3,5.420950643088158e-07,4.867577108526923e-07,0.0,0.0,0.0,5.533735345611978e-08,0.0,
28,Rd,-1.9253868493777956e-05,-1.7383080571467768e-05,0.0,0.0,0.0,-1.8707879223105352e-06,0.0,Ibias,372.667327824113,258.07248515217015,0.0,0.0,0.0,114.59484267192948,0.0,W1,-4757.443619164233,-4929.11521957571,0.0,0.0,0.0,171.67160041127894,0.0,W2,20.538087963146268,-2430.3115483390857,0.0,0.0,0.0,2450.849636303174,0.0,Alo,0.15135679529844873,0.15135679529844873,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.828652601034155e-06,-1.6383814371625073e-06,0.0,0.0,0.0,-1.9027116387169813e-07,0.0,Rbias3,5.486660626488853e-07,4.926320672461515e-07,0.0,0.0,0.0,5.603399540273009e-08,0.0,
29,Rd,-3.047652109700107e-05,-1.806406938289973e-05,0.0,0.0,-1.0571654871897743e-05,-1.8407968422035518e-06,0.0,Ibias,285.65429599988806,253.64659522320983,0.0,0.0,-82.42613817337471,114.43383895006666,0.0,W1,-6207.2637002076135,-4852.183111819078,0.0,0.0,-1524.5290225733709,169.44843418494102,0.0,W2,-10009.838928046967,-2786.7353190966046,0.0,0.0,-9656.611330151796,2433.507721202103,0.0,Alo,0.10453744648992622,0.1564104808355785,0.0,0.0,-0.051873034345648696,0.0,0.0,Rbias2,-8.647270768695179e-07,-1.6341746335317732e-06,0.0,0.0,9.593359084997106e-07,-1.8988835183739116e-07,0.0,Rbias3,4.393391847638821e-07,4.985508796936398e-07,0.0,0.0,-1.1596239373773645e-07,5.675069880799436e-08,0.0,
30,Rd,-4.3454051480043726e-05,-1.7523806821120335e-05,0.0,0.0,-2.410383854063727e-05,-1.8264061182862594e-06,0.0,Ibias,246.27945396122027,255.2698606075717,0.0,0.0,-123.2966216407094,114.30621499437069,0.0,W1,-8072.9424387271665,-4773.172286214512,0.0,0.0,-3467.30781730802,167.5376647953938,0.0,W2,-22425.9698047457,-2771.6318522766624,0.0,0.0,-22070.76480569881,2416.4268532312108,0.0,Alo,0.03918000892768602,0.15840998924196462,0.0,0.0,-0.11922998031427588,0.0,0.0,Rbias2,-1.026074360731647e-06,-1.6530136813108275e-06,0.0,0.0,8.168394799969734e-07,-1.899001594177543e-07,0.0,Rbias3,2.964560247960367e-07,5.063466521991791e-07,0.0,0.0,-2.671267349737273e-07,5.723610757059096e-08,0.0,
31,Rd,-1.739496193947939e-05,-1.5576889916967806e-05,0.0,0.0,0.0,-1.8180720225115848e-06,0.0,Ibias,377.152459512254,263.00044537599376,0.0,0.0,0.0,114.1520141362791,0.0,W1,-4435.452839816944,-4601.166613319597,0.0,0.0,0.0,165.7137735028479,0.0,W2,187.71014151605496,-2207.3382988538797,0.0,0.0,0.0,2395.0484403702467,0.0,Alo,0.1620616823376833,0.1620616823376833,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8530434325912767e-06,-1.6633422002930114e-06,0.0,0.0,0.0,-1.89701232298203e-07,0.0,Rbias3,5.729615742529247e-07,5.15370768840025e-07,0.0,0.0,0.0,5.759080541292248e-08,0.0,
32,Rd,-4.462992815762587e-05,-1.6651583540204104e-05,0.0,0.0,-2.6190290614763606e-05,-1.788054002657606e-06,0.0,Ibias,273.9935200829558,255.40851100612082,0.0,0.0,-95.3911144813168,113.97612355816264,0.0,W1,-10628.250885015934,-4585.140556409748,0.0,0.0,-6206.562438868641,163.45211026254228,0.0,W2,-43847.26250572695,-2739.0814856796533,0.0,0.0,-43486.1125689,2377.9315488544053,0.0,Alo,-0.07148251001050988,0.16612865352526923,0.0,0.0,-0.23761116353578002,0.0,0.0,Rbias2,-8.358786530787102e-07,-1.6727539668024339e-06,0.0,0.0,1.0261802812035653e-06,-1.8930496747984382e-07,0.0,Rbias3,2.0656733427394022e-07,5.214286610993444e-07,0.0,0.0,-3.7318677439809105e-07,5.8325447572670546e-08,0.0,
33,Rd,-1.593985032984811e-05,-1.4156490863879423e-05,0.0,0.0,0.0,-1.7833594659676784e-06,0.0,Ibias,377.33363760643977,263.3828314899609,0.0,0.0,0.0,113.95080611647617,0.0,W1,-4216.521344915346,-4378.532063541045,0.0,0.0,0.0,162.01071862589052,0.0,W2,349.80161959786005,-1996.2408236173453,0.0,0.0,0.0,2346.0424432155146,0.0,Alo,0.16923711037449746,0.16923711037449746,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.873362397621708e-06,-1.6842493546627116e-06,0.0,0.0,0.0,-1.8911304295894696e-07,0.0,Rbias3,5.885276064757523e-07,5.299548834593248e-07,0.0,0.0,0.0,5.8572723016427415e-08,0.0,
34,Rd,-1.7163728643263027e-05,-1.540969093367737e-05,0.0,0.0,0.0,-1.754037709584649e-06,0.0,Ibias,371.09219403084563,257.3219400421427,0.0,0.0,0.0,113.77025398871653,0.0,W1,-4204.621185215866,-4364.302673339916,0.0,0.0,0.0,159.6814881241451,0.0,W2,-191.25145994744798,-2520.414931250826,0.0,0.0,0.0,2329.163471304924,0.0,Alo,0.17430174057567202,0.1743017405756857,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.87414620398363e-06,-1.6854672593978687e-06,0.0,0.0,0.0,-1.8867894458574899e-07,0.0,Rbias3,5.954354262126851e-07,5.360982970368284e-07,0.0,0.0,0.0,5.9337129175864516e-08,0.0,
35,Rd,-4.4855880464264014e-05,-1.6065171523855116e-05,0.0,0.0,-2.7068162933739762e-05,-1.722546006669985e-06,0.0,Ibias,252.97988895298053,252.77820388967402,0.0,0.0,-113.3733213300893,113.57500639338738,0.0,W1,-10024.462867496151,-4295.296508568232,0.0,0.0,-5886.810015283951,157.6436563559367,0.0,W2,-70950.5296100869,-2861.400089258687,0.0,0.0,-70402.09860121654,2312.9690803887274,0.0,Alo,-0.21217176073565985,0.17945806822218216,0.0,0.0,-0.3916298289578466,0.0,0.0,Rbias2,-7.939732267287732e-07,-1.6859460738775992e-06,0.0,0.0,1.0801667406599722e-06,-1.8819389351117314e-07,0.0,Rbias3,2.0243578331035828e-07,5.445045505074182e-07,0.0,0.0,-4.02180395663397e-07,6.011162846633176e-08,0.0,
